sequence_id,length,legal_chars,length_in_train_range,exact_copy_train,exact_copy_any_real,nearest_train_id,nearest_train_identity,nearest_train_query_coverage,nearest_train_target_coverage,novel_at_threshold,pf00741_hit,pf00741_evalue,pf00741_score,pf00741_coverage,gvpa_core95_hit,gvpa_core95_evalue,gvpa_core95_score,gvpa_core95_coverage,conserved_sites_scored,conservation_exact_fidelity,conservation_property_fidelity,hydrophobic_fraction,charged_fraction,polar_fraction,aromatic_fraction,beta_favoring_fraction,net_charge_per_residue,mean_hydropathy,basic_fidelity_pass,hard_fidelity_pass
aa_frequency_seed42_0010,71,True,True,False,False,WP_017721733.1,0.5357142857142857,0.7887323943661971,0.7777777777777778,True,,,,,,,,,54,0.5,0.7777777777777778,0.6338028169014085,0.19718309859154928,0.18309859154929578,0.08450704225352113,0.4225352112676056,-0.028169014084507043,1.1323943661971831,True,
aa_frequency_seed42_0011,72,True,True,False,False,WP_280652748.1,0.5660377358490566,0.7361111111111112,0.7464788732394366,True,,,,,,,,,53,0.5094339622641509,0.8490566037735849,0.625,0.19444444444444445,0.16666666666666666,0.08333333333333333,0.4305555555555556,-0.027777777777777776,0.8944444444444445,True,
aa_frequency_seed42_0012,72,True,True,False,False,WP_153228363.1,0.45098039215686275,0.7083333333333334,0.8360655737704918,True,,,,,,,,,50,0.4,0.74,0.4861111111111111,0.25,0.2361111111111111,0.05555555555555555,0.2777777777777778,0.0,0.08194444444444444,True,
aa_frequency_seed42_0013,71,True,True,False,False,ABU55390.1,0.5263157894736842,0.8028169014084507,0.7916666666666666,True,,,,,,,,,55,0.4727272727272727,0.7454545454545455,0.5492957746478874,0.28169014084507044,0.2112676056338028,0.07042253521126761,0.36619718309859156,0.0,0.31690140845070425,True,
aa_frequency_seed42_0014,72,True,True,False,False,WP_153228363.1,0.5,0.6666666666666666,0.7868852459016393,True,,,,,,,,,47,0.46808510638297873,0.7021276595744681,0.5,0.2222222222222222,0.19444444444444445,0.041666666666666664,0.3194444444444444,0.08333333333333333,0.28750000000000003,True,
aa_frequency_seed42_0015,72,True,True,False,False,WP_272074942.1,0.5769230769230769,0.7222222222222222,0.7323943661971831,True,,,,,,,,,52,0.5192307692307693,0.7307692307692307,0.5277777777777778,0.19444444444444445,0.2638888888888889,0.041666666666666664,0.3055555555555556,0.0,0.4430555555555556,True,
aa_frequency_seed42_0016,73,True,True,False,False,WP_413173348.1,0.5818181818181818,0.7534246575342466,0.7333333333333333,True,,,,,,,,,52,0.5192307692307693,0.7692307692307693,0.4794520547945205,0.3013698630136986,0.1780821917808219,0.0684931506849315,0.3013698630136986,0.0821917808219178,-0.1287671232876712,True,
aa_frequency_seed42_0017,72,True,True,False,False,WP_392535573.1,0.5555555555555556,0.75,0.7605633802816901,True,,,,,,,,,53,0.5094339622641509,0.7358490566037735,0.6388888888888888,0.1111111111111111,0.2361111111111111,0.06944444444444445,0.3611111111111111,0.05555555555555555,0.9680555555555556,True,
aa_frequency_seed42_0018,71,True,True,False,False,WP_017721733.1,0.5925925925925926,0.7605633802816901,0.75,True,,,,,,,,,54,0.5,0.7962962962962963,0.647887323943662,0.22535211267605634,0.11267605633802817,0.04225352112676056,0.4507042253521127,-0.028169014084507043,1.1887323943661972,True,
aa_frequency_seed42_0019,72,True,True,False,False,WP_017322549.1,0.5818181818181818,0.7638888888888888,0.7534246575342466,True,,,,,,,,,52,0.5192307692307693,0.7307692307692307,0.5694444444444444,0.20833333333333334,0.20833333333333334,0.05555555555555555,0.2638888888888889,0.041666666666666664,0.5402777777777777,True,
aa_frequency_seed42_0020,80,True,True,False,False,WP_190828481.1,0.5892857142857143,0.7,0.7777777777777778,True,,,,,,,,,54,0.5370370370370371,0.7592592592592593,0.6125,0.1375,0.2625,0.05,0.425,-0.0125,1.08,True,
aa_frequency_seed42_0021,72,True,True,False,False,WP_488204244.1,0.5535714285714286,0.7777777777777778,0.7777777777777778,True,,,,,,,,,56,0.4642857142857143,0.75,0.625,0.1527777777777778,0.19444444444444445,0.06944444444444445,0.3333333333333333,-0.06944444444444445,0.9333333333333333,True,
aa_frequency_seed42_0022,72,True,True,False,False,WP_190463961.1,0.5490196078431373,0.7083333333333334,0.7083333333333334,True,,,,,,,,,49,0.4489795918367347,0.6938775510204082,0.5555555555555556,0.20833333333333334,0.16666666666666666,0.041666666666666664,0.3055555555555556,-0.013888888888888888,0.7402777777777777,True,
aa_frequency_seed42_0023,72,True,True,False,False,AOC53260.1,0.5833333333333334,0.6666666666666666,0.8,True,,,,,,,,,47,0.5531914893617021,0.8085106382978723,0.6666666666666666,0.1527777777777778,0.16666666666666666,0.041666666666666664,0.3055555555555556,0.013888888888888888,1.2416666666666667,True,
aa_frequency_seed42_0024,72,True,True,False,False,WP_169262979.1,0.5,0.75,0.75,True,,,,,,,,,52,0.40384615384615385,0.6346153846153846,0.5555555555555556,0.20833333333333334,0.19444444444444445,0.06944444444444445,0.375,-0.09722222222222222,0.7,True,
aa_frequency_seed42_0025,71,True,True,False,False,WP_392535573.1,0.48214285714285715,0.7887323943661971,0.7887323943661971,True,,,,,,,,,55,0.41818181818181815,0.6727272727272727,0.5070422535211268,0.2112676056338028,0.22535211267605634,0.028169014084507043,0.22535211267605634,-0.1267605633802817,0.43802816901408453,True,
aa_frequency_seed42_0026,73,True,True,False,False,WP_017721733.1,0.6481481481481481,0.7397260273972602,0.75,True,,,,,,,,,54,0.5370370370370371,0.8148148148148148,0.6301369863013698,0.2191780821917808,0.1780821917808219,0.0821917808219178,0.3698630136986301,0.0,0.7410958904109589,True,
aa_frequency_seed42_0027,71,True,True,False,False,WP_169617606.1,0.5925925925925926,0.7605633802816901,0.75,True,,,,,,,,,54,0.5370370370370371,0.7592592592592593,0.5211267605633803,0.15492957746478872,0.2112676056338028,0.028169014084507043,0.30985915492957744,-0.07042253521126761,0.771830985915493,True,
aa_frequency_seed42_0028,74,True,True,False,False,WP_392535573.1,0.62,0.6756756756756757,0.704225352112676,True,,,,,,,,,50,0.52,0.76,0.6756756756756757,0.20270270270270271,0.16216216216216217,0.06756756756756757,0.36486486486486486,-0.06756756756756757,1.164864864864865,True,
aa_frequency_seed42_0029,71,True,True,False,False,WP_015164085.1,0.6346153846153846,0.7323943661971831,0.7123287671232876,True,,,,,,,,,50,0.54,0.8,0.5774647887323944,0.22535211267605634,0.2112676056338028,0.056338028169014086,0.352112676056338,-0.056338028169014086,0.6774647887323944,True,
aa_frequency_seed42_0030,72,True,True,False,False,WP_063873375.1,0.5185185185185185,0.75,0.7605633802816901,True,,,,,,,,,53,0.4716981132075472,0.7358490566037735,0.5,0.2638888888888889,0.18055555555555555,0.027777777777777776,0.3472222222222222,-0.013888888888888888,0.3041666666666667,True,
aa_frequency_seed42_0031,73,True,True,False,False,WP_408963110.1,0.5,0.7397260273972602,0.75,True,,,,,,,,,53,0.4528301886792453,0.7358490566037735,0.5205479452054794,0.2191780821917808,0.2191780821917808,0.0684931506849315,0.3561643835616438,-0.0547945205479452,0.3972602739726027,True,
aa_frequency_seed42_0032,72,True,True,False,False,WP_201320714.1,0.46551724137931033,0.8055555555555556,0.7733333333333333,True,,,,,,,,,54,0.3888888888888889,0.6666666666666666,0.4166666666666667,0.3333333333333333,0.16666666666666666,0.027777777777777776,0.20833333333333334,-0.027777777777777776,-0.3763888888888889,True,
aa_frequency_seed42_0033,71,True,True,False,False,WP_330936551.1,0.6222222222222222,0.6338028169014085,0.7627118644067796,True,,,,,,,,,46,0.5434782608695652,0.8043478260869565,0.5774647887323944,0.18309859154929578,0.22535211267605634,0.07042253521126761,0.323943661971831,-0.04225352112676056,0.7056338028169015,True,
aa_frequency_seed42_0034,72,True,True,False,False,WP_012408764.1,0.5344827586206896,0.8055555555555556,0.7945205479452054,True,,,,,,,,,56,0.4642857142857143,0.75,0.5,0.2916666666666667,0.20833333333333334,0.027777777777777776,0.3333333333333333,-0.041666666666666664,0.2625,True,
aa_frequency_seed42_0035,80,True,True,False,False,WP_458646425.1,0.559322033898305,0.7375,0.6483516483516484,True,,,,,,,,,53,0.5660377358490566,0.6792452830188679,0.55,0.2625,0.125,0.0125,0.3375,-0.0375,0.58875,True,
aa_frequency_seed42_0036,91,True,True,False,False,WP_330936551.1,0.5818181818181818,0.6043956043956044,0.9322033898305084,True,,,,,,,,,54,0.5370370370370371,0.8148148148148148,0.6043956043956044,0.21978021978021978,0.16483516483516483,0.03296703296703297,0.32967032967032966,0.0,0.742857142857143,True,
aa_frequency_seed42_0037,71,True,True,False,False,GEA25652.1,0.6,0.7746478873239436,0.6547619047619048,True,,,,,,,,,47,0.5531914893617021,0.7659574468085106,0.5774647887323944,0.19718309859154928,0.18309859154929578,0.056338028169014086,0.29577464788732394,-0.11267605633802817,0.6394366197183098,True,
aa_frequency_seed42_0038,72,True,True,False,False,WP_153228363.1,0.56,0.6944444444444444,0.819672131147541,True,,,,,,,,,50,0.52,0.78,0.6527777777777778,0.20833333333333334,0.1388888888888889,0.041666666666666664,0.3611111111111111,0.013888888888888888,0.9972222222222222,True,
aa_frequency_seed42_0039,72,True,True,False,False,AOC53260.1,0.5306122448979592,0.6805555555555556,0.8166666666666667,True,,,,,,,,,48,0.5,0.7708333333333334,0.5833333333333334,0.1527777777777778,0.2361111111111111,0.05555555555555555,0.3472222222222222,-0.09722222222222222,0.7958333333333333,True,
aa_frequency_seed42_0040,71,True,True,False,False,WP_009768191.1,0.5454545454545454,0.7746478873239436,0.7638888888888888,True,,,,,,,,,53,0.49056603773584906,0.7169811320754716,0.5915492957746479,0.2112676056338028,0.15492957746478872,0.07042253521126761,0.30985915492957744,-0.1267605633802817,0.5845070422535211,True,
aa_frequency_seed42_0041,74,True,True,False,False,WP_272074942.1,0.5263157894736842,0.7702702702702703,0.8028169014084507,True,,,,,,,,,58,0.46551724137931033,0.7241379310344828,0.6621621621621622,0.20270270270270271,0.12162162162162163,0.04054054054054054,0.3108108108108108,-0.06756756756756757,1.0702702702702702,True,
aa_frequency_seed42_0042,71,True,True,False,False,WP_153228363.1,0.6041666666666666,0.676056338028169,0.7868852459016393,True,,,,,,,,,47,0.5957446808510638,0.7659574468085106,0.6197183098591549,0.19718309859154928,0.15492957746478872,0.014084507042253521,0.4084507042253521,-0.056338028169014086,1.1507042253521127,True,
aa_frequency_seed42_0043,73,True,True,False,False,WP_334710560.1,0.6545454545454545,0.7534246575342466,0.7534246575342466,True,,,,,,,,,54,0.6111111111111112,0.7962962962962963,0.5205479452054794,0.2328767123287671,0.1780821917808219,0.0410958904109589,0.3835616438356164,-0.0136986301369863,0.4849315068493151,True,
aa_frequency_seed42_0044,72,True,True,False,False,WP_190464766.1,0.5769230769230769,0.7222222222222222,0.7222222222222222,True,,,,,,,,,52,0.4807692307692308,0.7692307692307693,0.5,0.20833333333333334,0.25,0.013888888888888888,0.375,-0.09722222222222222,0.6736111111111112,True,
aa_frequency_seed42_0045,71,True,True,False,False,WP_194056178.1,0.5,0.7887323943661971,0.7887323943661971,True,,,,,,,,,55,0.45454545454545453,0.7090909090909091,0.5633802816901409,0.2535211267605634,0.16901408450704225,0.028169014084507043,0.19718309859154928,0.08450704225352113,0.4183098591549296,True,
aa_frequency_seed42_0046,72,True,True,False,False,WP_084989880.1,0.5660377358490566,0.7361111111111112,0.7464788732394366,True,,,,,,,,,52,0.5,0.7307692307692307,0.5694444444444444,0.2222222222222222,0.1527777777777778,0.027777777777777776,0.3194444444444444,-0.1388888888888889,0.7861111111111111,True,
aa_frequency_seed42_0047,71,True,True,False,False,WP_392535573.1,0.5535714285714286,0.7887323943661971,0.7887323943661971,True,,,,,,,,,55,0.509090909090909,0.7090909090909091,0.6338028169014085,0.18309859154929578,0.15492957746478872,0.028169014084507043,0.323943661971831,0.09859154929577464,1.1788732394366197,True,
aa_frequency_seed42_0048,72,True,True,False,False,WP_330936551.1,0.5510204081632653,0.6805555555555556,0.8305084745762712,True,,,,,,,,,52,0.4230769230769231,0.7307692307692307,0.5416666666666666,0.19444444444444445,0.2222222222222222,0.027777777777777776,0.3472222222222222,-0.05555555555555555,0.7319444444444445,True,
aa_frequency_seed42_0049,72,True,True,False,False,WP_194056178.1,0.4909090909090909,0.7638888888888888,0.7746478873239436,True,,,,,,,,,54,0.46296296296296297,0.6851851851851852,0.4861111111111111,0.16666666666666666,0.2638888888888889,0.027777777777777776,0.3194444444444444,-0.08333333333333333,0.6583333333333333,True,
aa_frequency_seed42_0050,72,True,True,False,False,WP_441007279.1,0.6,0.7638888888888888,0.6875,True,,,,,,,,,49,0.5510204081632653,0.8367346938775511,0.5416666666666666,0.20833333333333334,0.18055555555555555,0.013888888888888888,0.3194444444444444,0.013888888888888888,0.7902777777777777,True,
aa_frequency_seed42_0051,71,True,True,False,False,WP_084989880.1,0.5087719298245614,0.8028169014084507,0.8028169014084507,True,,,,,,,,,56,0.48214285714285715,0.75,0.6197183098591549,0.16901408450704225,0.16901408450704225,0.028169014084507043,0.3380281690140845,0.0,1.1169014084507043,True,
aa_frequency_seed42_0052,72,True,True,False,False,WP_153228363.1,0.6170212765957447,0.6527777777777778,0.7704918032786885,True,,,,,,,,,47,0.5531914893617021,0.7659574468085106,0.5416666666666666,0.2222222222222222,0.20833333333333334,0.041666666666666664,0.3333333333333333,-0.05555555555555555,0.5180555555555556,True,
aa_frequency_seed42_0053,71,True,True,False,False,WP_190774558.1,0.62,0.704225352112676,0.6944444444444444,True,,,,,,,,,48,0.5625,0.7708333333333334,0.6056338028169014,0.22535211267605634,0.15492957746478872,0.04225352112676056,0.38028169014084506,-0.08450704225352113,0.7690140845070422,True,
aa_frequency_seed42_0054,75,True,True,False,False,WP_377962562.1,0.5370370370370371,0.72,0.75,True,,,,,,,,,52,0.4807692307692308,0.7115384615384616,0.52,0.21333333333333335,0.21333333333333335,0.013333333333333334,0.3333333333333333,-0.05333333333333334,0.632,True,
aa_frequency_seed42_0055,72,True,True,False,False,WP_254567340.1,0.6,0.6944444444444444,0.6944444444444444,True,,,,,,,,,48,0.5625,0.7291666666666666,0.5694444444444444,0.18055555555555555,0.25,0.05555555555555555,0.3888888888888889,-0.041666666666666664,0.6902777777777778,True,
aa_frequency_seed42_0056,60,True,True,False,False,WP_330936551.1,0.5581395348837209,0.7166666666666667,0.7288135593220338,True,,,,,,,,,42,0.5,0.8095238095238095,0.55,0.2,0.23333333333333334,0.05,0.36666666666666664,-0.06666666666666667,0.5366666666666667,True,
aa_frequency_seed42_0057,72,True,True,False,False,WP_488739600.1,0.5660377358490566,0.7361111111111112,0.7361111111111112,True,,,,,,,,,50,0.56,0.82,0.5833333333333334,0.25,0.1388888888888889,0.027777777777777776,0.3611111111111111,-0.05555555555555555,0.8583333333333334,True,
aa_frequency_seed42_0058,72,True,True,False,False,WP_153228363.1,0.56,0.6944444444444444,0.819672131147541,True,,,,,,,,,51,0.49019607843137253,0.803921568627451,0.5555555555555556,0.20833333333333334,0.2222222222222222,0.027777777777777776,0.3611111111111111,0.013888888888888888,0.7152777777777778,True,
aa_frequency_seed42_0059,80,True,True,False,False,WP_054470142.1,0.4915254237288136,0.7375,0.8309859154929577,True,,,,,,,,,58,0.46551724137931033,0.7068965517241379,0.5375,0.25,0.15,0.025,0.225,0.025,0.42874999999999996,True,
aa_frequency_seed42_0060,72,True,True,False,False,WP_036004549.1,0.5490196078431373,0.7083333333333334,0.7083333333333334,True,,,,,,,,,49,0.46938775510204084,0.7142857142857143,0.5277777777777778,0.25,0.20833333333333334,0.041666666666666664,0.3472222222222222,0.0,0.32638888888888895,True,
aa_frequency_seed42_0061,71,True,True,False,False,WP_017322549.1,0.6,0.704225352112676,0.684931506849315,True,,,,,,,,,47,0.5957446808510638,0.7872340425531915,0.6056338028169014,0.2112676056338028,0.11267605633802817,0.028169014084507043,0.29577464788732394,0.04225352112676056,0.971830985915493,True,
aa_frequency_seed42_0062,72,True,True,False,False,ABU55390.1,0.5471698113207547,0.7361111111111112,0.7361111111111112,True,,,,,,,,,51,0.47058823529411764,0.6470588235294118,0.5,0.2361111111111111,0.25,0.06944444444444445,0.3611111111111111,-0.06944444444444445,0.4027777777777778,True,
aa_frequency_seed42_0063,72,True,True,False,False,WP_201320714.1,0.4482758620689655,0.8055555555555556,0.7733333333333333,True,,,,,,,,,54,0.42592592592592593,0.7777777777777778,0.5416666666666666,0.18055555555555555,0.18055555555555555,0.027777777777777776,0.2777777777777778,0.013888888888888888,0.5027777777777778,True,
aa_frequency_seed42_0064,72,True,True,False,False,WP_323244924.1,0.5660377358490566,0.7361111111111112,0.7571428571428571,True,,,,,,,,,53,0.5283018867924528,0.7358490566037735,0.6388888888888888,0.2361111111111111,0.125,0.027777777777777776,0.3194444444444444,-0.041666666666666664,0.9458333333333334,True,
aa_frequency_seed42_0065,71,True,True,False,False,WP_153228363.1,0.52,0.704225352112676,0.819672131147541,True,,,,,,,,,49,0.46938775510204084,0.7346938775510204,0.5915492957746479,0.16901408450704225,0.23943661971830985,0.07042253521126761,0.4084507042253521,-0.11267605633802817,0.8352112676056339,True,
aa_frequency_seed42_0066,72,True,True,False,False,WP_015164085.1,0.5370370370370371,0.75,0.7397260273972602,True,,,,,,,,,57,0.40350877192982454,0.6842105263157895,0.5,0.2361111111111111,0.2361111111111111,0.041666666666666664,0.3194444444444444,0.041666666666666664,0.3027777777777778,True,
aa_frequency_seed42_0067,72,True,True,False,False,AOC53260.1,0.6122448979591837,0.6805555555555556,0.8166666666666667,True,,,,,,,,,48,0.5416666666666666,0.75,0.4722222222222222,0.25,0.18055555555555555,0.0,0.20833333333333334,0.027777777777777776,0.18055555555555555,True,
aa_frequency_seed42_0068,71,True,True,False,False,AOC53260.1,0.5416666666666666,0.676056338028169,0.8,True,,,,,,,,,47,0.5106382978723404,0.7446808510638298,0.5774647887323944,0.16901408450704225,0.22535211267605634,0.07042253521126761,0.352112676056338,0.0,0.7830985915492958,True,
aa_frequency_seed42_0069,72,True,True,False,False,WP_201320714.1,0.5740740740740741,0.75,0.72,True,,,,,,,,,53,0.4716981132075472,0.7924528301886793,0.5,0.19444444444444445,0.18055555555555555,0.013888888888888888,0.2361111111111111,-0.027777777777777776,0.5916666666666667,True,
aa_frequency_seed42_0070,72,True,True,False,False,WP_201320714.1,0.5740740740740741,0.75,0.72,True,,,,,,,,,49,0.5306122448979592,0.6938775510204082,0.5833333333333334,0.19444444444444445,0.18055555555555555,0.013888888888888888,0.3194444444444444,-0.05555555555555555,0.9444444444444444,True,
aa_frequency_seed42_0071,72,True,True,False,False,WP_408963110.1,0.4827586206896552,0.8055555555555556,0.8055555555555556,True,,,,,,,,,56,0.42857142857142855,0.6428571428571429,0.5277777777777778,0.20833333333333334,0.18055555555555555,0.05555555555555555,0.3194444444444444,0.06944444444444445,0.29583333333333334,True,
aa_frequency_seed42_0072,71,True,True,False,False,WP_392535573.1,0.509090909090909,0.7746478873239436,0.7746478873239436,True,,,,,,,,,55,0.41818181818181815,0.6909090909090909,0.6056338028169014,0.16901408450704225,0.23943661971830985,0.08450704225352113,0.29577464788732394,0.028169014084507043,0.6774647887323944,True,
aa_frequency_seed42_0073,72,True,True,False,False,WP_190774558.1,0.6111111111111112,0.75,0.75,True,,,,,,,,,52,0.5576923076923077,0.6730769230769231,0.5138888888888888,0.20833333333333334,0.25,0.041666666666666664,0.3194444444444444,-0.1527777777777778,0.5680555555555555,True,
aa_frequency_seed42_0074,72,True,True,False,False,WP_194056178.1,0.6,0.6944444444444444,0.704225352112676,True,,,,,,,,,49,0.5306122448979592,0.7551020408163265,0.5416666666666666,0.2916666666666667,0.1527777777777778,0.027777777777777776,0.3472222222222222,0.013888888888888888,0.4055555555555556,True,
aa_frequency_seed42_0075,71,True,True,False,False,WP_408963110.1,0.543859649122807,0.8028169014084507,0.7916666666666666,True,,,,,,,,,55,0.4909090909090909,0.7090909090909091,0.6056338028169014,0.19718309859154928,0.15492957746478872,0.04225352112676056,0.28169014084507044,0.056338028169014086,0.7056338028169015,True,
aa_frequency_seed42_0076,72,True,True,False,False,WP_153228363.1,0.574468085106383,0.6527777777777778,0.7704918032786885,True,,,,,,,,,46,0.6086956521739131,0.7391304347826086,0.5277777777777778,0.2638888888888889,0.18055555555555555,0.06944444444444445,0.2638888888888889,-0.09722222222222222,0.12916666666666668,True,
aa_frequency_seed42_0077,73,True,True,False,False,WP_017721733.1,0.5555555555555556,0.7397260273972602,0.75,True,,,,,,,,,53,0.4716981132075472,0.6415094339622641,0.5616438356164384,0.3424657534246575,0.0821917808219178,0.0,0.2876712328767123,-0.1232876712328767,0.426027397260274,True,
aa_frequency_seed42_0078,73,True,True,False,False,WP_190463961.1,0.5660377358490566,0.726027397260274,0.7361111111111112,True,,,,,,,,,51,0.5490196078431373,0.7058823529411765,0.589041095890411,0.2054794520547945,0.1917808219178082,0.0273972602739726,0.3424657534246575,-0.0410958904109589,0.863013698630137,True,
aa_frequency_seed42_0079,72,True,True,False,False,GEA25652.1,0.5344827586206896,0.8055555555555556,0.6904761904761905,True,,,,,,,,,53,0.49056603773584906,0.7735849056603774,0.5972222222222222,0.2222222222222222,0.16666666666666666,0.041666666666666664,0.3472222222222222,-0.05555555555555555,0.8666666666666667,True,
aa_frequency_seed42_0080,71,True,True,False,False,WP_330936551.1,0.5714285714285714,0.6901408450704225,0.8305084745762712,True,,,,,,,,,48,0.5416666666666666,0.7916666666666666,0.6197183098591549,0.16901408450704225,0.16901408450704225,0.056338028169014086,0.3380281690140845,0.0,0.9887323943661972,True,
aa_frequency_seed42_0081,71,True,True,False,False,WP_458646425.1,0.6538461538461539,0.7323943661971831,0.5714285714285714,True,,,,,,,,,47,0.6382978723404256,0.7872340425531915,0.5211267605633803,0.2112676056338028,0.16901408450704225,0.04225352112676056,0.29577464788732394,-0.014084507042253521,0.49718309859154924,True,
aa_frequency_seed42_0082,73,True,True,False,False,WP_505716830.1,0.6481481481481481,0.7397260273972602,0.75,True,,,,,,,,,52,0.5961538461538461,0.75,0.6164383561643836,0.1095890410958904,0.2328767123287671,0.0,0.3424657534246575,-0.0821917808219178,1.2917808219178082,True,
aa_frequency_seed42_0083,73,True,True,False,False,WP_377962562.1,0.5172413793103449,0.7945205479452054,0.8055555555555556,True,,,,,,,,,56,0.4642857142857143,0.6785714285714286,0.6301369863013698,0.2054794520547945,0.1780821917808219,0.0958904109589041,0.3150684931506849,-0.1232876712328767,0.6835616438356165,True,
aa_frequency_seed42_0084,72,True,True,False,False,ABU55390.1,0.5263157894736842,0.7916666666666666,0.7916666666666666,True,,,,,,,,,56,0.5,0.6785714285714286,0.5833333333333334,0.18055555555555555,0.19444444444444445,0.027777777777777776,0.3194444444444444,-0.013888888888888888,0.9708333333333334,True,
aa_frequency_seed42_0085,72,True,True,False,False,WP_019501601.1,0.5882352941176471,0.7083333333333334,0.7083333333333334,True,,,,,,,,,50,0.54,0.76,0.6666666666666666,0.1527777777777778,0.1527777777777778,0.041666666666666664,0.4444444444444444,0.041666666666666664,1.4,True,
aa_frequency_seed42_0086,73,True,True,False,False,WP_169262979.1,0.5818181818181818,0.7534246575342466,0.7638888888888888,True,,,,,,,,,53,0.5283018867924528,0.7547169811320755,0.547945205479452,0.2465753424657534,0.1643835616438356,0.0136986301369863,0.3561643835616438,-0.1095890410958904,0.8383561643835616,True,
aa_frequency_seed42_0087,72,True,True,False,False,WP_330936551.1,0.5576923076923077,0.7222222222222222,0.8813559322033898,True,,,,,,,,,49,0.5510204081632653,0.8367346938775511,0.6388888888888888,0.18055555555555555,0.1527777777777778,0.06944444444444445,0.5416666666666666,-0.06944444444444445,1.265277777777778,True,
aa_frequency_seed42_0088,72,True,True,False,False,WP_190774558.1,0.6538461538461539,0.7222222222222222,0.7222222222222222,True,,,,,,,,,52,0.5769230769230769,0.7692307692307693,0.5277777777777778,0.2361111111111111,0.20833333333333334,0.05555555555555555,0.3888888888888889,0.013888888888888888,0.5375000000000001,True,
aa_frequency_seed42_0089,59,True,True,False,False,WP_063873374.1,0.56,0.847457627118644,0.704225352112676,True,,,,,,,,,50,0.52,0.76,0.6101694915254238,0.2542372881355932,0.1864406779661017,0.0847457627118644,0.3389830508474576,-0.05084745762711865,0.6,True,
