WP_136922933.1	WP_190804824.1	0.823	68	0.944	0.944	1.995E-33
WP_136922933.1	WP_235277851.1	0.823	68	0.944	0.944	1.995E-33
WP_136922933.1	WP_414362100.1	0.823	68	0.944	0.907	1.995E-33
WP_136922933.1	WP_414404485.1	0.823	68	0.944	0.907	1.995E-33
WP_136922933.1	WP_324632560.1	0.808	68	0.944	0.944	2.521E-32
WP_136922933.1	WP_414395174.1	0.808	68	0.944	0.907	2.521E-32
WP_168922290.1	WP_011429717.1	0.855	69	0.958	0.958	1.058E-33
WP_168922290.1	WP_190804824.1	0.855	69	0.958	0.958	1.058E-33
WP_168922290.1	WP_235277851.1	0.855	69	0.958	0.958	1.058E-33
WP_168922290.1	WP_414404485.1	0.855	69	0.958	0.920	1.058E-33
WP_168922290.1	GAB4214070.1	0.840	69	0.958	0.958	3.761E-33
WP_168922290.1	WP_414362100.1	0.840	69	0.958	0.920	3.761E-33
WP_168922290.1	WP_414395174.1	0.840	69	0.958	0.920	1.337E-32
WP_275118280.1	WP_324632560.1	0.803	61	0.847	0.847	5.956E-27
WP_274691980.1	WP_011429717.1	0.811	69	0.958	0.958	1.836E-32
WP_274691980.1	WP_190804824.1	0.811	69	0.958	0.958	1.836E-32
WP_274691980.1	WP_235277851.1	0.811	69	0.958	0.958	1.836E-32
WP_274691980.1	WP_414404485.1	0.811	69	0.958	0.920	1.836E-32
WP_011769645.1	WP_011429717.1	0.811	69	0.958	0.958	6.011E-31
WP_011769645.1	WP_190804824.1	0.811	69	0.958	0.958	6.011E-31
WP_011769645.1	WP_235277851.1	0.811	69	0.958	0.958	6.011E-31
WP_011769645.1	WP_414404485.1	0.811	69	0.958	0.920	6.011E-31
WP_372960227.1	WP_054464971.1	0.811	69	0.986	0.958	1.116E-31
WP_372960227.1	GAB4214070.1	0.887	62	0.886	0.861	2.890E-31
WP_372960227.1	WP_011429717.1	0.887	62	0.886	0.861	2.890E-31
WP_372960227.1	WP_190804824.1	0.887	62	0.886	0.861	2.890E-31
WP_372960227.1	WP_235277851.1	0.887	62	0.886	0.861	2.890E-31
WP_372960227.1	WP_414362100.1	0.887	62	0.886	0.827	2.890E-31
WP_372960227.1	WP_414404485.1	0.887	62	0.886	0.827	2.890E-31
WP_372960227.1	ABG51547.1	0.854	62	0.886	0.861	1.028E-30
WP_372960227.1	ABG51546.1	0.838	62	0.886	0.827	1.938E-30
WP_372960227.1	WP_414395174.1	0.870	62	0.886	0.827	3.655E-30
WP_012508536.1	WP_011429717.1	0.882	68	1.000	0.944	4.240E-33
WP_012508536.1	WP_190804824.1	0.882	68	1.000	0.944	4.240E-33
WP_012508536.1	WP_235277851.1	0.882	68	1.000	0.944	4.240E-33
WP_012508536.1	WP_414404485.1	0.882	68	1.000	0.907	4.240E-33
WP_012508536.1	GAB4214070.1	0.867	68	1.000	0.944	1.507E-32
WP_012508536.1	WP_414362100.1	0.867	68	1.000	0.907	1.507E-32
WP_012508536.1	WP_015224598.1	0.852	68	1.000	0.944	2.843E-32
WP_012508536.1	WP_015229078.1	0.838	68	1.000	0.944	3.904E-32
WP_012508536.1	WP_414395174.1	0.867	68	1.000	0.907	5.361E-32
WP_012508536.1	WP_168569945.1	0.808	68	1.000	0.944	7.362E-32
WP_012508536.1	WP_324632560.1	0.808	68	1.000	0.944	1.906E-31
WP_012508536.1	ABG51547.1	0.823	68	1.000	0.944	2.618E-31
WP_012508536.1	ABG51546.1	0.823	68	1.000	0.907	2.618E-31
WP_012508536.1	WP_054464971.1	0.808	68	1.000	0.944	4.938E-31
WP_107562013.1	WP_011429717.1	0.901	71	1.000	0.986	1.190E-35
WP_107562013.1	WP_190804824.1	0.901	71	1.000	0.986	1.190E-35
WP_107562013.1	WP_235277851.1	0.901	71	1.000	0.986	1.190E-35
WP_107562013.1	WP_414404485.1	0.901	71	1.000	0.947	1.190E-35
WP_107562013.1	GAB4214070.1	0.887	71	1.000	0.986	4.230E-35
WP_107562013.1	WP_414362100.1	0.887	71	1.000	0.947	4.230E-35
WP_107562013.1	WP_414395174.1	0.887	71	1.000	0.947	1.503E-34
WP_107562013.1	WP_168569945.1	0.830	71	1.000	0.986	4.917E-33
WP_107562013.1	WP_015224598.1	0.830	71	1.000	0.986	6.752E-33
WP_107562013.1	WP_015229078.1	0.816	71	1.000	0.986	9.271E-33
WP_107562013.1	ABG51546.1	0.828	70	0.986	0.933	9.271E-33
WP_107562013.1	WP_096607388.1	0.802	71	1.000	0.986	1.273E-32
WP_107562013.1	WP_324632560.1	0.830	71	1.000	0.986	1.273E-32
WP_107562013.1	ABG51547.1	0.816	71	1.000	0.986	1.748E-32
WP_107562013.1	WP_502249006.1	0.802	71	1.000	0.986	4.526E-32
WP_107562013.1	WP_054464971.1	0.802	71	1.000	0.986	6.215E-32
WP_052562317.1	WP_011429717.1	0.840	69	0.958	0.958	1.058E-33
WP_052562317.1	WP_190804824.1	0.840	69	0.958	0.958	1.058E-33
WP_052562317.1	WP_235277851.1	0.840	69	0.958	0.958	1.058E-33
WP_052562317.1	WP_414404485.1	0.840	69	0.958	0.920	1.058E-33
WP_052562317.1	GAB4214070.1	0.826	69	0.958	0.958	3.761E-33
WP_052562317.1	WP_414362100.1	0.826	69	0.958	0.920	3.761E-33
WP_052562317.1	WP_414395174.1	0.826	69	0.958	0.920	1.337E-32
WP_052562317.1	WP_015229078.1	0.811	69	0.958	0.958	8.964E-32
WP_052562317.1	WP_054464971.1	0.811	69	0.958	0.958	1.690E-31
WP_104809704.1	WP_011429717.1	0.867	68	1.000	0.944	1.507E-32
WP_104809704.1	WP_190804824.1	0.867	68	1.000	0.944	1.507E-32
WP_104809704.1	WP_235277851.1	0.867	68	1.000	0.944	1.507E-32
WP_104809704.1	WP_414404485.1	0.867	68	1.000	0.907	1.507E-32
WP_104809704.1	GAB4214070.1	0.852	68	1.000	0.944	5.361E-32
WP_104809704.1	WP_414362100.1	0.852	68	1.000	0.907	5.361E-32
WP_104809704.1	WP_015224598.1	0.838	68	1.000	0.944	1.011E-31
WP_104809704.1	WP_015229078.1	0.823	68	1.000	0.944	1.388E-31
WP_104809704.1	WP_168569945.1	0.823	68	1.000	0.944	1.388E-31
WP_104809704.1	WP_414395174.1	0.852	68	1.000	0.907	1.906E-31
WP_104809704.1	ABG51547.1	0.838	68	1.000	0.944	4.938E-31
WP_104809704.1	ABG51546.1	0.838	68	1.000	0.907	4.938E-31
WP_149998199.1	WP_190804824.1	0.815	65	0.855	0.903	4.896E-30
WP_149998199.1	WP_235277851.1	0.815	65	0.855	0.903	4.896E-30
WP_149998199.1	GAB4214070.1	0.800	65	0.855	0.903	1.741E-29
WP_149998199.1	WP_015224598.1	0.806	62	0.816	0.861	4.154E-28
WP_097645229.1	WP_011429717.1	0.859	71	1.000	0.986	1.634E-35
WP_097645229.1	WP_190804824.1	0.859	71	1.000	0.986	1.634E-35
WP_097645229.1	WP_235277851.1	0.859	71	1.000	0.986	1.634E-35
WP_097645229.1	WP_414404485.1	0.859	71	1.000	0.947	1.634E-35
WP_097645229.1	GAB4214070.1	0.845	71	1.000	0.986	5.807E-35
WP_097645229.1	WP_168569945.1	0.859	71	1.000	0.986	5.807E-35
WP_097645229.1	WP_414362100.1	0.845	71	1.000	0.947	5.807E-35
WP_097645229.1	WP_414395174.1	0.845	71	1.000	0.947	2.064E-34
WP_097645229.1	WP_324632560.1	0.830	71	1.000	0.986	2.834E-34
WP_097645229.1	WP_502249006.1	0.830	71	1.000	0.986	5.343E-34
WP_097645229.1	WP_096607388.1	0.802	71	1.000	0.986	1.899E-33
WP_097645229.1	ABG51547.1	0.816	71	1.000	0.986	2.608E-33
WP_097645229.1	WP_054464971.1	0.816	71	1.000	0.986	2.608E-33
WP_097645229.1	ABG51546.1	0.814	70	0.986	0.933	2.608E-33
WP_097645229.1	WP_335072082.1	0.802	71	1.000	0.910	1.748E-32
WP_295448790.1	WP_298916699.1	0.806	62	0.849	0.827	1.387E-28
WP_134699217.1	WP_168569945.1	0.819	61	0.824	0.847	7.116E-28
WP_134699217.1	WP_324632560.1	0.803	61	0.824	0.847	1.342E-27
WP_183851985.1	WP_011429717.1	0.855	69	0.986	0.958	3.704E-34
WP_183851985.1	WP_190804824.1	0.855	69	0.986	0.958	3.704E-34
WP_183851985.1	WP_235277851.1	0.855	69	0.986	0.958	3.704E-34
WP_183851985.1	WP_414404485.1	0.855	69	0.986	0.920	3.704E-34
WP_183851985.1	GAB4214070.1	0.840	69	0.986	0.958	1.317E-33
WP_183851985.1	WP_414362100.1	0.840	69	0.986	0.920	1.317E-33
WP_183851985.1	WP_414395174.1	0.840	69	0.986	0.920	4.680E-33
WP_183851985.1	WP_168569945.1	0.850	67	0.957	0.931	6.427E-33
WP_183851985.1	WP_096607388.1	0.835	67	0.957	0.931	1.664E-32
WP_183851985.1	WP_015224598.1	0.865	67	0.957	0.931	2.285E-32
WP_183851985.1	ABG51547.1	0.828	64	0.914	0.889	3.138E-32
WP_183851985.1	WP_015229078.1	0.850	67	0.957	0.931	3.138E-32
WP_183851985.1	WP_324632560.1	0.820	67	0.957	0.931	3.138E-32
WP_183851985.1	ABG51546.1	0.828	64	0.914	0.853	3.138E-32
WP_183851985.1	WP_502249006.1	0.820	67	0.957	0.931	4.309E-32
WP_183851985.1	WP_054464971.1	0.859	64	0.914	0.889	5.917E-32
WP_013706740.1	WP_011429717.1	0.826	69	0.958	0.958	3.761E-33
WP_013706740.1	WP_190804824.1	0.826	69	0.958	0.958	3.761E-33
WP_013706740.1	WP_235277851.1	0.826	69	0.958	0.958	3.761E-33
WP_013706740.1	WP_414404485.1	0.826	69	0.958	0.920	3.761E-33
WP_013706740.1	GAB4214070.1	0.811	69	0.958	0.958	1.337E-32
WP_013706740.1	WP_414362100.1	0.811	69	0.958	0.920	1.337E-32
WP_013706740.1	WP_015229078.1	0.811	69	0.958	0.958	4.754E-32
WP_013706740.1	WP_414395174.1	0.811	69	0.958	0.920	4.754E-32
WP_013706740.1	WP_054464971.1	0.811	69	0.958	0.958	6.528E-32
WP_188484346.1	WP_011429717.1	0.840	69	0.908	0.958	5.777E-32
WP_188484346.1	WP_190804824.1	0.840	69	0.908	0.958	5.777E-32
WP_188484346.1	WP_235277851.1	0.840	69	0.908	0.958	5.777E-32
WP_188484346.1	WP_414404485.1	0.840	69	0.908	0.920	5.777E-32
WP_188484346.1	GAB4214070.1	0.826	69	0.908	0.958	2.054E-31
WP_188484346.1	WP_414362100.1	0.826	69	0.908	0.920	2.054E-31
WP_188484346.1	WP_414395174.1	0.826	69	0.908	0.920	7.302E-31
WP_094376571.1	WP_168569945.1	0.844	58	0.829	0.806	2.085E-27
WP_011357439.1	WP_011429717.1	0.882	68	1.000	0.944	7.994E-33
WP_011357439.1	WP_190804824.1	0.882	68	1.000	0.944	7.994E-33
WP_011357439.1	WP_235277851.1	0.882	68	1.000	0.944	7.994E-33
WP_011357439.1	WP_414404485.1	0.882	68	1.000	0.907	7.994E-33
WP_011357439.1	GAB4214070.1	0.867	68	1.000	0.944	2.843E-32
WP_011357439.1	WP_414362100.1	0.867	68	1.000	0.907	2.843E-32
WP_011357439.1	WP_015224598.1	0.852	68	1.000	0.944	5.361E-32
WP_011357439.1	WP_015229078.1	0.838	68	1.000	0.944	7.362E-32
WP_011357439.1	WP_414395174.1	0.867	68	1.000	0.907	1.011E-31
WP_011357439.1	ABG51547.1	0.838	68	1.000	0.944	1.388E-31
WP_011357439.1	WP_168569945.1	0.808	68	1.000	0.944	1.388E-31
WP_011357439.1	ABG51546.1	0.838	68	1.000	0.907	1.388E-31
WP_011357439.1	WP_324632560.1	0.808	68	1.000	0.944	3.595E-31
WP_011357439.1	WP_054464971.1	0.808	68	1.000	0.944	9.312E-31
WP_018390783.1	WP_011429717.1	0.869	69	0.986	0.958	5.528E-35
WP_018390783.1	WP_190804824.1	0.869	69	0.986	0.958	5.528E-35
WP_018390783.1	WP_235277851.1	0.869	69	0.986	0.958	5.528E-35
WP_018390783.1	WP_414404485.1	0.869	69	0.986	0.920	5.528E-35
WP_018390783.1	GAB4214070.1	0.855	69	0.986	0.958	1.965E-34
WP_018390783.1	WP_414362100.1	0.855	69	0.986	0.920	1.965E-34
WP_018390783.1	WP_414395174.1	0.855	69	0.986	0.920	6.983E-34
WP_018390783.1	WP_168569945.1	0.865	67	0.957	0.931	1.317E-33
WP_018390783.1	WP_015224598.1	0.895	67	0.957	0.931	2.482E-33
WP_018390783.1	WP_015229078.1	0.880	67	0.957	0.931	3.409E-33
WP_018390783.1	WP_096607388.1	0.820	67	0.957	0.931	6.427E-33
WP_018390783.1	WP_324632560.1	0.835	67	0.957	0.931	6.427E-33
WP_018390783.1	ABG51546.1	0.811	69	0.986	0.920	6.427E-33
WP_018390783.1	WP_502249006.1	0.835	67	0.957	0.931	8.825E-33
WP_018390783.1	ABG51547.1	0.843	64	0.914	0.889	1.212E-32
WP_018390783.1	WP_054464971.1	0.875	64	0.914	0.889	2.285E-32
WP_223643714.1	GAB4214070.1	0.825	63	0.851	0.875	8.381E-30
WP_223643714.1	WP_190804824.1	0.825	63	0.851	0.875	8.381E-30
WP_223643714.1	WP_011429717.1	0.822	62	0.838	0.861	2.171E-29
WP_223643714.1	WP_235277851.1	0.822	62	0.838	0.861	2.171E-29
WP_223643714.1	WP_414362100.1	0.822	62	0.838	0.827	2.171E-29
WP_223643714.1	WP_414404485.1	0.822	62	0.838	0.827	2.171E-29
WP_223643714.1	WP_414395174.1	0.806	62	0.838	0.827	2.747E-28
WP_304825881.1	WP_011429717.1	0.826	69	0.958	0.958	3.761E-33
WP_304825881.1	WP_190804824.1	0.826	69	0.958	0.958	3.761E-33
WP_304825881.1	WP_235277851.1	0.826	69	0.958	0.958	3.761E-33
WP_304825881.1	WP_414404485.1	0.826	69	0.958	0.920	3.761E-33
WP_304825881.1	GAB4214070.1	0.811	69	0.958	0.958	1.337E-32
WP_304825881.1	WP_414362100.1	0.811	69	0.958	0.920	1.337E-32
WP_304825881.1	WP_414395174.1	0.811	69	0.958	0.920	4.754E-32
WP_304825881.1	WP_054464971.1	0.811	69	0.958	0.958	8.964E-32
WP_026199334.1	WP_011429717.1	0.811	69	0.958	0.958	4.754E-32
WP_026199334.1	WP_190804824.1	0.811	69	0.958	0.958	4.754E-32
WP_026199334.1	WP_235277851.1	0.811	69	0.958	0.958	4.754E-32
WP_026199334.1	WP_414404485.1	0.811	69	0.958	0.920	4.754E-32
WP_026199334.1	WP_298916699.1	0.825	63	0.875	0.840	5.102E-29
WP_018402864.1	WP_011429717.1	0.811	69	0.958	0.958	4.754E-32
WP_018402864.1	WP_190804824.1	0.811	69	0.958	0.958	4.754E-32
WP_018402864.1	WP_235277851.1	0.811	69	0.958	0.958	4.754E-32
WP_018402864.1	WP_414404485.1	0.811	69	0.958	0.920	4.754E-32
WP_435011894.1	WP_011429717.1	0.811	69	0.958	0.958	1.557E-30
WP_435011894.1	WP_190804824.1	0.811	69	0.958	0.958	1.557E-30
WP_435011894.1	WP_235277851.1	0.811	69	0.958	0.958	1.557E-30
WP_435011894.1	WP_414404485.1	0.811	69	0.958	0.920	1.557E-30
WP_295848159.1	WP_011429717.1	0.815	65	0.929	0.903	1.199E-28
WP_295848159.1	WP_190804824.1	0.815	65	0.929	0.903	1.199E-28
WP_295848159.1	WP_235277851.1	0.815	65	0.929	0.903	1.199E-28
WP_295848159.1	WP_414404485.1	0.815	65	0.929	0.867	1.199E-28
WP_295848159.1	GAB4214070.1	0.825	63	0.900	0.875	2.261E-28
WP_295848159.1	WP_054464971.1	0.803	66	0.943	0.917	2.261E-28
WP_295848159.1	WP_414362100.1	0.825	63	0.900	0.840	2.261E-28
WP_295848159.1	ABG51547.1	0.809	63	0.900	0.875	1.518E-27
WP_295848159.1	ABG51546.1	0.809	63	0.900	0.840	1.518E-27
WP_295848159.1	WP_414395174.1	0.800	65	0.929	0.867	1.518E-27
WP_011357441.1	WP_011429717.1	0.897	68	1.000	0.944	1.637E-33
WP_011357441.1	WP_190804824.1	0.897	68	1.000	0.944	1.637E-33
WP_011357441.1	WP_235277851.1	0.897	68	1.000	0.944	1.637E-33
WP_011357441.1	WP_414404485.1	0.897	68	1.000	0.907	1.637E-33
WP_011357441.1	GAB4214070.1	0.882	68	1.000	0.944	5.822E-33
WP_011357441.1	WP_414362100.1	0.882	68	1.000	0.907	5.822E-33
WP_011357441.1	WP_015224598.1	0.867	68	1.000	0.944	1.098E-32
WP_011357441.1	WP_015229078.1	0.852	68	1.000	0.944	1.507E-32
WP_011357441.1	WP_414395174.1	0.882	68	1.000	0.907	2.070E-32
WP_011357441.1	WP_168569945.1	0.823	68	1.000	0.944	2.843E-32
WP_011357441.1	WP_324632560.1	0.823	68	1.000	0.944	7.362E-32
WP_011357441.1	ABG51547.1	0.838	68	1.000	0.944	1.011E-31
WP_011357441.1	WP_096607388.1	0.808	68	1.000	0.944	1.011E-31
WP_011357441.1	ABG51546.1	0.838	68	1.000	0.907	1.011E-31
WP_011357441.1	WP_054464971.1	0.823	68	1.000	0.944	1.906E-31
WP_341471618.1	GAB4214070.1	0.888	72	1.000	1.000	1.360E-36
WP_341471618.1	WP_190804824.1	0.888	72	1.000	1.000	1.360E-36
WP_341471618.1	WP_011429717.1	0.887	71	0.986	0.986	3.519E-36
WP_341471618.1	WP_235277851.1	0.887	71	0.986	0.986	3.519E-36
WP_341471618.1	WP_414362100.1	0.887	71	0.986	0.947	3.519E-36
WP_341471618.1	WP_414404485.1	0.887	71	0.986	0.947	3.519E-36
WP_341471618.1	WP_414395174.1	0.873	71	0.986	0.947	4.443E-35
WP_341471618.1	WP_293126616.1	0.833	72	1.000	0.800	6.101E-35
WP_341471618.1	WP_335072082.1	0.845	71	0.986	0.910	8.377E-35
WP_341471618.1	WP_015229078.1	0.830	71	0.986	0.986	1.579E-34
WP_341471618.1	WP_324632560.1	0.830	71	0.986	0.986	1.579E-34
WP_341471618.1	WP_015224598.1	0.816	71	0.986	0.986	2.168E-34
WP_341471618.1	WP_168569945.1	0.816	71	0.986	0.986	2.168E-34
WP_341471618.1	WP_502249006.1	0.805	72	1.000	1.000	2.168E-34
WP_341471618.1	WP_298916699.1	0.816	71	0.986	0.947	4.088E-34
WP_341471618.1	ABG51547.1	0.819	72	1.000	1.000	5.612E-34
WP_341471618.1	ABG51546.1	0.814	70	0.972	0.933	1.453E-33
WP_341471618.1	WP_054464971.1	0.816	71	0.986	0.986	3.761E-33
WP_341471618.1	WP_096607388.1	0.802	71	0.986	0.986	3.761E-33
WP_224249737.1	GAB4214070.1	0.838	68	0.932	0.944	1.404E-32
WP_224249737.1	WP_011429717.1	0.838	68	0.932	0.944	1.404E-32
WP_224249737.1	WP_190804824.1	0.838	68	0.932	0.944	1.404E-32
WP_224249737.1	WP_235277851.1	0.838	68	0.932	0.944	1.404E-32
WP_224249737.1	WP_414362100.1	0.838	68	0.932	0.907	1.404E-32
WP_224249737.1	WP_414404485.1	0.838	68	0.932	0.907	1.404E-32
WP_224249737.1	WP_324632560.1	0.823	68	0.932	0.944	1.775E-31
WP_224249737.1	WP_414395174.1	0.823	68	0.932	0.907	1.775E-31
WP_220598475.1	WP_011429717.1	0.887	71	1.000	0.986	1.777E-36
WP_220598475.1	WP_190804824.1	0.887	71	1.000	0.986	1.777E-36
WP_220598475.1	WP_235277851.1	0.887	71	1.000	0.986	1.777E-36
WP_220598475.1	WP_414404485.1	0.887	71	1.000	0.947	1.777E-36
WP_220598475.1	GAB4214070.1	0.873	71	1.000	0.986	6.314E-36
WP_220598475.1	WP_414362100.1	0.873	71	1.000	0.947	6.314E-36
WP_220598475.1	WP_414395174.1	0.873	71	1.000	0.947	2.244E-35
WP_220598475.1	WP_168569945.1	0.845	71	1.000	0.986	1.095E-34
WP_220598475.1	WP_096607388.1	0.845	71	1.000	0.986	1.503E-34
WP_220598475.1	ABG51547.1	0.830	71	1.000	0.986	2.834E-34
WP_220598475.1	WP_015229078.1	0.845	71	1.000	0.986	2.834E-34
WP_220598475.1	WP_324632560.1	0.845	71	1.000	0.986	2.834E-34
WP_220598475.1	WP_015224598.1	0.830	71	1.000	0.986	3.891E-34
WP_220598475.1	WP_502249006.1	0.816	71	1.000	0.986	7.336E-34
WP_220598475.1	ABG51546.1	0.800	70	0.986	0.933	1.007E-33
WP_220598475.1	WP_054464971.1	0.830	71	1.000	0.986	1.383E-33
WP_220598475.1	WP_335072082.1	0.816	71	1.000	0.910	1.383E-33
WP_142864691.1	WP_011429717.1	0.826	69	0.958	0.958	1.836E-32
WP_142864691.1	WP_190804824.1	0.826	69	0.958	0.958	1.836E-32
WP_142864691.1	WP_235277851.1	0.826	69	0.958	0.958	1.836E-32
WP_142864691.1	WP_414404485.1	0.826	69	0.958	0.920	1.836E-32
WP_142864691.1	WP_015224598.1	0.826	69	0.958	0.958	4.754E-32
WP_142864691.1	GAB4214070.1	0.811	69	0.958	0.958	6.528E-32
WP_142864691.1	WP_015229078.1	0.811	69	0.958	0.958	6.528E-32
WP_142864691.1	WP_414362100.1	0.811	69	0.958	0.920	6.528E-32
WP_142864691.1	WP_168569945.1	0.811	69	0.958	0.958	2.321E-31
WP_142864691.1	WP_414395174.1	0.811	69	0.958	0.920	2.321E-31
WP_142864691.1	WP_324632560.1	0.811	69	0.958	0.958	3.187E-31
WP_142864691.1	WP_502249006.1	0.811	69	0.958	0.958	6.011E-31
WP_435550518.1	WP_011429717.1	0.840	69	0.958	0.958	1.453E-33
WP_435550518.1	WP_190804824.1	0.840	69	0.958	0.958	1.453E-33
WP_435550518.1	WP_235277851.1	0.840	69	0.958	0.958	1.453E-33
WP_435550518.1	WP_414404485.1	0.840	69	0.958	0.920	1.453E-33
WP_435550518.1	GAB4214070.1	0.826	69	0.958	0.958	5.165E-33
WP_435550518.1	WP_414362100.1	0.826	69	0.958	0.920	5.165E-33
WP_435550518.1	WP_414395174.1	0.826	69	0.958	0.920	1.836E-32
WP_435550518.1	WP_054464971.1	0.811	69	0.958	0.958	6.528E-32
WP_134492829.1	WP_011429717.1	0.840	69	0.958	0.958	3.761E-33
WP_134492829.1	WP_190804824.1	0.840	69	0.958	0.958	3.761E-33
WP_134492829.1	WP_235277851.1	0.840	69	0.958	0.958	3.761E-33
WP_134492829.1	WP_414404485.1	0.840	69	0.958	0.920	3.761E-33
WP_134492829.1	GAB4214070.1	0.826	69	0.958	0.958	1.337E-32
WP_134492829.1	WP_414362100.1	0.826	69	0.958	0.920	1.337E-32
WP_134492829.1	WP_414395174.1	0.826	69	0.958	0.920	4.754E-32
WP_134492829.1	WP_324632560.1	0.811	69	0.958	0.958	2.321E-31
WP_200348319.1	WP_011429717.1	0.840	69	0.958	0.958	9.738E-33
WP_200348319.1	WP_190804824.1	0.840	69	0.958	0.958	9.738E-33
WP_200348319.1	WP_235277851.1	0.840	69	0.958	0.958	9.738E-33
WP_200348319.1	WP_414404485.1	0.840	69	0.958	0.920	9.738E-33
WP_200348319.1	GAB4214070.1	0.826	69	0.958	0.958	3.462E-32
WP_200348319.1	WP_414362100.1	0.826	69	0.958	0.920	3.462E-32
WP_200348319.1	WP_414395174.1	0.826	69	0.958	0.920	1.231E-31
WP_121937738.1	GAB4214070.1	0.823	68	0.810	0.944	8.482E-32
WP_121937738.1	WP_011429717.1	0.823	68	0.810	0.944	8.482E-32
WP_121937738.1	WP_190804824.1	0.823	68	0.810	0.944	8.482E-32
WP_121937738.1	WP_235277851.1	0.823	68	0.810	0.944	8.482E-32
WP_121937738.1	WP_414362100.1	0.823	68	0.810	0.907	8.482E-32
WP_121937738.1	WP_414404485.1	0.823	68	0.810	0.907	8.482E-32
WP_121937738.1	WP_414395174.1	0.808	68	0.810	0.907	1.071E-30
WP_428403798.1	WP_015224598.1	0.826	69	0.958	0.958	7.092E-33
WP_428403798.1	WP_011429717.1	0.826	69	0.958	0.958	9.738E-33
WP_428403798.1	WP_015229078.1	0.811	69	0.958	0.958	9.738E-33
WP_428403798.1	WP_190804824.1	0.826	69	0.958	0.958	9.738E-33
