accession,gene_name,protein_name,organism,sequence_length
WP_161228889,gvpK,Unknown,Streptomyces sp. SID8352,93
WP_161207817,gvpK,Unknown,Streptomyces sp. SID2563,92
WP_160509196,gvpK,Unknown,Streptomyces sp. BA2,103
WP_155547543,gvpK,Unknown,Amycolatopsis camponoti,71
WP_101296548,gvpK,Unknown,Halegenticoccus soli,120
WP_055714721,gvpK,Unknown,Streptomyces torulosus,93
WP_049924573,gvpK,Unknown,Halopiger djelfimassiliensis,114
WP_397394958,gvpK,Unknown,Promicromonospora sp. NPDC019610,114
WP_365404961,gvpK,Unknown,Streptomyces sp. NPDC088357,54
WP_279492163,gvpK,Unknown,Actinomadura sp. KC216,48
WP_277442829,gvpK,Unknown,Pelotomaculum isophthalicicum,102
WP_190001705,gvpK,Unknown,Streptomyces,85
WP_179662288,gvpK,Unknown,Nocardioides panaciterrulae,97
WP_162318745,gvpK,Unknown,Haloarcula limicola,120
WP_135305018,gvpK,Unknown,Haloarcula amylovorans,121
WP_130648928,gvpK,Unknown,Egicoccus halophilus,106
WP_089386082,gvpK,Unknown,Halorubrum vacuolatum,98
WP_052168860,gvpK,Unknown,Actinoalloteichus sp. AHMU CJ021,72
WP_420096067,gvpK,Unknown,Brevibacterium sediminis,40
WP_400867646,gvpK,Unknown,Amycolatopsis sp. NPDC098790,71
WP_395287016,gvpK,Unknown,Georgenia sp. AZ-5,107
WP_379264084,gvpK,Unknown,Nocardia tengchongensis,121
WP_227380748,gvpK,Unknown,Haladaptatus halobius,105
WP_213555815,gvpK,Unknown,Nocardia tengchongensis,140
WP_207587687,gvpK,Unknown,Halomontanus rarus,118
WP_191451857,gvpK,Unknown,Halogeometricum sp. CBA1124,109
WP_169445283,gvpK,Unknown,Streptomyces sp. HNM0574,93
WP_162469691,gvpK,Unknown,Streptomyces adustus,137
WP_406620708,gvpK,Unknown,Planktothrix agardhii,47
WP_399145058,gvpK,Unknown,Streptomyces sp. NPDC050355,49
WP_387424385,gvpK,Unknown,Micromonospora sp. NPDC007230,124
WP_379692605,gvpK,Unknown,Halopelagius fulvigenes,109
WP_351825293,gvpK,Unknown,Streptomyces sp. NPDC002122,86
WP_331236522,gvpK,Unknown,Natronorarus salvus,109
WP_322224927,gvpK,Unknown,Methanosarcina sp.,118
WP_285921401,gvpK,Unknown,Actinomadura opuntiae,174
WP_267643770,gvpK,Unknown,Haloarchaeobius amylolyticus,114
WP_229859882,gvpK,Unknown,Streptomyces poonensis,87
WP_229388820,gvpK,Unknown,Methanosarcina sp. DH2,118
WP_190239152,gvpK,Unknown,Pelotomaculum schinkii,103
WP_169422607,gvpK,Unknown,Ramlibacter agri,32
WP_094376563,gvpK,Unknown,Lachnotalea glycerini,106
WP_387279558,gvpK,Unknown,Micromonospora sp. NPDC006431,124
WP_377180077,gvpK,Unknown,Promicromonospora vindobonensis,107
WP_274811925,gvpK,Unknown,Nocardiopsis sp. N85,33
WP_164457256,gvpK,Unknown,Streptomyces tendae,101
WP_161376827,gvpK,Unknown,Streptomyces tendae,100
WP_410246411,gvpK,Unknown,Arthrospira sp. PCC 8006,46
WP_385213755,gvpK,Unknown,Streptomyces sp. NPDC059455,54
WP_372670058,gvpK,Unknown,Amycolatopsis kentuckyensis,71
WP_364452466,gvpK,Unknown,Amycolatopsis sp. NPDC049691,71
WP_185909111,gvpK,Unknown,Streptomyces sp. WAC01280,93
WP_158056329,gvpK,Unknown,Halorussus halophilus,107
WP_156177976,gvpK,Unknown,Bacillus sp. SA1-12,26
WP_357691522,gvpK,Unknown,Nonomuraea sp. NPDC048916,45
WP_273739772,gvpK,Unknown,Natrinema soli,134
WP_246339334,gvpK,Unknown,Amycolatopsis endophytica,106
WP_205220307,gvpK,Unknown,Desulforhopalus vacuolatus,125
WP_165260894,gvpK,Unknown,Streptomyces scabichelini,94
WP_152232729,gvpK,Unknown,Georgenia ruanii,107
WP_129115138,gvpK,Unknown,Halegenticoccus tardaugens,129
WP_086851917,gvpK,Unknown,Streptomyces coeruleofuscus,106
WP_017580990,gvpK,Unknown,Nocardiopsis valliformis,68
WP_013427595,gvpK,Unknown,Pseudofrankia inefficax,170
WP_360608911,gvpK,Unknown,Amycolatopsis sp. NPDC023774,29
WP_267623165,gvpK,Unknown,Halobium salinum,104
WP_256392408,gvpK,Unknown,Natronoarchaeum rubrum,129
WP_192782752,gvpK,Unknown,Amycolatopsis lexingtonensis,71
WP_092892784,gvpK,Unknown,Halopelagius inordinatus,109
WP_089821083,gvpK,Unknown,Halogranum amylolyticum,108
WP_089805784,gvpK,Unknown,Halogeometricum rufum,109
WP_376134321,gvpK,Unknown,Kitasatospora purpeofusca,52
WP_359841569,gvpK,Unknown,Lentzea sp. NPDC005914,89
WP_358183144,gvpK,Unknown,Nocardia fluminea,103
WP_271855656,gvpK,Unknown,Patiriisocius marinus,83
WP_253517934,gvpK,Unknown,Halorussus,119
WP_250355547,gvpK,Unknown,Actinomadura madurae,224
WP_241835462,gvpK,Unknown,Pseudofrankia asymbiotica,206
WP_160502559,gvpK,Unknown,unclassified Streptomyces,93
WP_107063993,gvpK,Unknown,Streptomyces mutabilis,62
WP_052808963,gvpK,Unknown,Streptomyces natalensis,111
WP_010182656,gvpK,Unknown,Aquimarina agarilytica,85
WP_391583732,gvpK,Unknown,Embleya sp. NPDC008237,33
WP_365273713,gvpK,Unknown,unclassified Streptomyces,49
WP_323182076,gvpK,Unknown,Streptomyces sp. NBC_00120,48
WP_290814040,gvpK,Unknown,Halovivax sp.,113
WP_164434617,gvpK,Unknown,Streptomyces sp. SID13726,94
WP_164404640,gvpK,Unknown,Streptomyces sp. SID9727,92
WP_161330103,gvpK,Unknown,unclassified Streptomyces,97
WP_158205688,gvpK,Unknown,Halomarina oriensis,95
WP_152690818,gvpK,Unknown,Jiangella alkaliphila,35
WP_134218546,gvpK,Unknown,Pelotomaculum sp. FP,103
WP_121937736,gvpK,Unknown,Eilatimonas milleporae,95
WP_092531728,gvpK,Unknown,Halopelagius longus,109
WP_089869447,gvpK,Unknown,Halogranum rubrum,108
WP_052669826,gvpK,Unknown,Nitriliruptor alkaliphilus,103
WP_050050389,gvpK,Unknown,Halostagnicola sp. A56,114
WP_323136255,gvpK,Unknown,Micromonospora sp. NBC_01655,89
WP_227775552,gvpK,Unknown,Haladaptatus pallidirubidus,105
WP_377221353,gvpK,Unknown,Promicromonospora sukumoe,105
WP_374113458,gvpK,Unknown,unclassified Frankia,147
WP_357446608,gvpK,Unknown,unclassified Micromonospora,124
WP_335516323,gvpK,Unknown,Neobacillus vireti,26
WP_220580828,gvpK,Unknown,Haloarcula nitratireducens,120
WP_134214547,gvpK,Unknown,Pelotomaculum propionicicum,103
WP_041939268,gvpK,Unknown,Frankia,132
WP_015323275,gvpK,Unknown,Natronococcus occultus,136
WP_410630539,gvpK,Unknown,Amycolatopsis sp. cmx-4-83,52
WP_364562246,gvpK,Unknown,Amycolatopsis sp. NPDC051045,77
WP_268070109,gvpK,Unknown,Clostridium sp. ZS2-4,110
WP_256684656,gvpK,Unknown,Halococcus qingdaonensis,105
WP_255193953,gvpK,Unknown,Natronobeatus ordinarius,114
WP_227354236,gvpK,Unknown,Haladaptatus salinisoli,105
WP_192751148,gvpK,Unknown,Actinopolymorpha pittospori,124
WP_215828569,gvpK,Unknown,Pelorhabdus rhamnosifermentans,96
WP_208653028,gvpK,Unknown,Streptomyces rhizosphaericus,47
WP_082121836,gvpK,Unknown,Frankia,132
WP_049998358,gvpK,Unknown,Halococcus sediminicola,105
WP_384863785,gvpK,Unknown,Streptomyces sp. NPDC058947,60
WP_364772046,gvpK,Unknown,Actinocrispum sp. NPDC049592,75
WP_361726315,gvpK,Unknown,Streptomyces sp. NPDC044571,94
WP_360783477,gvpK,Unknown,Amycolatopsis sp. NPDC049159,50
WP_360474605,gvpK,Unknown,Amycolatopsis sp. NPDC005961,71
WP_310927099,gvpK,Unknown,Halogeometricum luteum,117
WP_285927305,gvpK,Unknown,Natrialbaceae archaeon AArc-T1-2,109
WP_235298668,gvpK,Unknown,Portibacter marinus,133
WP_049934344,gvpK,Unknown,Haloplanus natans,111
WP_015758468,gvpK,Unknown,Desulfofarcimen acetoxidans,104
WP_313692702,gvpK,Unknown,Halorarum halobium,110
WP_395927296,gvpK,Unknown,Amycolatopsis sp. NPDC051758,89
WP_393165402,gvpK,Unknown,Nonomuraea marmarensis,37
WP_310923161,gvpK,Unknown,Halogeometricum salsisoli,116
WP_304839627,gvpK,Unknown,Methanocalculus sp.,85
WP_304447141,gvpK,Unknown,Halomarina ordinaria,104
WP_250874945,gvpK,Unknown,Halomarina rubra,95
WP_246971320,gvpK,Unknown,Natribaculum luteum,112
WP_164408966,gvpK,Unknown,Streptomyces sp. SID12488,113
WP_164339030,gvpK,Unknown,unclassified Streptomyces,100
WP_164267806,gvpK,Unknown,unclassified Streptomyces,94
WP_412803496,gvpK,Unknown,Nocardia sp. 004,38
WP_112261211,gvpK,Unknown,Lentzea terrae,89
WP_106516688,gvpK,Unknown,Streptomyces himastatinicus,65
WP_102930047,gvpK,Unknown,Streptomyces,103
WP_018503866,gvpK,Unknown,Parafrankia discariae,135
WP_009169239,gvpK,Unknown,Clostridium sp. DL-VIII,103
WP_007695223,gvpK,Unknown,Halococcus,106
WP_007506980,gvpK,Unknown,Pseudofrankia,208
WP_004051396,gvpK,Unknown,Halococcus morrhuae,105
WP_370969099,gvpK,Unknown,Amycolatopsis sp. cg9,71
WP_327582428,gvpK,Unknown,Nonomuraea sp. NBC_00507,29
WP_309444839,gvpK,Unknown,Bacillus tropicus,34
WP_254535120,gvpK,Unknown,Halomarina litorea,118
WP_250139725,gvpK,Unknown,Halosolutus amylolyticus,114
WP_247416659,gvpK,Unknown,Halomarina salina,95
WP_203005010,gvpK,Unknown,Frankia nepalensis,184
WP_033392392,gvpK,Unknown,Kibdelosporangium aridum,75
WP_226778587,gvpK,Unknown,Natrinema zhouii,134
WP_189671861,gvpK,Unknown,Promicromonospora soli,107
WP_175510895,gvpK,Unknown,Streptomyces sp. KAI-27,55
WP_174236031,gvpK,Unknown,Planktothrix agardhii,42
WP_169138050,gvpK,Unknown,Streptomyces sp. HNM0575,165
WP_164560247,gvpK,Unknown,Streptomyces sp. SID14478,93
WP_163627884,gvpK,Unknown,Allomuricauda sp. TY007,82
WP_161163570,gvpK,Unknown,Streptomyces sp. SID5910,95
WP_122091289,gvpK,Unknown,Halalkalicoccus subterraneus,131
WP_122090376,gvpK,Unknown,Halalkalicoccus subterraneus,133
WP_120074910,gvpK,Unknown,Halococcus sp. IIIV-5B,106
WP_094525169,gvpK,Unknown,unclassified Halorubrum,108
WP_093607762,gvpK,Unknown,Streptomyces indicus,87
WP_071048673,gvpK,Unknown,unclassified Pseudofrankia,203
WP_007739242,gvpK,Unknown,Halococcus thailandensis,105
WP_167379666,gvpK,Unknown,Amycolatopsis pretoriensis,71
WP_115480465,gvpK,Unknown,Anaerosacchariphilus polymeriproducens,106
WP_092902476,gvpK,Unknown,Halostagnicola kamekurae,114
WP_091326178,gvpK,Unknown,Geodermatophilus ruber,127
WP_054860106,gvpK,Unknown,Gracilibacillus,94
WP_054566362,gvpK,Unknown,Frankia sp. R43,137
WP_018638006,gvpK,Unknown,Parafrankia elaeagni,180
WP_009366038,gvpK,Unknown,Halogranum rubrum,108
WP_005580859,gvpK,Unknown,Natronobacterium gregoryi,116
WP_166188166,gvpK,Unknown,Nocardioides sp. IC4_145,121
WP_416283347,gvpK,Unknown,Natronococcus sp.,133
WP_285270969,gvpK,Unknown,Halobacterium salinarum,101
WP_256418764,gvpK,Unknown,Halorubrum laminariae,113
WP_010890527,gvpK,Unknown,Halobacterium salinarum,113
