accession,gene_name,protein_name,organism,sequence_length
WP_252816712,gvpJ,Unknown,Actinoallomurus soli,141
WP_252783632,gvpJ,Unknown,Actinoallomurus rhizosphaericola,141
WP_453940440,gvpJ,Unknown,Streptomyces sp. NPDC054808,161
WP_453924403,gvpJ,Unknown,Streptomyces xantholiticus,156
WP_453911580,gvpJ,Unknown,Streptomyces xanthophaeus,122
WP_453906323,gvpJ,Unknown,Streptomyces tubercidicus,143
WP_453878869,gvpJ,Unknown,Streptomyces violaceusniger,162
WP_453853208,gvpJ,Unknown,Streptomyces xiamenensis,143
WP_453823545,gvpJ,Unknown,Streptomyces sp. NPDC055013,164
WP_453796702,gvpJ,Unknown,Streptomyces sp. NPDC055055,158
WP_453796699,gvpJ,Unknown,Streptomyces sp. NPDC055055,131
WP_453789366,gvpJ,Unknown,Streptomyces sp. NPDC055254,121
WP_453777349,gvpJ,Unknown,Streptomyces sp. NPDC055134,155
WP_453763101,gvpJ,Unknown,Streptomyces sp. NPDC055058,182
WP_453715400,gvpJ,Unknown,Streptomyces sp. NPDC055107,163
WP_453699777,gvpJ,Unknown,Streptomyces sp. NPDC054866,170
WP_453684823,gvpJ,Unknown,unclassified Streptomyces,167
WP_453641786,gvpJ,Unknown,Streptomyces sp. NPDC054864,168
WP_453611576,gvpJ,Unknown,Streptomyces sp. NPDC055056,160
WP_453598383,gvpJ,Unknown,Streptomyces sp. NPDC055722,136
WP_453595358,gvpJ,Unknown,Streptomyces sp. NPDC055722,119
WP_453579169,gvpJ,Unknown,Streptomyces sp. NPDC055886,153
WP_453459638,gvpJ,Unknown,Streptomyces sp. NPDC054847,169
WP_453454314,gvpJ,Unknown,Streptomyces sp. NPDC054847,159
WP_453444886,gvpJ,Unknown,unclassified Streptomyces,168
WP_453398331,gvpJ,Unknown,Streptomyces sp. NPDC054871,171
WP_453341193,gvpJ,Unknown,Streptomyces sp. NPDC054874,163
WP_453305710,gvpJ,Unknown,Streptomyces sp. NPDC054784,130
WP_453277521,gvpJ,Unknown,Streptomyces sp. NPDC054794,130
WP_453266279,gvpJ,Unknown,Streptomyces sp. NPDC054786,157
WP_453259523,gvpJ,Unknown,Streptomyces sp. NPDC054765,157
WP_453255481,gvpJ,Unknown,Streptomyces sp. NPDC004682,143
WP_453246496,gvpJ,Unknown,Streptomyces sp. NPDC004646,140
WP_453244959,gvpJ,Unknown,Streptomyces sp. NPDC004685,156
WP_453186425,gvpJ,Unknown,Streptomyces prasinus,121
WP_453183248,gvpJ,Unknown,unclassified Streptomyces,135
WP_453182196,gvpJ,Unknown,unclassified Streptomyces,150
WP_453181954,gvpJ,Unknown,Streptomyces prasinus,309
WP_453163071,gvpJ,Unknown,Streptomyces niveus,158
WP_453159555,gvpJ,Unknown,Streptomyces niveus,153
WP_453145250,gvpJ,Unknown,Streptomyces sp. NPDC003943,152
WP_453139032,gvpJ,Unknown,Streptomyces mirabilis,158
WP_453118572,gvpJ,Unknown,Streptomyces niveus,153
WP_453116731,gvpJ,Unknown,Streptomyces parvus,154
WP_453088823,gvpJ,Unknown,Streptomyces rubiginosohelvolus,152
WP_453069082,gvpJ,Unknown,Streptomyces sp. NPDC004376,150
WP_453060187,gvpJ,Unknown,Streptomyces sp. NPDC004227,128
WP_453007761,gvpJ,Unknown,Streptomyces sp. NPDC004014,130
WP_452998224,gvpJ,Unknown,unclassified Streptomyces,151
WP_452989857,gvpJ,Unknown,Streptomyces sp. NPDC004457,128
WP_452984059,gvpJ,Unknown,Streptomyces sp. NPDC004561,92
WP_452981924,gvpJ,Unknown,Streptomyces sp. NPDC004561,59
WP_452966112,gvpJ,Unknown,Streptomyces sp. NPDC004561,176
WP_452960786,gvpJ,Unknown,Streptomyces sp. NPDC004050,161
WP_452942462,gvpJ,Unknown,Streptomyces sp. NPDC004069,143
WP_452881283,gvpJ,Unknown,Streptomyces asiaticus,124
WP_452876050,gvpJ,Unknown,Streptomyces asiaticus,165
WP_452875563,gvpJ,Unknown,Streptomyces asiaticus,147
WP_452866777,gvpJ,Unknown,Streptomyces chartreusis,151
WP_452847728,gvpJ,Unknown,Streptomyces asiaticus,147
WP_452828503,gvpJ,Unknown,Streptomyces chartreusis,148
WP_452750266,gvpJ,Unknown,Streptomyces globisporus,158
WP_452715825,gvpJ,Unknown,Streptomyces chartreusis,148
WP_452614302,gvpJ,Unknown,unclassified Saccharopolyspora,139
WP_452589565,gvpJ,Unknown,Rhodococcus koreensis,127
WP_452587158,gvpJ,Unknown,Rhodococcus aetherivorans,138
WP_452584917,gvpJ,Unknown,Rhodococcus pyridinivorans,136
WP_452584916,gvpJ,Unknown,Rhodococcus pyridinivorans,132
WP_452582883,gvpJ,Unknown,Rhodococcus koreensis,122
WP_452582173,gvpJ,Unknown,Rhodococcus koreensis,122
WP_452577443,gvpJ,Unknown,Sphaerisporangium sp. NPDC004334,135
WP_452556885,gvpJ,Unknown,Nocardia sp. NPDC003963,133
WP_452549922,gvpJ,Unknown,Nonomuraea sp. NPDC003754,153
WP_452525406,gvpJ,Unknown,Nocardia fluminea,137
WP_452525402,gvpJ,Unknown,Nocardia fluminea,129
WP_452515591,gvpJ,Unknown,Nocardia sp. NPDC055029,137
WP_452501633,gvpJ,Unknown,Nonomuraea angiospora,136
WP_452497560,gvpJ,Unknown,Nocardia sp. NPDC055053,135
WP_452497552,gvpJ,Unknown,Nocardia sp. NPDC055053,128
WP_452475809,gvpJ,Unknown,Nocardia rhamnosiphila,130
WP_452442475,gvpJ,Unknown,Nonomuraea sp. NPDC004186,135
WP_452425652,gvpJ,Unknown,Nonomuraea sp. NPDC004702,139
WP_452421506,gvpJ,Unknown,Nocardia sp. NPDC004260,136
WP_452413006,gvpJ,Unknown,Nonomuraea sp. NPDC004354,153
WP_451373486,gvpJ,Unknown,unclassified Streptomyces,165
WP_450843138,gvpJ,Unknown,unclassified Streptomyces,128
WP_450686390,gvpJ,Unknown,unclassified Streptomyces,150
WP_450676584,gvpJ,Unknown,unclassified Streptomyces,181
WP_450060224,gvpJ,Unknown,Nocardia farcinica,129
WP_450021641,gvpJ,Unknown,unclassified Nocardia,128
WP_450021633,gvpJ,Unknown,unclassified Nocardia,136
WP_449915515,gvpJ,Unknown,unclassified Nonomuraea,138
WP_449703605,gvpJ,Unknown,Actinomadura luteofluorescens,127
WP_449686936,gvpJ,Unknown,unclassified Amycolatopsis,108
WP_449686934,gvpJ,Unknown,unclassified Amycolatopsis,66
WP_412807314,gvpJ,Unknown,Nocardia,128
WP_390878553,gvpJ,Unknown,unclassified Streptomyces,132
WP_390744746,gvpJ,Unknown,unclassified Streptomyces,149
WP_389543343,gvpJ,Unknown,unclassified Streptomyces,135
WP_389543087,gvpJ,Unknown,unclassified Streptomyces,126
WP_389451629,gvpJ,Unknown,unclassified Streptomyces,138
WP_389094654,gvpJ,Unknown,unclassified Streptomyces,157
WP_389053559,gvpJ,Unknown,unclassified Streptomyces,157
WP_385850771,gvpJ,Unknown,unclassified Streptomyces,159
WP_380243736,gvpJ,Unknown,unclassified Isoptericola,141
WP_351724914,gvpJ,Unknown,unclassified Streptomyces,156
WP_351633826,gvpJ,Unknown,unclassified Streptomyces,111
WP_351543106,gvpJ,Unknown,unclassified Streptomyces,167
WP_351365063,gvpJ,Unknown,unclassified Streptomyces,99
WP_351362511,gvpJ,Unknown,unclassified Streptomyces,157
WP_350952804,gvpJ,Unknown,unclassified Streptosporangium,144
WP_276142590,gvpJ,Unknown,Rhodococcus,122
WP_276138663,gvpJ,Unknown,Rhodococcus,136
WP_161188390,gvpJ,Unknown,Streptomyces,80
WP_452376779,gvpJ,Unknown,Nocardia takedensis,126
WP_452376775,gvpJ,Unknown,Nocardia takedensis,127
WP_452320582,gvpJ,Unknown,Micromonospora chersina,138
WP_452310600,gvpJ,Unknown,Micromonospora sp. NPDC003776,140
WP_452309222,gvpJ,Unknown,Micromonospora sp. NPDC003776,139
WP_452279880,gvpJ,Unknown,Micromonospora sp. NPDC004336,122
WP_452279876,gvpJ,Unknown,Micromonospora sp. NPDC004336,153
WP_452272863,gvpJ,Unknown,Micromonospora taraxaci,117
WP_452259346,gvpJ,Unknown,Lentzea sp. NPDC054927,52
WP_452259344,gvpJ,Unknown,Lentzea sp. NPDC054927,119
WP_452198276,gvpJ,Unknown,Kribbella sp. NPDC054772,153
WP_452162937,gvpJ,Unknown,Kitasatospora sp. NPDC004272,133
WP_452155621,gvpJ,Unknown,Kitasatospora sp. NPDC004240,146
WP_452155619,gvpJ,Unknown,Kitasatospora sp. NPDC004240,138
WP_452151129,gvpJ,Unknown,Kitasatospora sp. NPDC004240,147
WP_452141501,gvpJ,Unknown,Kribbella sp. NPDC004138,158
WP_452065017,gvpJ,Unknown,Amycolatopsis sp. NPDC003865,105
WP_452015564,gvpJ,Unknown,Amycolatopsis sp. NPDC004368,133
WP_451969092,gvpJ,Unknown,Amycolatopsis sp. NPDC004378,49
WP_451969088,gvpJ,Unknown,Amycolatopsis sp. NPDC004378,105
WP_451962649,gvpJ,Unknown,Streptosporangium sandarakinum,138
WP_451958271,gvpJ,Unknown,Streptosporangium sp. NPDC002607,141
WP_451941569,gvpJ,Unknown,Streptomyces zhihengii,164
WP_305915751,gvpJ,Unknown,Nonomuraea turcica,142
WP_161560235,gvpJ,Unknown,Streptomyces antimycoticus,164
WP_091594498,gvpJ,Unknown,Micromonospora krabiensis,143
WP_091125818,gvpJ,Unknown,Micromonospora eburnea,148
WP_451908456,gvpJ,Unknown,Actinopolymorpha pittospori,245
WP_451908455,gvpJ,Unknown,Actinopolymorpha pittospori,142
WP_451908436,gvpJ,Unknown,Actinopolymorpha pittospori,63
WP_451906207,gvpJ,Unknown,Actinopolymorpha pittospori,71
WP_451857518,gvpJ,Unknown,Streptomyces sp. NPDC005047,69
WP_451846142,gvpJ,Unknown,Streptomyces sp. NPDC005146,151
WP_451810059,gvpJ,Unknown,Streptomyces sp. NPDC005141,155
WP_451792613,gvpJ,Unknown,Streptomyces sp. NPDC003236,181
WP_451751163,gvpJ,Unknown,Streptomyces xiamenensis,143
WP_451721556,gvpJ,Unknown,Streptomyces sp. NPDC003635,162
WP_451689933,gvpJ,Unknown,Streptomyces sp. NPDC003719,121
WP_451688891,gvpJ,Unknown,Streptomyces sp. NPDC003719,309
WP_451660431,gvpJ,Unknown,Streptomyces sp. NPDC003480,181
WP_451656898,gvpJ,Unknown,Streptomyces tubercidicus,143
WP_451646774,gvpJ,Unknown,Streptomyces sp. NPDC003697,191
WP_451641898,gvpJ,Unknown,Streptomyces sp. NPDC003442,174
WP_451629664,gvpJ,Unknown,Streptomyces sp. NPDC003393,175
WP_451617725,gvpJ,Unknown,Streptomyces sp. NPDC003388,135
WP_451616440,gvpJ,Unknown,Streptomyces sp. NPDC003388,140
WP_451607895,gvpJ,Unknown,Streptomyces sp. NPDC004788,153
WP_451602846,gvpJ,Unknown,Streptomyces sp. NPDC003362,204
WP_451592756,gvpJ,Unknown,Streptomyces sp. NPDC003710,197
WP_451577496,gvpJ,Unknown,Streptomyces sp. NPDC003667,141
WP_451549507,gvpJ,Unknown,Streptomyces sp. NPDC003509,149
WP_451481588,gvpJ,Unknown,Streptomyces sp. NPDC002913,149
WP_451451206,gvpJ,Unknown,Streptomyces sp. NPDC002402,148
WP_451442117,gvpJ,Unknown,Streptomyces sp. NPDC002446,164
WP_451415571,gvpJ,Unknown,Streptomyces sp. NPDC002640,206
WP_451402632,gvpJ,Unknown,Streptomyces sp. NPDC002516,159
WP_451402091,gvpJ,Unknown,Streptomyces sp. NPDC002399,140
WP_451394591,gvpJ,Unknown,Streptomyces sp. NPDC002577,148
WP_451327826,gvpJ,Unknown,Streptomyces sp. NPDC002547,139
WP_451315115,gvpJ,Unknown,Streptomyces sp. NPDC002596,44
WP_451305491,gvpJ,Unknown,Streptomyces sp. NPDC002596,82
WP_451259024,gvpJ,Unknown,Streptomyces sp. NPDC002758,105
WP_451258660,gvpJ,Unknown,Streptomyces sp. NPDC002758,156
WP_451218426,gvpJ,Unknown,Streptomyces sp. NPDC002853,167
WP_451208899,gvpJ,Unknown,Streptomyces sp. NPDC002386,184
WP_451195231,gvpJ,Unknown,Streptomyces sp. NPDC001984,157
WP_451180921,gvpJ,Unknown,Streptomyces sp. NPDC002740,161
WP_451178565,gvpJ,Unknown,Streptomyces sp. NPDC002285,164
WP_451173061,gvpJ,Unknown,Streptomyces sp. NPDC002587,153
WP_451144059,gvpJ,Unknown,Streptomyces sp. NPDC002845,137
WP_451133702,gvpJ,Unknown,Streptomyces sp. NPDC002911,151
WP_451132029,gvpJ,Unknown,Streptomyces sp. NPDC001732,147
WP_451132023,gvpJ,Unknown,Streptomyces sp. NPDC001732,154
WP_451128015,gvpJ,Unknown,Streptomyces sp. NPDC002911,138
WP_451106547,gvpJ,Unknown,Streptomyces sp. NPDC001739,229
WP_451065602,gvpJ,Unknown,Streptomyces sp. NPDC001953,138
WP_451055957,gvpJ,Unknown,Streptomyces sp. NPDC001774,167
WP_451051956,gvpJ,Unknown,Streptomyces sp. NPDC001780,143
WP_451045469,gvpJ,Unknown,Streptomyces sp. NPDC001858,144
WP_451038779,gvpJ,Unknown,Streptomyces sp. NPDC001920,170
WP_451038560,gvpJ,Unknown,Streptomyces sp. NPDC001920,157
WP_450974087,gvpJ,Unknown,Streptomyces sp. NPDC002309,154
WP_450956169,gvpJ,Unknown,Streptomyces sp. NPDC002067,153
WP_450937975,gvpJ,Unknown,Streptomyces sp. NPDC002324,156
WP_450914531,gvpJ,Unknown,Streptomyces sp. NPDC002125,149
WP_450906220,gvpJ,Unknown,Streptomyces sp. NPDC001773,65
WP_450906183,gvpJ,Unknown,Streptomyces sp. NPDC001773,119
WP_450875192,gvpJ,Unknown,Streptomyces sp. NPDC001700,161
WP_450874912,gvpJ,Unknown,Streptomyces sp. NPDC001700,164
WP_450871608,gvpJ,Unknown,Streptomyces sp. NPDC001595,147
WP_450871600,gvpJ,Unknown,Streptomyces sp. NPDC001595,162
WP_450865424,gvpJ,Unknown,Streptomyces sp. NPDC001251,147
WP_450820376,gvpJ,Unknown,Streptomyces sp. NPDC001665,147
WP_450744729,gvpJ,Unknown,Streptomyces sp. NPDC001494,138
WP_450744143,gvpJ,Unknown,Streptomyces sp. NPDC001494,178
WP_450737839,gvpJ,Unknown,Streptomyces sp. NPDC001219,156
WP_450693056,gvpJ,Unknown,Streptomyces sp. NPDC001340,127
WP_450609965,gvpJ,Unknown,Streptomyces sp. NPDC001156,136
WP_450609610,gvpJ,Unknown,Streptomyces sp. NPDC001156,135
WP_450547198,gvpJ,Unknown,unclassified Streptomyces,43
WP_450539779,gvpJ,Unknown,Streptomyces sp. NPDC000994,43
WP_450518139,gvpJ,Unknown,Streptomyces prasinus,326
WP_450496374,gvpJ,Unknown,Streptomyces nigra,178
WP_450486772,gvpJ,Unknown,Streptomyces sp. NPDC000941,153
WP_450484165,gvpJ,Unknown,Streptomyces sp. NPDC000941,156
WP_450359335,gvpJ,Unknown,Streptomyces lydicamycinicus,156
WP_450323564,gvpJ,Unknown,Streptomyces griseoluteus,154
WP_450299520,gvpJ,Unknown,Streptomyces klenkii,136
WP_450286838,gvpJ,Unknown,Streptomyces bungoensis,154
WP_450228961,gvpJ,Unknown,Streptomyces californicus,149
WP_450218051,gvpJ,Unknown,Streptomyces asoensis,62
WP_450211282,gvpJ,Unknown,Streptomyces collinus,157
WP_450200155,gvpJ,Unknown,Streptomyces decoyicus,142
WP_450170204,gvpJ,Unknown,Streptomyces coeruleorubidus,128
WP_450167291,gvpJ,Unknown,Streptomyces collinus,157
WP_450154015,gvpJ,Unknown,Streptomyces coeruleorubidus,128
WP_450150099,gvpJ,Unknown,Rhodococcus koreensis,122
WP_450141355,gvpJ,Unknown,Saccharopolyspora sp. NPDC000995,139
WP_450140654,gvpJ,Unknown,Saccharopolyspora sp. NPDC000995,137
WP_450135437,gvpJ,Unknown,Rhodococcus sp. NPDC003322,136
WP_450132252,gvpJ,Unknown,Saccharopolyspora sp. NPDC002376,139
WP_450118775,gvpJ,Unknown,Rhodococcus sp. NPDC003383,135
WP_450113568,gvpJ,Unknown,unclassified Rhodococcus (in: high G+C Gram-positive bacteria),137
WP_450108857,gvpJ,Unknown,Rhodococcus sp. NPDC003382,135
WP_450107578,gvpJ,Unknown,Rhodococcus zopfii,124
WP_450107073,gvpJ,Unknown,Rhodococcus zopfii,134
WP_450093809,gvpJ,Unknown,Promicromonospora sukumoe,170
WP_450093804,gvpJ,Unknown,Promicromonospora sukumoe,205
WP_449941336,gvpJ,Unknown,unclassified Micromonospora,116
WP_432374082,gvpJ,Unknown,Rhodococcus,138
WP_109905567,gvpJ,Unknown,Micromonospora,140
WP_450007525,gvpJ,Unknown,Nocardia xishanensis,132
WP_450007521,gvpJ,Unknown,Nocardia xishanensis,132
WP_449994421,gvpJ,Unknown,Nocardia sp. NPDC003345,130
WP_449994415,gvpJ,Unknown,Nocardia sp. NPDC003345,130
WP_449965809,gvpJ,Unknown,Nonomuraea sp. NPDC003201,135
WP_449965800,gvpJ,Unknown,Nonomuraea sp. NPDC003201,140
WP_449935481,gvpJ,Unknown,Nonomuraea sp. NPDC001699,139
WP_449915507,gvpJ,Unknown,Nonomuraea sp. NPDC003727,153
WP_449906532,gvpJ,Unknown,Nonomuraea sp. NPDC003707,135
WP_449894043,gvpJ,Unknown,Nocardia sp. NPDC001965,133
WP_449863515,gvpJ,Unknown,Micromonospora chersina,142
WP_449850016,gvpJ,Unknown,Micromonospora chersina,142
WP_449835359,gvpJ,Unknown,Lentzea sp. NPDC004789,50
WP_449835357,gvpJ,Unknown,Lentzea sp. NPDC004789,118
WP_449833931,gvpJ,Unknown,Kribbella sp. NPDC002412,98
WP_449831772,gvpJ,Unknown,Kribbella sp. NPDC002412,150
WP_449801079,gvpJ,Unknown,Kitasatospora sp. NPDC001660,137
WP_449801075,gvpJ,Unknown,Kitasatospora sp. NPDC001660,146
WP_139628425,gvpJ,Unknown,Nonomuraea phyllanthi,140
WP_007530879,gvpJ,Unknown,Rhodococcus triatomae,134
WP_449711836,gvpJ,Unknown,Actinopolymorpha singaporensis,434
WP_449711727,gvpJ,Unknown,Actinopolymorpha singaporensis,238
WP_449693152,gvpJ,Unknown,Amycolatopsis sp. NPDC005003,86
WP_449693150,gvpJ,Unknown,Amycolatopsis sp. NPDC005003,108
