accession,gene_name,protein_name,organism,sequence_length
WP_443285670,gvpO,Unknown,Streptomyces sp. 6N223,113
WP_443278990,gvpO,Unknown,Streptomyces sp. 8N114,97
WP_443256762,gvpO,Unknown,Virgibacillus sp. L01,89
WP_443247337,gvpO,Unknown,Streptomyces sp. 3N207,97
WP_443220332,gvpO,Unknown,Streptomyces sp. 4N509B,103
WP_443171757,gvpO,Unknown,Nonomuraea sp. KM90,138
WP_443154700,gvpO,Unknown,Nonomuraea sp. KM88,137
WP_443143375,gvpO,Unknown,Pseudalkalibacillus sp. R45,88
WP_014644366,gvpO,Unknown,Halobacillus,88
WP_443134275,gvpO,Unknown,Halobacillus sp. K22,88
WP_443127556,gvpO,Unknown,Gracilibacillus sp. D59,88
WP_443119794,gvpO,Unknown,Halobacillus sp. H74,89
WP_443108411,gvpO,Unknown,Actinomadura sp. 3N407,86
WP_442943790,gvpO,Unknown,Nocardia sp. NBC_00508,110
WP_442748301,gvpO,Unknown,Streptomyces pseudogriseolus,149
WP_442738506,gvpO,Unknown,Streptomyces pseudogriseolus,151
WP_442728278,gvpO,Unknown,Streptomyces pseudogriseolus,168
WP_442696638,gvpO,Unknown,Streptomyces pseudogriseolus,160
WP_442684924,gvpO,Unknown,Streptomyces pseudogriseolus,151
WP_442665685,gvpO,Unknown,Streptomyces,154
WP_442658691,gvpO,Unknown,Streptomyces pseudogriseolus,157
WP_442817858,gvpO,Unknown,Streptomyces sp. NBC_01591,86
WP_369159861,gvpO,Unknown,Streptomyces,154
WP_078886700,gvpO,Unknown,Streptomyces,151
WP_078882919,gvpO,Unknown,Streptomyces,149
WP_441419632,gvpO,Unknown,Anaerobacillus sp. MEB173,86
WP_441181148,gvpO,Unknown,Micromonospora sp. BQ11,118
WP_441123589,gvpO,Unknown,Nonomuraea sp. H19,109
WP_440955506,gvpO,Unknown,Methanosarcina sp. Mfa9,91
WP_440771577,gvpO,Unknown,Natronorubrum sp. DTA28,190
WP_440764504,gvpO,Unknown,Natronorubrum sp. DTA7,190
WP_440302307,gvpO,Unknown,Intrasporangium sp.,170
WP_124192757,gvpO,Unknown,Natrarchaeobius oligotrophus,180
WP_114603887,gvpO,Unknown,Staphylococcus,89
WP_440518416,gvpO,Unknown,Sinomonas sp.,159
WP_440342567,gvpO,Unknown,Mycobacterium sp.,107
WP_440341653,gvpO,Unknown,Mycobacterium sp.,117
WP_440305611,gvpO,Unknown,Jatrophihabitans sp.,96
WP_440126976,gvpO,Unknown,unclassified Rhodococcus (in: high G+C Gram-positive bacteria),98
WP_440100196,gvpO,Unknown,Streptosporangium sp. H16,147
WP_440082208,gvpO,Unknown,Streptosporangium sp. LJ11,145
WP_440064028,gvpO,Unknown,Streptosporangium sp. OZ121,148
WP_440009980,gvpO,Unknown,Halomicrococcus sp. SG-WS-1,166
WP_369729626,gvpO,Unknown,Natrarchaeobius versutus,181
WP_099015777,gvpO,Unknown,Streptomyces malaysiensis,129
WP_439384051,gvpO,Unknown,Amycolatopsis lexingtonensis,109
WP_439300216,gvpO,Unknown,Pseudalkalibacillus sp. Hm43,88
WP_438822649,gvpO,Unknown,Nocardia barduliensis,108
WP_438317882,gvpO,Unknown,unclassified Streptomyces,124
WP_195128521,gvpO,Unknown,Nocardia,109
WP_437163178,gvpO,Unknown,Falsiroseomonas sp. E2-1-a20,85
WP_137209208,gvpO,Unknown,Streptomyces sp. enrichment culture,144
WP_437025320,gvpO,Unknown,Streptomyces sp. enrichment culture,106
WP_437004229,gvpO,Unknown,Streptomyces sp. enrichment culture,148
WP_436964908,gvpO,Unknown,Staphylococcus xylosus,89
WP_436954186,gvpO,Unknown,Streptomyces sp. SudanB182_2057,119
WP_409293097,gvpO,Unknown,Paraperibacillus,88
WP_436791507,gvpO,Unknown,Yinghuangia sp. YIM S10712,115
WP_436778418,gvpO,Unknown,Streptomyces sp. URMC 126,127
WP_436768643,gvpO,Unknown,Streptomyces sp. URMC 123,99
WP_436754325,gvpO,Unknown,Streptomyces sp. URMC 124,106
WP_436736767,gvpO,Unknown,Streptomyces sp. BBFR102,111
WP_436720642,gvpO,Unknown,Streptomyces sp. URMC 127,128
WP_436636673,gvpO,Unknown,Actinomadura kijaniata,86
WP_436344292,gvpO,Unknown,Natronorubrum sp. FCH18a,191
WP_435859352,gvpO,Unknown,Streptomyces neyagawaensis,126
WP_435824170,gvpO,Unknown,Microbispora bryophytorum,145
WP_435763345,gvpO,Unknown,Oceanobacillus sp. CF4.6,88
WP_431965974,gvpO,Unknown,unclassified Nocardia,111
WP_435551395,gvpO,Unknown,Natrinema sp. CGMCC1.2065,177
WP_379572709,gvpO,Unknown,Nonomuraea,113
WP_435290199,gvpO,Unknown,Streptosporangium sp. G11,148
WP_435192698,gvpO,Unknown,Streptomyces sp. NRRL F-5630,81
WP_435154205,gvpO,Unknown,Haladaptatus sp. DFWS20,167
WP_435154199,gvpO,Unknown,Haladaptatus sp. DFWS20,143
WP_434096491,gvpO,Unknown,Streptomyces mobaraensis,81
WP_424798084,gvpO,Unknown,Micrococcales,308
WP_433742431,gvpO,Unknown,Falsibacillus pallidus,85
WP_433604534,gvpO,Unknown,Prescottella agglutinans,104
WP_433556150,gvpO,Unknown,Pseudonocardia xinjiangensis,165
WP_433503468,gvpO,Unknown,Pseudonocardia halophobica,145
WP_433313655,gvpO,Unknown,Actinomadura luteofluorescens,86
WP_432867526,gvpO,Unknown,Microbispora rosea,143
WP_434056794,gvpO,Unknown,Amycolatopsis ponsaeliensis,84
WP_285627301,gvpO,Unknown,Actinoallomurus,103
WP_433469865,gvpO,Unknown,unclassified Spirillospora,86
WP_366581337,gvpO,Unknown,unclassified Amycolatopsis,109
WP_433883187,gvpO,Unknown,Saccharopolyspora hattusasensis,149
WP_433854620,gvpO,Unknown,Streptomyces kronopolitis,107
WP_433819032,gvpO,Unknown,Actinomadura scrupuli,119
WP_433807117,gvpO,Unknown,Halobacillus mangrovi,85
WP_433781246,gvpO,Unknown,Actinomycetospora sp. CA-101289,88
WP_433762235,gvpO,Unknown,Nocardia sp. CA-135398,108
WP_433677889,gvpO,Unknown,Nocardia sp. CA-119907,111
WP_433635178,gvpO,Unknown,Nocardia sp. CA-120079,108
WP_433627160,gvpO,Unknown,Halomicrococcus sp. NG-SE-24,165
WP_433605747,gvpO,Unknown,Dactylosporangium sp. CA-139114,110
WP_433603487,gvpO,Unknown,Nocardia sp. CA-135953,108
WP_433567402,gvpO,Unknown,Nocardia sp. CA-151230,110
WP_433498419,gvpO,Unknown,Sphaerimonospora sp. CA-214678,129
WP_433437679,gvpO,Unknown,Nonomuraea sp. CA-141351,145
WP_433364513,gvpO,Unknown,Dactylosporangium sp. CA-152071,106
WP_433338645,gvpO,Unknown,Spirillospora sp. CA-294931,100
WP_433326473,gvpO,Unknown,Dactylosporangium sp. CA-139066,99
WP_433296113,gvpO,Unknown,Pseudonocardia sp. CA-142604,179
WP_433264779,gvpO,Unknown,Micromonospora vinacea,109
WP_433220812,gvpO,Unknown,Dactylosporangium sp. CS-047395,97
WP_433189529,gvpO,Unknown,Actinoallomurus sp. CA-150999,135
WP_433104765,gvpO,Unknown,Streptomyces sp. CA-250714,97
WP_433096469,gvpO,Unknown,Microbispora sp. CA-102843,138
WP_433088457,gvpO,Unknown,Dactylosporangium sp. CA-052675,111
WP_433062981,gvpO,Unknown,Nonomuraea sp. CA-218870,118
WP_433062752,gvpO,Unknown,Dactylosporangium sp. CS-033363,97
WP_433038301,gvpO,Unknown,Actinomycetospora sp. CA-053990,90
WP_433032258,gvpO,Unknown,Actinomycetospora sp. CA-053990,383
WP_433026635,gvpO,Unknown,Streptomyces sp. CA-181903,123
WP_432981981,gvpO,Unknown,Pseudonocardia sp. CA-107938,132
WP_432940868,gvpO,Unknown,Marinactinospora thermotolerans,101
WP_432927113,gvpO,Unknown,Microbispora sp. CA-135349,134
WP_432916545,gvpO,Unknown,Nocardia sp. CA-290969,99
WP_432880475,gvpO,Unknown,Plantactinospora sp. CA-294935,189
WP_432839649,gvpO,Unknown,Dactylosporangium sp. CA-092794,104
WP_432677345,gvpO,Unknown,Rhodococcus pyridinivorans,98
WP_254744180,gvpO,Unknown,Streptomyces,104
WP_046085866,gvpO,Unknown,Streptomyces,155
WP_046083886,gvpO,Unknown,Streptomyces,100
WP_431989096,gvpO,Unknown,Streptomyces albogriseolus,147
WP_432036256,gvpO,Unknown,Streptomyces cucumeris,104
WP_431955640,gvpO,Unknown,Nocardia lijiangensis,111
WP_431937953,gvpO,Unknown,Nocardia grenadensis,109
WP_431929205,gvpO,Unknown,Nonomuraea jabiensis,123
WP_431897264,gvpO,Unknown,Nonomuraea sp. bgisy101,113
WP_431773553,gvpO,Unknown,Streptomyces cucumeris,107
WP_431683169,gvpO,Unknown,Kitasatospora sp. KL5,85
WP_083502451,gvpO,Unknown,Sphaerimonospora mesophila,129
WP_431311641,gvpO,Unknown,Pedobacter albus,28
WP_430572413,gvpO,Unknown,Isoptericola sp. NPDC057391,189
WP_430790274,gvpO,Unknown,Virgibacillus flavescens,86
WP_430356450,gvpO,Unknown,Terribacillus saccharophilus,90
WP_430339806,gvpO,Unknown,Rossellomorea vietnamensis,88
WP_430337567,gvpO,Unknown,Rossellomorea vietnamensis,88
WP_429889446,gvpO,Unknown,Gottfriedia acidiceleris,86
WP_429732564,gvpO,Unknown,Isoptericola variabilis,201
WP_355079754,gvpO,Unknown,Nocardia,106
WP_038564376,gvpO,Unknown,Terribacillus saccharophilus,90
WP_429666694,gvpO,Unknown,Bacillus gobiensis,88
WP_429663441,gvpO,Unknown,Bacillus gobiensis,88
WP_428511740,gvpO,Unknown,Pseudonocardia sp.,115
WP_428502386,gvpO,Unknown,Pseudonocardia sp.,288
WP_428396616,gvpO,Unknown,Nocardia fluminea,99
WP_427670237,gvpO,Unknown,Priestia megaterium,88
WP_426894204,gvpO,Unknown,Sutcliffiella horikoshii,88
WP_425947095,gvpO,Unknown,Streptomyces albogriseolus,147
WP_113969335,gvpO,Unknown,Rossellomorea,88
WP_426842537,gvpO,Unknown,unclassified Metabacillus,88
WP_355816179,gvpO,Unknown,Streptomyces,107
WP_149154892,gvpO,Unknown,Bacillaceae,88
WP_427599933,gvpO,Unknown,Rossellomorea sp. NPDC071047,88
WP_426632762,gvpO,Unknown,Planosporangium spinosum,103
WP_426518525,gvpO,Unknown,Leifsonia sp. McL0618,106
WP_426512805,gvpO,Unknown,Dactylosporangium sp. McL0621,100
WP_426380805,gvpO,Unknown,Desulfosporosinus sp. SYSU MS00001,92
WP_425953453,gvpO,Unknown,Xylanimonas sp. McL0601,141
WP_425707714,gvpO,Unknown,Georgenia sp. Z1491,188
WP_301550211,gvpO,Unknown,Guptibacillus hwajinpoensis,88
WP_224590721,gvpO,Unknown,Bacillales,88
WP_048311413,gvpO,Unknown,Guptibacillus hwajinpoensis,88
WP_424531820,gvpO,Unknown,Sphaerisporangium viridialbum,143
WP_195096497,gvpO,Unknown,Nocardia,109
WP_425297368,gvpO,Unknown,Nocardia abscessus,109
WP_424893200,gvpO,Unknown,Streptomyces sp. XH2,140
WP_424791691,gvpO,Unknown,Pseudactinotalea sp. Z1748,287
WP_424789202,gvpO,Unknown,Pseudactinotalea sp. Z1739,292
WP_423999107,gvpO,Unknown,Haloarcula salina,170
WP_423987448,gvpO,Unknown,Haladaptatus sp.,166
WP_423987447,gvpO,Unknown,Haladaptatus sp.,157
WP_021599779,gvpO,Unknown,Actinomadura,86
WP_423744842,gvpO,Unknown,Haladaptatus sp. SPP-AMP-3,147
WP_423744841,gvpO,Unknown,Haladaptatus sp. SPP-AMP-3,159
WP_422786257,gvpO,Unknown,Salibacterium aidingense,141
WP_274373492,gvpO,Unknown,Synergistales,84
WP_161219196,gvpO,Unknown,Streptomyces sp. SID6139,160
WP_422935504,gvpO,Unknown,Sinomonas sp. P47F7,128
WP_296549562,gvpO,Unknown,unclassified Rhodococcus (in: high G+C Gram-positive bacteria),98
WP_422333264,gvpO,Unknown,Rhodococcus sp. (in: high G+C Gram-positive bacteria),71
WP_422165803,gvpO,Unknown,Halobacillus sp.,88
WP_009950236,gvpO,Unknown,Saccharopolyspora erythraea,307
WP_421653263,gvpO,Unknown,Metabacillus sp. RGM 3146,88
WP_179936451,gvpO,Unknown,unclassified Streptomyces,108
WP_179933468,gvpO,Unknown,unclassified Streptomyces,100
WP_179932544,gvpO,Unknown,unclassified Streptomyces,134
WP_070879560,gvpO,Unknown,Metabacillus,87
WP_420774106,gvpO,Unknown,Nocardia nepalensis,111
WP_420163015,gvpO,Unknown,Rhodococcus parequi,99
WP_417923860,gvpO,Unknown,Streptomyces ehimensis,150
WP_417899119,gvpO,Unknown,Bacillus haimaensis,88
WP_067914488,gvpO,Unknown,Actinomadura rubrobrunea,94
WP_064872156,gvpO,Unknown,Mycolicibacterium monacense,110
WP_420879871,gvpO,Unknown,Rhodococcus sp. (in: high G+C Gram-positive bacteria),99
WP_368954968,gvpO,Unknown,Parafrankia soli,86
WP_010277048,gvpO,Unknown,Streptomyces sp. SID4926,182
WP_007828303,gvpO,Unknown,unclassified Streptomyces,180
WP_413908173,gvpO,Unknown,Desulfobacula sp.,87
WP_404215528,gvpO,Unknown,Streptomyces sp. NPDC102406,112
WP_396546421,gvpO,Unknown,Kitasatospora sp. NPDC085464,213
WP_391200392,gvpO,Unknown,unclassified Streptomyces,104
WP_389487449,gvpO,Unknown,Streptomyces sp. NPDC012825,106
WP_386947520,gvpO,Unknown,Streptomyces sp. NPDC127074,156
WP_380822509,gvpO,Unknown,Streptomyces albireticuli,103
WP_360382926,gvpO,Unknown,Dactylosporangium sp. NPDC049140,101
WP_358218393,gvpO,Unknown,Streptomyces abikoensis,147
WP_357426879,gvpO,Unknown,Micromonospora sp. NPDC049679,134
WP_354773555,gvpO,Unknown,Dactylosporangium sp. NPDC005572,97
WP_346225317,gvpO,Unknown,Microbispora maris,144
WP_343072666,gvpO,Unknown,Sphaerisporangium rubeum,154
WP_328557725,gvpO,Unknown,Streptomyces sp. NBC_00358,106
WP_322420076,gvpO,Unknown,Jeotgalibacillus haloalkalitolerans,88
WP_307799102,gvpO,Unknown,Pseudonocardia alni,360
WP_272904357,gvpO,Unknown,Xanthobacter agilis,107
WP_252840116,gvpO,Unknown,Actinoallomurus purpureus,134
WP_227937102,gvpO,Unknown,Alkalihalobacillus deserti,88
WP_224875783,gvpO,Unknown,Rossellomorea aquimaris,87
WP_222959397,gvpO,Unknown,Actinacidiphila acidipaludis,105
WP_176226474,gvpO,Unknown,Candidatus Hakubella thermalkaliphila,89
WP_161995100,gvpO,Unknown,Rhodococcus sp. YH1,119
WP_159868999,gvpO,Unknown,unclassified Cytobacillus,88
WP_149826001,gvpO,Unknown,Streptomyces tailanensis,113
WP_149258418,gvpO,Unknown,unclassified Actinomadura,85
WP_148801594,gvpO,Unknown,Micromonospora sp. MP36,147
WP_138780694,gvpO,Unknown,Bacillus sp. BHET2,88
WP_133739913,gvpO,Unknown,Actinorugispora endophytica,94
WP_132182193,gvpO,Unknown,Actinomadura sp. KC216,86
WP_132017251,gvpO,Unknown,Hydrogenispora ethanolica,95
WP_131736821,gvpO,Unknown,Actinomadura roseirufa,85
WP_123457164,gvpO,Unknown,Streptomyces sp. PanSC19,120
WP_119550782,gvpO,Unknown,Staphylococcus simulans,89
WP_109983194,gvpO,Unknown,Gracilibacillus dipsosauri,88
WP_097222268,gvpO,Unknown,unclassified Streptomyces,107
WP_086851933,gvpO,Unknown,Streptomyces coeruleofuscus,121
WP_081952163,gvpO,Unknown,Kitasatospora phosalacinea,220
WP_078843067,gvpO,Unknown,Streptomyces albus,103
WP_075035375,gvpO,Unknown,Halobacillus dabanensis,86
WP_073459029,gvpO,Unknown,Pseudonocardia thermophila,95
WP_069856427,gvpO,Unknown,Prescottella equi,99
WP_063024316,gvpO,Unknown,Nocardia niwae,110
WP_062976212,gvpO,Unknown,Nocardia gamkensis,110
WP_062237593,gvpO,Unknown,unclassified Fictibacillus,85
WP_049793636,gvpO,Unknown,Hoyosella subflava,98
WP_048157623,gvpO,Unknown,Methanosarcina sp. Kolksee,112
WP_043696605,gvpO,Unknown,Nocardia,110
WP_037936224,gvpO,Unknown,Streptosporangium roseum,145
WP_037259417,gvpO,Unknown,Roseivivax halodurans,102
WP_410944424,gvpO,Unknown,Pseudonocardia phyllosphaerae,121
WP_407308955,gvpO,Unknown,Desulfosporosinus paludis,92
WP_406385009,gvpO,Unknown,Streptomyces sp. NBC_01618,45
WP_401209018,gvpO,Unknown,Streptomyces sp. NPDC088768,180
WP_400128101,gvpO,Unknown,Streptomyces sp. NPDC051963,111
WP_394218395,gvpO,Unknown,Halobacillus trueperi,86
WP_390306327,gvpO,Unknown,Virgibacillus sediminis,88
WP_386641213,gvpO,Unknown,Sutcliffiella sp. NPDC057660,88
WP_386145529,gvpO,Unknown,Streptomyces yanii,50
WP_386063995,gvpO,Unknown,Thalassobacillus hwangdonensis,85
WP_380374075,gvpO,Unknown,Kitasatospora cineracea,180
WP_379205022,gvpO,Unknown,Nocardia sp. NPDC127526,93
WP_379049105,gvpO,Unknown,Nocardia sp. NPDC057455,98
WP_378939336,gvpO,Unknown,Metabacillus herbersteinensis,88
WP_371954095,gvpO,Unknown,Actinomadura monticuli,86
WP_364098651,gvpO,Unknown,Streptosporangium canum,143
WP_364030186,gvpO,Unknown,Streptomyces werraensis,148
WP_362921836,gvpO,Unknown,unclassified Streptosporangium,154
WP_362780974,gvpO,Unknown,unclassified Streptosporangium,125
WP_362585951,gvpO,Unknown,Streptosporangium canum,139
WP_361497053,gvpO,Unknown,unclassified Streptomyces,148
WP_358994714,gvpO,Unknown,Streptomyces avermitilis,106
WP_358843713,gvpO,Unknown,Streptomyces sp. NPDC005970,135
WP_358201075,gvpO,Unknown,Pseudonocardia sp. NPDC049154,166
WP_357821909,gvpO,Unknown,Nonomuraea sp. NPDC046802,132
WP_356736867,gvpO,Unknown,Streptomyces sp. NPDC006368,87
WP_352014140,gvpO,Unknown,Streptosporangium sp. NPDC000239,124
WP_350811616,gvpO,Unknown,Nonomuraea sp. NPDC000554,138
WP_347639047,gvpO,Unknown,Sphaerisporangium sp. B11E5,124
WP_340461163,gvpO,Unknown,unclassified Streptomyces,102
