accession,gene_name,protein_name,organism,sequence_length
WP_200605102,gvpD,Unknown,Lysobacter arenosi,256
WP_163147101,gvpD,Unknown,Aeromonas rivipollensis,635
WP_143128916,gvpD,Unknown,Staphylococcus pseudintermedius,83
WP_129620078,gvpD,Unknown,Mycoplasmopsis gallinacea,325
WP_120799203,gvpD,Unknown,Thiocapsa rosea,224
WP_113746757,gvpD,Unknown,Anaerobiospirillum thomasii,605
WP_113746202,gvpD,Unknown,Anaerobiospirillum thomasii,394
WP_113745459,gvpD,Unknown,Anaerobiospirillum thomasii,605
WP_113744188,gvpD,Unknown,Anaerobiospirillum thomasii,605
WP_097299761,gvpD,Unknown,Candidatus Methanoperedens sp. BLZ2,236
WP_092698884,gvpD,Unknown,Halovenus aranensis,483
WP_056155207,gvpD,Unknown,Duganella sp. Leaf126,247
WP_050049428,gvpD,Unknown,Halanaeroarchaeum sulfurireducens,485
WP_019843452,gvpD,Unknown,Dickeya zeae,635
WP_007193341,gvpD,Unknown,Thiocapsa marina,224
WP_285271361,gvpD,Unknown,Halobacterium salinarum,467
WP_010904107,gvpD,Unknown,Halobacterium,492
WP_176705163,gvpD,Unknown,Halobacterium sp. GN101,492
WP_010890520,gvpD,Unknown,Halobacterium salinarum,536
