accession,gene_name,protein_name,organism,sequence_length
WP_259343029,gvpQ,Unknown,Staphylococcus simulans,168
WP_258264477,gvpQ,Unknown,Rossellomorea sp. SC111,157
WP_257347631,gvpQ,Unknown,Pseudalkalibacillus decolorationis,154
WP_254652689,gvpQ,Unknown,unclassified Rossellomorea,153
WP_253936203,gvpQ,Unknown,Halobacillus sp. A1,198
WP_253923571,gvpQ,Unknown,Halobacillus sp. A5,178
WP_252584397,gvpQ,Unknown,Staphylococcus agnetis,116
WP_251568622,gvpQ,Unknown,Priestia megaterium,157
WP_251466571,gvpQ,Unknown,Priestia megaterium,157
WP_251439731,gvpQ,Unknown,Priestia aryabhattai,157
WP_251434131,gvpQ,Unknown,Sutcliffiella horikoshii,149
WP_251392291,gvpQ,Unknown,Priestia aryabhattai,157
WP_251386187,gvpQ,Unknown,Priestia megaterium,153
WP_251224771,gvpQ,Unknown,Halalkalibacter oceani,142
WP_249870425,gvpQ,Unknown,Oceanobacillus saliphilus,191
WP_248253802,gvpQ,Unknown,Fictibacillus marinisediminis,191
WP_245728992,gvpQ,Unknown,Thalassobacillus cyri,201
WP_245035172,gvpQ,Unknown,Halobacillus amylolyticus,152
WP_244752028,gvpQ,Unknown,Halobacillus shinanisalinarum,152
WP_244709878,gvpQ,Unknown,Halobacillus salinarum,191
WP_243556466,gvpQ,Unknown,Priestia megaterium,157
WP_240456696,gvpQ,Unknown,Virgibacillus halodenitrificans,155
WP_238283228,gvpQ,Unknown,Rossellomorea marisflavi,151
WP_238018011,gvpQ,Unknown,Oceanobacillus jordanicus,161
WP_237758547,gvpQ,Unknown,Priestia aryabhattai,117
WP_237663389,gvpQ,Unknown,Sutcliffiella horikoshii,149
WP_236332923,gvpQ,Unknown,Pseudalkalibacillus berkeleyi,147
WP_236314117,gvpQ,Unknown,Pseudalkalibacillus salsuginis,149
WP_235793508,gvpQ,Unknown,Virgibacillus salidurans,163
WP_235740492,gvpQ,Unknown,Neobacillus drentensis,155
WP_232194922,gvpQ,Unknown,Staphylococcus chromogenes,162
WP_227937100,gvpQ,Unknown,Alkalihalobacillus deserti,148
WP_226675416,gvpQ,Unknown,Rossellomorea aquimaris,157
WP_226654646,gvpQ,Unknown,Guptibacillus hwajinpoensis,152
WP_226592144,gvpQ,Unknown,Halobacillus litoralis,177
WP_224980296,gvpQ,Unknown,Priestia aryabhattai,157
WP_224893502,gvpQ,Unknown,Halobacillus halophilus,247
WP_224881622,gvpQ,Unknown,Guptibacillus hwajinpoensis,152
WP_224880171,gvpQ,Unknown,Guptibacillus algicola,150
WP_224875781,gvpQ,Unknown,Rossellomorea aquimaris,157
WP_224522476,gvpQ,Unknown,Rossellomorea vietnamensis,153
WP_223490835,gvpQ,Unknown,Sutcliffiella horikoshii,148
WP_221815759,gvpQ,Unknown,Priestia aryabhattai,157
WP_221788293,gvpQ,Unknown,Priestia megaterium,157
WP_221784075,gvpQ,Unknown,Priestia,157
WP_221567457,gvpQ,Unknown,Alkalihalobacillus sp. TS-13,150
WP_220584227,gvpQ,Unknown,Halobacillus sp. Nhm2S1,177
WP_219165516,gvpQ,Unknown,Bacillus sp. MCCB 382,157
WP_216888133,gvpQ,Unknown,Priestia megaterium,157
WP_216144692,gvpQ,Unknown,Priestia aryabhattai,157
WP_214986007,gvpQ,Unknown,Priestia megaterium,157
WP_212604241,gvpQ,Unknown,Sporosarcina sp. Marseille-Q4063,149
WP_211560239,gvpQ,Unknown,Metabacillus flavus,192
WP_211077783,gvpQ,Unknown,Priestia megaterium,157
WP_206933395,gvpQ,Unknown,Halobacillus kuroshimensis,155
WP_206893716,gvpQ,Unknown,Bacillus sp. NTK071,153
WP_206857652,gvpQ,Unknown,Bacillus sp. NTK074B,153
WP_205090100,gvpQ,Unknown,Thalassobacillus pellis,199
WP_204729211,gvpQ,Unknown,Jeotgalibacillus terrae,131
WP_204544281,gvpQ,Unknown,Peribacillus deserti,155
WP_201714561,gvpQ,Unknown,Rossellomorea arthrocnemi,157
WP_195782580,gvpQ,Unknown,Priestia,157
WP_194218446,gvpQ,Unknown,Guptibacillus hwajinpoensis,153
WP_193422262,gvpQ,Unknown,Priestia aryabhattai,157
WP_192994412,gvpQ,Unknown,Priestia megaterium,157
WP_191566317,gvpQ,Unknown,Metabacillus idriensis,155
WP_191157537,gvpQ,Unknown,Metabacillus arenae,197
WP_189779230,gvpQ,Unknown,Virgibacillus halodenitrificans,155
WP_188376897,gvpQ,Unknown,Halobacillus andaensis,198
WP_182005105,gvpQ,Unknown,Priestia aryabhattai,157
WP_181347944,gvpQ,Unknown,Thalassobacillus sp. CUG 92003,199
WP_176584275,gvpQ,Unknown,Priestia megaterium,157
WP_175989909,gvpQ,Unknown,Bacillus sp. Marseille-Q1617,163
WP_174615696,gvpQ,Unknown,Virgibacillus ihumii,154
WP_173918085,gvpQ,Unknown,Halobacillus sp. Marseille-Q1614,182
WP_172370384,gvpQ,Unknown,Sporosarcina jiandibaonis,149
WP_172253941,gvpQ,Unknown,Bacillus haikouensis,163
WP_171776945,gvpQ,Unknown,Priestia,157
WP_166030102,gvpQ,Unknown,Neobacillus terrae,149
WP_165805389,gvpQ,Unknown,Staphylococcus sp. 11007852,162
WP_164795808,gvpQ,Unknown,Priestia,157
WP_164214963,gvpQ,Unknown,Virgibacillus sp. YIM 98842,157
WP_163529018,gvpQ,Unknown,Halobacillus ihumii,152
WP_160918155,gvpQ,Unknown,Guptibacillus hwajinpoensis,152
WP_160913463,gvpQ,Unknown,Halobacillus litoralis,177
WP_160888677,gvpQ,Unknown,Halobacillus litoralis,183
WP_160841901,gvpQ,Unknown,Halobacillus halophilus,183
WP_160838113,gvpQ,Unknown,Halobacillus litoralis,183
WP_160804274,gvpQ,Unknown,Virgibacillus halodenitrificans,154
WP_160098647,gvpQ,Unknown,Pontibacillus sp. HMF3514,196
WP_159786137,gvpQ,Unknown,Bacillus sp. N1-1,152
WP_156644855,gvpQ,Unknown,Lentibacillus sp. JNUCC-1,154
WP_155113279,gvpQ,Unknown,Metabacillus mangrovi,193
WP_154306364,gvpQ,Unknown,Metabacillus lacus,155
WP_153792793,gvpQ,Unknown,Gracilibacillus salitolerans,153
WP_152445664,gvpQ,Unknown,Bacillus sp. THAF10,139
WP_152149483,gvpQ,Unknown,Bacillus aerolatus,149
WP_149154893,gvpQ,Unknown,Bacillus sp. CH30_1T,157
WP_148996273,gvpQ,Unknown,Rossellomorea aquimaris,157
WP_148985850,gvpQ,Unknown,Rossellomorea marisflavi,151
WP_148970607,gvpQ,Unknown,Rossellomorea aquimaris,157
WP_148966904,gvpQ,Unknown,Sutcliffiella horikoshii,147
WP_146274042,gvpQ,Unknown,Priestia megaterium,157
WP_145997021,gvpQ,Unknown,Halobacillus sp. Marseille-P3879,177
WP_145956054,gvpQ,Unknown,Halobacillus halophilus,247
WP_145399818,gvpQ,Unknown,Staphylococcus chromogenes,162
WP_144543767,gvpQ,Unknown,Cytobacillus oceanisediminis,156
WP_138780691,gvpQ,Unknown,Bacillus sp. BHET2,157
WP_136946768,gvpQ,Unknown,Guptibacillus hwajinpoensis,153
WP_133377285,gvpQ,Unknown,Jeotgalibacillus sp. S-D1,151
WP_133313290,gvpQ,Unknown,Peribacillus frigoritolerans,155
WP_129710598,gvpQ,Unknown,Priestia megaterium,157
WP_128525919,gvpQ,Unknown,Halobacillus litoralis,184
WP_123918857,gvpQ,Unknown,Bacillus sp. FJAT-42376,192
WP_121945561,gvpQ,Unknown,Priestia megaterium,157
WP_121680596,gvpQ,Unknown,Falsibacillus albus,151
WP_121615177,gvpQ,Unknown,Virgibacillus halodenitrificans,154
WP_121524049,gvpQ,Unknown,Oceanobacillus piezotolerans,190
WP_119575040,gvpQ,Unknown,Oceanobacillus picturae,161
WP_119568209,gvpQ,Unknown,Staphylococcus simulans,162
WP_119550783,gvpQ,Unknown,Staphylococcus simulans,162
WP_118890318,gvpQ,Unknown,Oceanobacillus profundus,189
WP_118877385,gvpQ,Unknown,Ureibacillus yapensis,149
WP_117327637,gvpQ,Unknown,Peribacillus saganii,141
WP_116514200,gvpQ,Unknown,Priestia megaterium,157
WP_116075418,gvpQ,Unknown,Priestia megaterium,157
WP_115893652,gvpQ,Unknown,Halobacillus trueperi,177
WP_115822820,gvpQ,Unknown,Halobacillus trueperi,177
WP_115654393,gvpQ,Unknown,Priestia megaterium,157
WP_114915109,gvpQ,Unknown,Oceanobacillus zhaokaii,189
WP_114896026,gvpQ,Unknown,Priestia megaterium,157
WP_114744770,gvpQ,Unknown,Falsibacillus pallidus,163
WP_114603889,gvpQ,Unknown,Staphylococcus sp. EZ-P03,162
WP_113969337,gvpQ,Unknown,Rossellomorea aquimaris,157
WP_110066994,gvpQ,Unknown,Cytobacillus oceanisediminis,156
WP_109983195,gvpQ,Unknown,Gracilibacillus dipsosauri,146
WP_107633555,gvpQ,Unknown,Staphylococcus hyicus,162
WP_107604402,gvpQ,Unknown,Staphylococcus simulans,162
WP_107603889,gvpQ,Unknown,Staphylococcus simulans,162
WP_107603624,gvpQ,Unknown,Staphylococcus simulans,162
WP_107596310,gvpQ,Unknown,Staphylococcus simulans,162
WP_107576263,gvpQ,Unknown,Staphylococcus simulans,162
WP_107548149,gvpQ,Unknown,Staphylococcus simulans,162
WP_107543345,gvpQ,Unknown,Staphylococcus simulans,162
WP_107538224,gvpQ,Unknown,Staphylococcus simulans,162
WP_107390944,gvpQ,Unknown,Staphylococcus agnetis,162
WP_107363826,gvpQ,Unknown,Staphylococcus chromogenes,162
WP_105995881,gvpQ,Unknown,Staphylococcus agnetis,162
WP_105992406,gvpQ,Unknown,Staphylococcus agnetis,162
WP_105986390,gvpQ,Unknown,Staphylococcus chromogenes,162
WP_105978119,gvpQ,Unknown,Staphylococcus simulans,158
WP_104057595,gvpQ,Unknown,Jeotgalibacillus proteolyticus,149
WP_102335550,gvpQ,Unknown,Salimicrobium jeotgali,157
WP_101642270,gvpQ,Unknown,Peribacillus deserti,155
WP_101596084,gvpQ,Unknown,Bacillus sp. M6-12,148
WP_101568581,gvpQ,Unknown,Bacillaceae,155
WP_100408000,gvpQ,Unknown,Bacillus solitudinis,149
WP_100010260,gvpQ,Unknown,Lentibacillus sediminis,159
WP_098793108,gvpQ,Unknown,Priestia megaterium,157
WP_098438637,gvpQ,Unknown,Bacillus sp. es.034,157
WP_098432251,gvpQ,Unknown,Priestia megaterium,157
WP_098351408,gvpQ,Unknown,Bacillus sp. AFS015802,157
WP_098248027,gvpQ,Unknown,Priestia megaterium,161
WP_098112375,gvpQ,Unknown,Priestia aryabhattai,157
WP_096155009,gvpQ,Unknown,Bacillus,147
WP_095822103,gvpQ,Unknown,Salimicrobium humidisoli,157
WP_094886141,gvpQ,Unknown,Virgibacillus indicus,187
WP_093107179,gvpQ,Unknown,Salimicrobium album,157
WP_090080054,gvpQ,Unknown,Lentibacillus persicus,154
WP_089750578,gvpQ,Unknown,Halobacillus alkaliphilus,247
WP_089651260,gvpQ,Unknown,Halobacillus aidingensis,177
WP_089530669,gvpQ,Unknown,Virgibacillus necropolis,179
WP_089201246,gvpQ,Unknown,Paenibacillus xerothermodurans,143
WP_089061368,gvpQ,Unknown,Virgibacillus phasianinus,162
WP_088051999,gvpQ,Unknown,Virgibacillus dakarensis,187
WP_088048851,gvpQ,Unknown,Priestia aryabhattai,157
WP_088019258,gvpQ,Unknown,Sutcliffiella horikoshii,149
WP_087972333,gvpQ,Unknown,Oceanobacillus rekensis,188
WP_085622247,gvpQ,Unknown,Staphylococcus,162
WP_085505831,gvpQ,Unknown,Thalassobacillus devorans,201
WP_085028931,gvpQ,Unknown,Halobacillus mangrovi,168
WP_082231971,gvpQ,Unknown,Halobacillus massiliensis,186
WP_079526325,gvpQ,Unknown,Halobacillus hunanensis,152
WP_079514186,gvpQ,Unknown,Rossellomorea marisflavi,151
WP_078392698,gvpQ,Unknown,Shouchella patagoniensis,233
WP_077356281,gvpQ,Unknown,Virgibacillus halodenitrificans,154
WP_076767870,gvpQ,Unknown,Domibacillus epiphyticus,154
WP_076570739,gvpQ,Unknown,Salimicrobium salexigens,157
WP_075035377,gvpQ,Unknown,Halobacillus dabanensis,177
WP_074732992,gvpQ,Unknown,Halobacillus karajensis,177
WP_073202330,gvpQ,Unknown,Gracilibacillus kekensis,153
WP_071620633,gvpQ,Unknown,Rossellomorea aquimaris,163
WP_070864506,gvpQ,Unknown,Staphylococcus sp. HMSC061G12,162
WP_070625959,gvpQ,Unknown,Staphylococcus sp. HMSC056G08,156
WP_070462471,gvpQ,Unknown,Staphylococcus sp. HMSC10C03,156
WP_067726061,gvpQ,Unknown,Oceanobacillus damuensis,191
WP_066339801,gvpQ,Unknown,Metabacillus,146
WP_066205547,gvpQ,Unknown,Bacillus sp. FJAT-27225,142
WP_065409532,gvpQ,Unknown,Pseudobacillus wudalianchiensis,155
WP_064092055,gvpQ,Unknown,Rossellomorea aquimaris,158
WP_062441004,gvpQ,Unknown,Thalassobacillus devorans,201
WP_060674019,gvpQ,Unknown,Rossellomorea vietnamensis,157
WP_060552161,gvpQ,Unknown,Staphylococcus agnetis,162
WP_059173158,gvpQ,Unknown,Bacillus sp. FJAT-27445,148
WP_058306415,gvpQ,Unknown,Gracilibacillus massiliensis,153
WP_058300096,gvpQ,Unknown,[Bacillus] enclensis,163
WP_056828827,gvpQ,Unknown,Psychrobacillus sp. FJAT-21963,149
WP_054860101,gvpQ,Unknown,Gracilibacillus sp. JCM 18860,147
WP_053605468,gvpQ,Unknown,Bacillus,181
WP_053597577,gvpQ,Unknown,Bacillus sp. FJAT-18017,142
WP_053590914,gvpQ,Unknown,Bacillus sp. FJAT-22090,149
WP_053402985,gvpQ,Unknown,Priestia koreensis,143
WP_052158697,gvpQ,Unknown,Halobacillus sp. BBL2006,167
WP_051353181,gvpQ,Unknown,Thalassobacillus devorans,200
WP_051255066,gvpQ,Unknown,Pontibacillus marinus,196
WP_050690955,gvpQ,Unknown,Priestia megaterium,157
WP_049665788,gvpQ,Unknown,Bacillus sp. FJAT-27231,155
WP_048019586,gvpQ,Unknown,Priestia,157
WP_047971035,gvpQ,Unknown,Bacillus sp. LL01,149
WP_046585202,gvpQ,Unknown,Bacillus sp. SA1-12,146
