accession,gene_name,protein_name,organism,sequence_length
WP_287710854,gvpC,Unknown,Microcystis sp. M088S1,179
WP_287233103,gvpC,Unknown,Microcystis sp. Msp_OC_L_20101000_S702,212
WP_286823773,gvpC,Unknown,Microcystis sp. LSC13-02,179
WP_285265817,gvpC,Unknown,Halobacterium salinarum,285
WP_285254543,gvpC,Unknown,Halobacterium salinarum,285
WP_280801631,gvpC,Unknown,Anabaenopsis tanganyikae,197
WP_280701864,gvpC,Unknown,Umezakia ovalisporum,92
WP_280687725,gvpC,Unknown,Umezakia ovalisporum,114
WP_280686529,gvpC,Unknown,Umezakia ovalisporum,191
WP_280656286,gvpC,Unknown,Umezakia ovalisporum,92
WP_280656087,gvpC,Unknown,Chrysosporum bergii,124
WP_265902101,gvpC,Unknown,Trichothermofontia sichuanensis,490
WP_280793163,gvpC,Unknown,Anabaenopsis sp. FSS-46,157
WP_272076102,gvpC,Unknown,Microcystis aeruginosa,179
WP_272015597,gvpC,Unknown,Microcystis aeruginosa,212
WP_271953743,gvpC,Unknown,Microcystis aeruginosa,179
WP_271950582,gvpC,Unknown,Microcystis aeruginosa,212
WP_271918611,gvpC,Unknown,Microcystis aeruginosa,186
WP_271840279,gvpC,Unknown,Dolichospermum circinale,91
WP_271834635,gvpC,Unknown,Dolichospermum circinale,176
WP_271834373,gvpC,Unknown,Dolichospermum circinale,127
WP_271827293,gvpC,Unknown,Dolichospermum circinale,226
WP_271808097,gvpC,Unknown,Dolichospermum circinale,160
WP_271804689,gvpC,Unknown,Dolichospermum circinale,129
WP_271798725,gvpC,Unknown,Dolichospermum circinale,118
WP_271798502,gvpC,Unknown,Dolichospermum circinale,123
WP_271795299,gvpC,Unknown,Dolichospermum planctonicum,160
WP_271792203,gvpC,Unknown,Dolichospermum circinale,242
WP_016516775,gvpC,Unknown,Microcystis,212
WP_272092572,gvpC,Unknown,Nodularia spumigena,124
WP_272074943,gvpC,Unknown,Nodularia spumigena,124
WP_272074059,gvpC,Unknown,Nodularia spumigena,91
WP_272069028,gvpC,Unknown,Nodularia spumigena,157
WP_272058303,gvpC,Unknown,Nodularia spumigena,124
WP_272057934,gvpC,Unknown,Nodularia spumigena,96
WP_272057862,gvpC,Unknown,Nodularia spumigena,99
WP_272056281,gvpC,Unknown,Nodularia spumigena,190
WP_272052444,gvpC,Unknown,Nodularia spumigena,94
WP_272052259,gvpC,Unknown,Nodularia spumigena,105
WP_272051659,gvpC,Unknown,Nodularia spumigena,100
WP_272050832,gvpC,Unknown,Nodularia spumigena,66
WP_271940957,gvpC,Unknown,Nodularia spumigena,98
WP_271940585,gvpC,Unknown,Nodularia spumigena,90
WP_271933957,gvpC,Unknown,Nodularia spumigena,153
WP_271776130,gvpC,Unknown,Aphanizomenon sp. CS-733/32,131
WP_271763858,gvpC,Unknown,Anabaena sp. CS-542/02,86
WP_271763724,gvpC,Unknown,Anabaena sp. CS-542/02,75
WP_271732688,gvpC,Unknown,Anabaenopsis arnoldii,263
WP_260378304,gvpC,Unknown,Limnospira platensis,151
WP_260378303,gvpC,Unknown,Limnospira platensis,154
WP_258005119,gvpC,Unknown,Cylindrospermopsis raciborskii,228
WP_256860824,gvpC,Unknown,Cylindrospermopsis raciborskii,228
WP_244349415,gvpC,Unknown,Thermostichus vulcanus,372
WP_254035214,gvpC,Unknown,Planktothrix agardhii,245
WP_254032297,gvpC,Unknown,Planktothrix agardhii,245
WP_072721099,gvpC,Unknown,Planktothrix,128
WP_072717741,gvpC,Unknown,Planktothrix,340
WP_237994782,gvpC,Unknown,Nostoc sp. UHCC 0870,129
WP_045871375,gvpC,Unknown,unclassified Tolypothrix,162
WP_236142952,gvpC,Unknown,Nostoc sp. CMAA1605,127
WP_235277850,gvpC,Unknown,Synechococcus sp. Nb3U1,351
WP_231395486,gvpC,Unknown,Dolichospermum circinale,242
WP_229549583,gvpC,Unknown,Nostoc sp. CHAB 5836,139
WP_228116518,gvpC,Unknown,Limnospira indica,151
WP_012289628,gvpC,Unknown,Halobacterium,285
WP_049077807,gvpC,Unknown,Klebsiella,34
WP_227498172,gvpC,Unknown,Klebsiella pneumoniae,30
WP_227350262,gvpC,Unknown,Planktothrix agardhii,240
WP_168569946,gvpC,Unknown,Oxynema aestuarii,116
WP_220610465,gvpC,Unknown,Sphaerospermopsis torques-reginae,224
WP_208343882,gvpC,Unknown,Aetokthonos hydrillicola,123
WP_176705164,gvpC,Unknown,Halobacterium sp. GN101,285
WP_010890518,gvpC,Unknown,Halobacterium salinarum,382
WP_204152465,gvpC,Unknown,Leptolyngbya sp. CCY15150,380
WP_190828484,gvpC,Unknown,Iningainema tapete,151
WP_200989003,gvpC,Unknown,Anabaenopsis elenkinii,157
WP_200669296,gvpC,Unknown,Oxynema sp. CENA135,116
WP_200325473,gvpC,Unknown,Sphaerospermopsis aphanizomenoides,83
WP_199245640,gvpC,Unknown,[Phormidium] sp. ETS-05,356
WP_194059641,gvpC,Unknown,Sphaerospermopsis sp. LEGE 08334,224
WP_193942148,gvpC,Unknown,Sphaerospermopsis aphanizomenoides,224
WP_193938599,gvpC,Unknown,Cuspidothrix issatschenkoi,197
WP_193897363,gvpC,Unknown,Dolichospermum sp. LEGE 00240,197
WP_193871439,gvpC,Unknown,Planktothrix mougeotii,340
WP_193868805,gvpC,Unknown,Planktothrix mougeotii,128
WP_027402301,gvpC,Unknown,Aphanizomenonaceae,197
WP_045360983,gvpC,Unknown,Microcystis,212
WP_002736872,gvpC,Unknown,Microcystis,212
WP_191056389,gvpC,Unknown,Planktothrix sp. FACHB-1355,159
WP_190633451,gvpC,Unknown,unclassified Calothrix,164
WP_190546806,gvpC,Unknown,Calothrix,164
WP_190387979,gvpC,Unknown,Aphanizomenon,193
WP_190348517,gvpC,Unknown,unclassified Sphaerospermopsis,224
WP_137907518,gvpC,Unknown,Nostocales,226
WP_190798858,gvpC,Unknown,Leptolyngbya sp. FACHB-541,316
WP_190746797,gvpC,Unknown,Tolypothrix sp. FACHB-123,164
WP_190690775,gvpC,Unknown,Nostoc sp. FACHB-110,129
WP_190687569,gvpC,Unknown,Leptolyngbya sp. FACHB-671,316
WP_190643619,gvpC,Unknown,Oculatella sp. FACHB-28,316
WP_190601726,gvpC,Unknown,Richelia sinica,131
WP_190565274,gvpC,Unknown,Nostoc parmelioides,129
WP_190555770,gvpC,Unknown,Trichocoleus sp. FACHB-262,368
WP_190553741,gvpC,Unknown,Trichocoleus sp. FACHB-591,368
WP_190522989,gvpC,Unknown,Planktothrix sp. FACHB-1365,340
WP_190516869,gvpC,Unknown,Planktothrix sp. FACHB-1365,128
WP_190394103,gvpC,Unknown,Dolichospermum sp. FACHB-1091,226
WP_190370836,gvpC,Unknown,Anabaena sp. FACHB-1237,220
WP_187706901,gvpC,Unknown,Cylindrospermopsis curvispora,220
WP_187453983,gvpC,Unknown,Hymenobacter sp. BT491,28
WP_187040750,gvpC,Unknown,Sphaerospermopsis sp. LEGE 00249,224
WP_185239779,gvpC,Unknown,Microcystis aeruginosa,212
WP_179068243,gvpC,Unknown,Nostoc sp. C052,130
WP_179068233,gvpC,Unknown,Nostoc sp. C052,164
WP_169365365,gvpC,Unknown,Pseudanabaena yagii,378
WP_015080753,gvpC,Unknown,Nostocales,193
WP_168646606,gvpC,Unknown,Dolichospermum sp. UHCC 0259,163
WP_168634592,gvpC,Unknown,Dolichospermum sp. UHCC 0260,27
WP_168467314,gvpC,Unknown,Aphanizomenon sp. UHCC 0183,29
WP_168360188,gvpC,Unknown,Dolichospermum planctonicum,226
WP_167720341,gvpC,Unknown,Tolypothrix sp. PCC 7910,162
WP_159292077,gvpC,Unknown,Microcystis aeruginosa,212
WP_158202261,gvpC,Unknown,Microcystis aeruginosa,179
WP_156035646,gvpC,Unknown,Caulobacter sp. UNC358MFTsu5.1,28
WP_155726662,gvpC,Unknown,Microcystis aeruginosa,125
WP_155035389,gvpC,Unknown,Myroides pelagicus,29
WP_011316975,gvpC,Unknown,Nostocaceae,129
WP_152088752,gvpC,Unknown,Limnospira platensis,145
WP_151694539,gvpC,Unknown,Microcystis aeruginosa,212
WP_150976214,gvpC,Unknown,Microcystis aeruginosa,179
WP_143985976,gvpC,Unknown,Microlunatus elymi,1026
WP_108937054,gvpC,Unknown,Microcystis sp. 0824,212
WP_096607482,gvpC,Unknown,Calothrix sp. NIES-2100,164
WP_079680555,gvpC,Unknown,Planktothrix sp. PCC 11201,340
WP_015171019,gvpC,Unknown,Geitlerinema sp. PCC 7407,353
WP_099812338,gvpC,Unknown,Cyanophyceae,340
WP_053538585,gvpC,Unknown,Nostocales,193
WP_147068960,gvpC,Unknown,Microcystis aeruginosa,179
WP_057178840,gvpC,Unknown,Cylindrospermopsis,220
WP_139263979,gvpC,Unknown,Bacillus licheniformis,30
WP_139517898,gvpC,Unknown,Hymenobacter jejuensis,28
WP_096567136,gvpC,Unknown,Sphaerospermopsis kisseleviana,224
WP_083620238,gvpC,Unknown,Planktothrix serta,339
WP_071242073,gvpC,Unknown,Cylindrospermopsis raciborskii,220
WP_010996410,gvpC,Unknown,Nostocaceae,129
WP_006276394,gvpC,Unknown,Cylindrospermopsis raciborskii,220
WP_002786495,gvpC,Unknown,Microcystis aeruginosa,179
WP_103136391,gvpC,Unknown,Nostoc sp. CENA543,127
WP_061547067,gvpC,Unknown,Cylindrospermopsis raciborskii,220
WP_028091212,gvpC,Unknown,Dolichospermum circinale,226
WP_027250420,gvpC,Unknown,Planktothrix agardhii,221
WP_115538950,gvpC,Unknown,Cylindrospermopsis raciborskii,220
WP_062945790,gvpC,Unknown,Limnospira platensis,284
WP_083621870,gvpC,Unknown,Planktothrix paucivesiculata,340
WP_139121079,gvpC,Unknown,Pseudomonas mosselii,33
WP_079209052,gvpC,Unknown,Microcystis aeruginosa,212
WP_039203150,gvpC,Unknown,Aphanizomenon flos-aquae,127
WP_026794296,gvpC,Unknown,Planktothrix,240
WP_008204983,gvpC,Unknown,Microcystis,212
WP_002755323,gvpC,Unknown,Microcystis aeruginosa,212
WP_118171794,gvpC,Unknown,Nostoc sphaeroides,164
WP_107805939,gvpC,Unknown,Nodularia spumigena,256
WP_071250841,gvpC,Unknown,Cylindrospermopsis raciborskii,220
WP_046662314,gvpC,Unknown,Microcystis aeruginosa,212
WP_028084275,gvpC,Unknown,Dolichospermum circinale,226
WP_002780277,gvpC,Unknown,Microcystis aeruginosa,212
WP_125730534,gvpC,Unknown,Microcystis viridis,212
WP_063873376,gvpC,Unknown,Nodularia spumigena,223
WP_046278435,gvpC,Unknown,Limnoraphis robusta,128
WP_012266563,gvpC,Unknown,Microcystis aeruginosa,212
WP_110578362,gvpC,Unknown,Microcystis aeruginosa,212
WP_096668701,gvpC,Unknown,Dolichospermum compactum,197
WP_085729044,gvpC,Unknown,Cylindrospermopsis raciborskii,220
WP_052277529,gvpC,Unknown,Microcystis,179
WP_042152737,gvpC,Unknown,Planktothrix agardhii,240
WP_026798481,gvpC,Unknown,Planktothrix prolifica,135
WP_024969460,gvpC,Unknown,Microcystis aeruginosa,179
WP_017803925,gvpC,Unknown,Nodularia spumigena,175
WP_002794956,gvpC,Unknown,Microcystis aeruginosa,212
WP_002747928,gvpC,Unknown,Microcystis aeruginosa,212
WP_137668583,gvpC,Unknown,Sphaerospermopsis reniformis,224
