accession,gene_name,protein_name,organism,sequence_length
WP_266077544,gvpG,Unknown,Haladaptatus caseinilyticus,84
WP_256684661,gvpG,Unknown,Halococcus qingdaonensis,83
WP_256531058,gvpG,Unknown,Halovivax cerinus,84
WP_256394862,gvpG,Unknown,Halohasta litorea,83
WP_256392404,gvpG,Unknown,Natronoarchaeum rubrum,84
WP_254863318,gvpG,Unknown,Halovivax gelatinilyticus,84
WP_254545004,gvpG,Unknown,Halomarina pelagica,83
WP_254535118,gvpG,Unknown,Halomarina litorea,83
WP_253738028,gvpG,Unknown,Halohasta salina,83
WP_250874942,gvpG,Unknown,Halomarina rubra,84
WP_248909847,gvpG,Unknown,Halocatena marina,84
WP_248905495,gvpG,Unknown,Halocatena marina,83
WP_247995708,gvpG,Unknown,Halocatena salina,83
WP_247729009,gvpG,Unknown,Halovivax limisalsi,84
WP_247416655,gvpG,Unknown,Halomarina salina,84
WP_232702620,gvpG,Unknown,Halobacterium wangiae,84
WP_227775556,gvpG,Unknown,Haladaptatus pallidirubidus,84
WP_227380744,gvpG,Unknown,Haladaptatus halobius,84
WP_227373854,gvpG,Unknown,Haladaptatus halobius,84
WP_227354240,gvpG,Unknown,Haladaptatus salinisoli,84
WP_224447733,gvpG,Unknown,Haloprofundus salilacus,85
WP_224332748,gvpG,Unknown,Haloprofundus halobius,85
WP_224270099,gvpG,Unknown,Haloprofundus salinisoli,85
WP_207269315,gvpG,Unknown,Natrinema longum,83
WP_188786679,gvpG,Unknown,Halobellus salinus,83
WP_181692582,gvpG,Unknown,Natronomonas sp. LN261,83
WP_179267284,gvpG,Unknown,Halorarum salinum,85
WP_179170136,gvpG,Unknown,Halorarum halophilum,85
WP_178335389,gvpG,Unknown,Natronomonas salina,85
WP_163487432,gvpG,Unknown,Halogeometricum borinquense,83
WP_162413125,gvpG,Unknown,Haloarcula salina,83
WP_160134861,gvpG,Unknown,Halococcus salsus,83
WP_158205685,gvpG,Unknown,Halomarina oriensis,84
WP_158056333,gvpG,Unknown,Halorussus halophilus,84
WP_145843679,gvpG,Unknown,Salarchaeum sp. JOR-1,83
WP_144261478,gvpG,Unknown,Haloglomus irregulare,83
WP_129786389,gvpG,Unknown,Halogeometricum borinquense,83
WP_129115142,gvpG,Unknown,Halegenticoccus tardaugens,83
WP_124955531,gvpG,Unknown,Halocatena pleomorpha,84
WP_124954516,gvpG,Unknown,Halocatena pleomorpha,83
WP_122090609,gvpG,Unknown,Halalkalicoccus subterraneus,84
WP_120074903,gvpG,Unknown,Halococcus sp. IIIV-5B,83
WP_117592716,gvpG,Unknown,Haloprofundus,85
WP_103426140,gvpG,Unknown,Salinigranum rubrum,83
WP_101296551,gvpG,Unknown,Halegenticoccus soli,83
WP_097009059,gvpG,Unknown,Natronoarchaeum philippinense,84
WP_094525168,gvpG,Unknown,unclassified Halorubrum,83
WP_092892792,gvpG,Unknown,Halopelagius inordinatus,84
WP_089878757,gvpG,Unknown,Halogeometricum limi,83
WP_089821087,gvpG,Unknown,Halogranum amylolyticum,83
WP_089805788,gvpG,Unknown,Halogeometricum,83
WP_089671672,gvpG,Unknown,Halohasta litchfieldiae,83
WP_089386079,gvpG,Unknown,Halorubrum vacuolatum,83
WP_076429428,gvpG,Unknown,Haladaptatus litoreus,84
WP_069451067,gvpG,Unknown,unclassified Haladaptatus,84
WP_066382954,gvpG,Unknown,Halalkalicoccus paucihalophilus,84
WP_066146109,gvpG,Unknown,unclassified Haladaptatus,84
WP_058580752,gvpG,Unknown,Haloprofundus marisrubri,85
WP_049998362,gvpG,Unknown,Halococcus sediminicola,84
WP_049970410,gvpG,Unknown,Haladaptatus cibarius,84
WP_049934588,gvpG,Unknown,Haloplanus natans,83
WP_049898788,gvpG,Unknown,Halococcus agarilyticus,83
WP_021056298,gvpG,Unknown,Haloquadratum walsbyi,83
WP_015408781,gvpG,Unknown,Natronomonas moolapensis,83
WP_015301135,gvpG,Unknown,Halovivax ruber,84
WP_011571051,gvpG,Unknown,Haloquadratum walsbyi,83
WP_008416650,gvpG,Unknown,Halalkalicoccus jeotgali,84
WP_008389628,gvpG,Unknown,Halogeometricum pallidum,83
WP_007739250,gvpG,Unknown,Halococcus,83
WP_007704304,gvpG,Unknown,Halovivax asiaticus,84
WP_007695229,gvpG,Unknown,Halococcus hamelinensis,83
WP_006056153,gvpG,Unknown,Halogeometricum borinquense,83
WP_005043852,gvpG,Unknown,Halococcus,83
WP_012289627,gvpG,Unknown,Halobacterium,83
WP_010890523,gvpG,Unknown,Halobacterium salinarum,83
