accession,gene_name,protein_name,organism,sequence_length
WP_336344900,gvpM,Unknown,Halalkalicoccus ordinarius,107
WP_332897847,gvpM,Unknown,Haladaptatus sp. CMSO5,80
WP_332321137,gvpM,Unknown,Halodesulfurarchaeum sp.,95
WP_331236520,gvpM,Unknown,Natronorarus salvus,99
WP_323172440,gvpM,Unknown,Natrialba sp. PRR66,119
WP_312909401,gvpM,Unknown,Natronosalvus caseinilyticus,130
WP_310927101,gvpM,Unknown,Halogeometricum luteum,90
WP_310923159,gvpM,Unknown,Halogeometricum salsisoli,90
WP_310905590,gvpM,Unknown,Natrinema sp. 1APR25-10V2,107
WP_310737321,gvpM,Unknown,Natronoarchaeum rubrum,235
WP_306756663,gvpM,Unknown,Natronolimnohabitans sp. A-GB9,109
WP_306059431,gvpM,Unknown,Natronococcus wangiae,120
WP_304447139,gvpM,Unknown,Halomarina ordinaria,91
WP_293032465,gvpM,Unknown,Natronococcus sp.,97
WP_290814043,gvpM,Unknown,Halovivax sp.,135
WP_286047215,gvpM,Unknown,Halalkalicoccus sp. NIPERK01,91
WP_286046596,gvpM,Unknown,Halalkalicoccus sp. NIPERK01,90
WP_285927303,gvpM,Unknown,Natrialbaceae archaeon AArc-T1-2,94
WP_285270938,gvpM,Unknown,Halobacterium salinarum,65
WP_283835222,gvpM,Unknown,Halostagnicola sp. A-GB9-2,118
WP_278302657,gvpM,Unknown,Natronococcus sp. A-GB7,97
WP_276304820,gvpM,Unknown,Halomarina halobia,96
WP_276254233,gvpM,Unknown,Halomontanus rarus,134
WP_276245667,gvpM,Unknown,unclassified Haladaptatus,86
WP_273740714,gvpM,Unknown,Natrinema soli,107
WP_267643768,gvpM,Unknown,Haloarchaeobius amylolyticus,76
WP_267623167,gvpM,Unknown,Halobium salinum,99
WP_266077532,gvpM,Unknown,Haladaptatus caseinilyticus,82
WP_265111926,gvpM,Unknown,Halosolutus halophilus,133
WP_264780676,gvpM,Unknown,Haladaptatus sp. T7,82
WP_264554962,gvpM,Unknown,Halocatena marina,80
WP_263019424,gvpM,Unknown,Natronobiforma cellulositropha,93
WP_256684652,gvpM,Unknown,Halococcus qingdaonensis,94
WP_256531053,gvpM,Unknown,Halovivax cerinus,108
WP_256418762,gvpM,Unknown,Halorubrum laminariae,84
WP_255194566,gvpM,Unknown,Natronobeatus ordinarius,110
WP_255167822,gvpM,Unknown,Natrononativus amylolyticus,91
WP_254863322,gvpM,Unknown,Halovivax gelatinilyticus,100
WP_254765728,gvpM,Unknown,Salinilacihabitans rarus,105
WP_254545008,gvpM,Unknown,Halomarina pelagica,98
WP_254535122,gvpM,Unknown,Halomarina litorea,103
WP_254530680,gvpM,Unknown,Natrinema gelatinilyticum,107
WP_254524029,gvpM,Unknown,Natrinema caseinilyticum,105
WP_254158041,gvpM,Unknown,Natronosalvus rutilus,129
WP_253437686,gvpM,Unknown,Natronosalvus halobius,137
WP_252700529,gvpM,Unknown,Natronosalvus vescus,137
WP_251344607,gvpM,Unknown,Haloplanus halophilus,85
WP_250874947,gvpM,Unknown,Halomarina rubra,81
WP_250139726,gvpM,Unknown,Halosolutus amylolyticus,129
WP_248909844,gvpM,Unknown,Halocatena marina,84
WP_248905509,gvpM,Unknown,Halocatena marina,80
WP_247995716,gvpM,Unknown,Halocatena salina,80
WP_247729014,gvpM,Unknown,Halovivax limisalsi,108
WP_247416663,gvpM,Unknown,Halomarina salina,81
WP_247001162,gvpM,Unknown,Halosolutus gelatinilyticus,115
WP_246971322,gvpM,Unknown,Natribaculum luteum,102
WP_241175274,gvpM,Unknown,Natronolimnobius sp. AArcel1,103
WP_232702625,gvpM,Unknown,Halobacterium wangiae,101
WP_231183152,gvpM,Unknown,Haladaptatus sp. DYF46,82
WP_227775550,gvpM,Unknown,Haladaptatus pallidirubidus,82
WP_227380750,gvpM,Unknown,Haladaptatus halobius,82
WP_227373859,gvpM,Unknown,Haladaptatus halobius,82
WP_227354234,gvpM,Unknown,Haladaptatus salinisoli,82
WP_226479402,gvpM,Unknown,Natrinema amylolyticum,107
WP_226041785,gvpM,Unknown,Natrinema sp. DC36,107
WP_226007118,gvpM,Unknown,Natrinema salinisoli,107
WP_224827370,gvpM,Unknown,Saliphagus infecundisoli,93
WP_224447727,gvpM,Unknown,Haloprofundus salilacus,102
WP_224332742,gvpM,Unknown,Haloprofundus halobius,103
WP_224270094,gvpM,Unknown,Haloprofundus salinisoli,103
WP_222918718,gvpM,Unknown,Natrinema sp. SYSU A 869,109
WP_220580826,gvpM,Unknown,Haloarcula nitratireducens,92
WP_218780597,gvpM,Unknown,Halorarum halophilum,177
WP_207587690,gvpM,Unknown,Halomontanus rarus,135
WP_207288908,gvpM,Unknown,Haloterrigena alkaliphila,112
WP_207269851,gvpM,Unknown,Natrinema longum,107
WP_204747362,gvpM,Unknown,Haloterrigena salifodinae,78
WP_191451855,gvpM,Unknown,Halogeometricum sp. CBA1124,82
WP_188786675,gvpM,Unknown,Halobellus salinus,77
WP_181692588,gvpM,Unknown,Natronomonas sp. LN261,83
WP_180841481,gvpM,Unknown,Natrinema zhouii,107
WP_179259827,gvpM,Unknown,Natrinema halophilum,119
WP_178335395,gvpM,Unknown,Natronomonas salina,90
WP_167937484,gvpM,Unknown,Natronococcus sp. JC468,97
WP_163487438,gvpM,Unknown,Halogeometricum borinquense,93
WP_162413120,gvpM,Unknown,Haloarcula salina,94
WP_162318747,gvpM,Unknown,Haloarcula limicola,91
WP_160134856,gvpM,Unknown,Halococcus salsus,97
WP_160063325,gvpM,Unknown,Natronorubrum halalkaliphilum,133
WP_160047074,gvpM,Unknown,Natrialba sp. INN-245,104
WP_158205689,gvpM,Unknown,Halomarina oriensis,82
WP_158056328,gvpM,Unknown,Halorussus halophilus,110
WP_152943439,gvpM,Unknown,Natronorubrum aibiense,108
WP_149081293,gvpM,Unknown,Natrialba swarupiae,104
WP_148860453,gvpM,Unknown,Natronococcus pandeyae,117
WP_145843674,gvpM,Unknown,Salarchaeum sp. JOR-1,82
WP_144261472,gvpM,Unknown,Haloglomus irregulare,68
WP_141465882,gvpM,Unknown,Salinadaptatus halalkaliphilus,82
WP_138780127,gvpM,Unknown,Haloterrigena sp. H1,103
WP_138244848,gvpM,Unknown,Natrinema versiforme,107
WP_137288338,gvpM,Unknown,Natronorubrum halophilum,119
WP_135305020,gvpM,Unknown,Haloarcula amylovorans,92
WP_130499839,gvpM,Unknown,Natrinema hispanicum,107
WP_130170640,gvpM,Unknown,Natrinema altunense,106
WP_124955536,gvpM,Unknown,Halocatena pleomorpha,80
WP_124954509,gvpM,Unknown,Halocatena pleomorpha,74
WP_124194929,gvpM,Unknown,Natrarchaeobius chitinivorans,120
WP_124177945,gvpM,Unknown,Natrarchaeobius halalkaliphilus,99
WP_122090603,gvpM,Unknown,Halalkalicoccus subterraneus,101
WP_121744357,gvpM,Unknown,Natronorubrum halophilum,119
WP_120244192,gvpM,Unknown,Halopiger aswanensis,114
WP_120074913,gvpM,Unknown,Halococcus sp. IIIV-5B,97
WP_117592705,gvpM,Unknown,Haloprofundus,103
WP_117368785,gvpM,Unknown,Natrarchaeobaculum sulfurireducens,96
WP_117364018,gvpM,Unknown,Natrarchaeobaculum sulfurireducens,96
WP_114575679,gvpM,Unknown,Saliphagus sp. LR7,93
WP_098726922,gvpM,Unknown,Natrinema sp. CBA1119,105
WP_097380009,gvpM,Unknown,Natrinema ejinorense,107
WP_097009054,gvpM,Unknown,Natronoarchaeum philippinense,167
WP_094590558,gvpM,Unknown,Halorubrum sp. Hd13,79
WP_094526892,gvpM,Unknown,Halorubrum sp. Ea8,79
WP_094525171,gvpM,Unknown,unclassified Halorubrum,79
WP_092931057,gvpM,Unknown,Natrinema hispanicum,107
WP_092902474,gvpM,Unknown,Halostagnicola kamekurae,117
WP_092892780,gvpM,Unknown,Halopelagius inordinatus,96
WP_092733800,gvpM,Unknown,Halopenitus persicus,85
WP_092531734,gvpM,Unknown,Halopelagius longus,98
WP_090613406,gvpM,Unknown,Natrinema salaciae,122
WP_090506846,gvpM,Unknown,Natronorubrum sediminis,98
WP_090381746,gvpM,Unknown,Natronobacterium texcoconense,97
WP_090303669,gvpM,Unknown,Natronorubrum texcoconense,118
WP_089878771,gvpM,Unknown,Halogeometricum limi,86
WP_089869451,gvpM,Unknown,Halogranum rubrum,79
WP_089821081,gvpM,Unknown,Halogranum amylolyticum,79
WP_089805780,gvpM,Unknown,Halogeometricum rufum,82
WP_089789135,gvpM,Unknown,Natronobacterium haloterrestre,114
WP_089671666,gvpM,Unknown,Halohasta litchfieldiae,147
WP_089386084,gvpM,Unknown,Halorubrum vacuolatum,75
WP_082146665,gvpM,Unknown,Halostagnicola sp. A56,117
WP_076608225,gvpM,Unknown,Natronorubrum thiooxidans,107
WP_076582318,gvpM,Unknown,Natronorubrum daqingense,98
WP_076429417,gvpM,Unknown,Haladaptatus litoreus,82
WP_076144956,gvpM,Unknown,Natrinema saccharevitans,126
WP_071399860,gvpM,Unknown,Natrialba sp. SSL1,126
WP_071391206,gvpM,Unknown,Haloprofundus marisrubri,122
WP_066384858,gvpM,Unknown,Halalkalicoccus paucihalophilus,90
WP_066382965,gvpM,Unknown,Halalkalicoccus paucihalophilus,103
WP_066146128,gvpM,Unknown,unclassified Haladaptatus,82
WP_054862711,gvpM,Unknown,Natronolimnobius baerhuensis,103
WP_049998356,gvpM,Unknown,Halococcus sediminicola,89
WP_049989784,gvpM,Unknown,Natrinema salifodinae,121
WP_049970416,gvpM,Unknown,Haladaptatus cibarius,82
WP_049966626,gvpM,Unknown,Natrinema thermotolerans,117
WP_049953137,gvpM,Unknown,Halostagnicola larsenii,102
WP_049934347,gvpM,Unknown,Haloplanus natans,82
WP_049926884,gvpM,Unknown,Halopiger goleimassiliensis,93
WP_049924570,gvpM,Unknown,Halopiger djelfimassiliensis,108
WP_049898780,gvpM,Unknown,Halococcus agarilyticus,98
WP_021056292,gvpM,Unknown,Haloquadratum walsbyi,72
WP_015408787,gvpM,Unknown,Natronomonas moolapensis,69
WP_015322031,gvpM,Unknown,Natronococcus occultus,98
WP_015301140,gvpM,Unknown,Halovivax ruber,125
WP_013878369,gvpM,Unknown,Halopiger xanaduensis,114
WP_012943527,gvpM,Unknown,Haloterrigena turkmenica,142
WP_012289625,gvpM,Unknown,Halobacterium,73
WP_011571045,gvpM,Unknown,Haloquadratum walsbyi,72
WP_010890529,gvpM,Unknown,Halobacterium salinarum,84
WP_009366036,gvpM,Unknown,Halogranum rubrum,79
WP_008424566,gvpM,Unknown,Natronococcus jeotgali,97
WP_008416643,gvpM,Unknown,Halalkalicoccus jeotgali,105
WP_008389618,gvpM,Unknown,Halogeometricum pallidum,82
WP_008159405,gvpM,Unknown,Natronorubrum sulfidifaciens,88
WP_008012779,gvpM,Unknown,Natrinema limicola,107
WP_007982684,gvpM,Unknown,Haladaptatus paucihalophilus,82
WP_007739237,gvpM,Unknown,Halococcus thailandensis,78
WP_007704297,gvpM,Unknown,Halovivax asiaticus,110
WP_007695218,gvpM,Unknown,Halococcus hamelinensis,95
WP_007260753,gvpM,Unknown,Natronolimnohabitans innermongolicus,109
WP_007143594,gvpM,Unknown,Natronobacterium lacisalsi,114
WP_007109517,gvpM,Unknown,Natrinema altunense,106
WP_006824691,gvpM,Unknown,Natrialba taiwanensis,119
WP_006672163,gvpM,Unknown,Halobiforma nitratireducens,122
WP_006665992,gvpM,Unknown,Natrialba aegyptia,119
WP_006651604,gvpM,Unknown,Natrialba hulunbeirensis,126
WP_006432769,gvpM,Unknown,Natrinema versiforme,109
WP_006184750,gvpM,Unknown,Natrinema pallidum,106
WP_006182086,gvpM,Unknown,Natrinema pellirubrum,117
WP_006168090,gvpM,Unknown,Natrialba chahannaoensis,126
WP_006108421,gvpM,Unknown,Natrialba asiatica,114
WP_006088505,gvpM,Unknown,Natronorubrum tibetense,114
WP_006076718,gvpM,Unknown,Halococcus saccharolyticus,105
WP_006067834,gvpM,Unknown,Natronorubrum bangense,100
WP_006056159,gvpM,Unknown,Halogeometricum borinquense,92
WP_005580856,gvpM,Unknown,Natronobacterium gregoryi,93
WP_005558090,gvpM,Unknown,Natronococcus,97
WP_005043866,gvpM,Unknown,Halococcus,89
WP_004213832,gvpM,Unknown,Natrialba magadii,126
WP_004051399,gvpM,Unknown,Halococcus,95
