accession,gene_name,protein_name,organism,sequence_length
WP_353880010,gvpT,Unknown,Priestia megaterium,161
WP_116738737,gvpT,Unknown,Priestia,289
WP_348027694,gvpT,Unknown,Aciduricibacillus chroicocephali,172
WP_347548463,gvpT,Unknown,Guptibacillus hwajinpoensis,160
WP_079514184,gvpT,Unknown,Rossellomorea,150
WP_342825628,gvpT,Unknown,Metabacillus indicus,251
WP_342797110,gvpT,Unknown,Domibacillus sp. 8LH,610
WP_339147364,gvpT,Unknown,unclassified Sutcliffiella,144
WP_341982173,gvpT,Unknown,Rossellomorea oryzaecorticis,287
WP_341982148,gvpT,Unknown,Rossellomorea oryzaecorticis,163
WP_144644432,gvpT,Unknown,Priestia,291
WP_341357204,gvpT,Unknown,Rossellomorea sp. y25,163
WP_251284957,gvpT,Unknown,unclassified Cytobacillus,726
WP_088048852,gvpT,Unknown,Priestia,161
WP_339997197,gvpT,Unknown,Priestia aryabhattai,297
WP_043981351,gvpT,Unknown,Priestia,161
WP_338788751,gvpT,Unknown,Metabacillus rhizosphaerae,151
WP_338779387,gvpT,Unknown,Metabacillus sediminis,213
WP_034265332,gvpT,Unknown,Priestia,284
WP_336882887,gvpT,Unknown,Priestia koreensis,154
WP_336116834,gvpT,Unknown,Priestia megaterium,154
WP_335961861,gvpT,Unknown,Halalkalibacter kiskunsagensis,229
WP_335961849,gvpT,Unknown,Halalkalibacter kiskunsagensis,155
WP_335560882,gvpT,Unknown,Neobacillus vireti,549
WP_335537852,gvpT,Unknown,Priestia megaterium,149
WP_335513843,gvpT,Unknown,Neobacillus vireti,434
WP_335433540,gvpT,Unknown,Priestia megaterium,161
WP_336200769,gvpT,Unknown,Rossellomorea sp. LJF3,285
WP_336200763,gvpT,Unknown,Rossellomorea sp. LJF3,162
WP_251533621,gvpT,Unknown,Priestia,292
WP_251460721,gvpT,Unknown,Priestia,158
WP_334217039,gvpT,Unknown,Mangrovibacillus sp. Mu-81,159
WP_332698339,gvpT,Unknown,Halalkalibacter lacteus,150
WP_328245396,gvpT,Unknown,Priestia megaterium,292
WP_328234882,gvpT,Unknown,Priestia megaterium,293
WP_328179649,gvpT,Unknown,Priestia aryabhattai,161
WP_328174349,gvpT,Unknown,Priestia aryabhattai,161
WP_328141314,gvpT,Unknown,Priestia aryabhattai,161
WP_328141313,gvpT,Unknown,Priestia aryabhattai,290
WP_328132922,gvpT,Unknown,Priestia aryabhattai,291
WP_328106336,gvpT,Unknown,Priestia megaterium,161
WP_328106331,gvpT,Unknown,Priestia megaterium,291
WP_327078212,gvpT,Unknown,Priestia megaterium,296
WP_243549529,gvpT,Unknown,Priestia,294
WP_186807068,gvpT,Unknown,Priestia,291
WP_139223341,gvpT,Unknown,Fictibacillus sp. B-59209,136
WP_012960866,gvpT,Unknown,Alkalihalophilus,158
WP_328091067,gvpT,Unknown,Fictibacillus sp. B-59209,294
WP_326240882,gvpT,Unknown,Alkalihalophilus marmarensis,156
WP_326183357,gvpT,Unknown,Virgibacillus halodenitrificans,161
WP_326183355,gvpT,Unknown,Virgibacillus halodenitrificans,260
WP_057244334,gvpT,Unknown,Priestia megaterium,291
WP_224771432,gvpT,Unknown,Metabacillus idriensis,161
WP_223439404,gvpT,Unknown,Metabacillus dongyingensis,277
WP_179126092,gvpT,Unknown,Rossellomorea vietnamensis,284
WP_115654394,gvpT,Unknown,Priestia,161
WP_057273577,gvpT,Unknown,Priestia megaterium,161
WP_057244327,gvpT,Unknown,Priestia,158
WP_048019585,gvpT,Unknown,Priestia,161
WP_034764904,gvpT,Unknown,Rossellomorea vietnamensis,160
WP_033580315,gvpT,Unknown,Priestia,161
WP_028414536,gvpT,Unknown,Priestia,161
WP_028409331,gvpT,Unknown,Priestia,161
WP_025751001,gvpT,Unknown,Priestia,161
WP_014459199,gvpT,Unknown,Priestia,161
WP_013057999,gvpT,Unknown,Priestia,161
WP_320518601,gvpT,Unknown,Priestia megaterium,291
WP_251392290,gvpT,Unknown,Priestia,158
WP_320155014,gvpT,Unknown,Metabacillus indicus,163
WP_320155010,gvpT,Unknown,Metabacillus indicus,253
WP_320324182,gvpT,Unknown,Rossellomorea sp. YZS02,163
WP_318331168,gvpT,Unknown,Priestia megaterium,161
WP_317947950,gvpT,Unknown,Rossellomorea marisflavi,155
WP_317121873,gvpT,Unknown,Alkalihalophilus lindianensis,150
WP_208733212,gvpT,Unknown,Priestia,161
WP_181903738,gvpT,Unknown,Priestia,289
WP_315906208,gvpT,Unknown,Priestia koreensis,228
WP_315906206,gvpT,Unknown,Priestia koreensis,156
WP_315691859,gvpT,Unknown,Domibacillus sp. DTU_2020_1001157_1_SI_ALB_TIR_016,606
WP_315635243,gvpT,Unknown,Rossellomorea yichunensis,163
WP_114896027,gvpT,Unknown,Priestia,158
WP_047750452,gvpT,Unknown,Priestia,161
WP_045294299,gvpT,Unknown,Priestia,293
WP_310324024,gvpT,Unknown,Priestia megaterium,288
WP_309193712,gvpT,Unknown,Metabacillus idriensis,279
WP_309193704,gvpT,Unknown,Metabacillus idriensis,161
WP_098196730,gvpT,Unknown,Priestia,161
WP_075421051,gvpT,Unknown,Priestia,161
WP_064471875,gvpT,Unknown,Priestia,161
WP_307439253,gvpT,Unknown,Bacillus sp. V2I10,161
WP_303526601,gvpT,Unknown,Priestia megaterium,292
WP_303526575,gvpT,Unknown,Priestia megaterium,161
WP_304653932,gvpT,Unknown,Domibacillus sp. PGB-M46,580
WP_299745363,gvpT,Unknown,uncultured Rossellomorea sp.,163
WP_290098712,gvpT,Unknown,Priestia megaterium,292
WP_221781309,gvpT,Unknown,Priestia,161
WP_289235468,gvpT,Unknown,Alkalihalophilus pseudofirmus,158
WP_286166299,gvpT,Unknown,Peribacillus frigoritolerans,161
WP_286170890,gvpT,Unknown,Bacillus sp. NTK071,157
WP_097822819,gvpT,Unknown,Priestia megaterium,161
WP_223439389,gvpT,Unknown,Metabacillus,161
WP_283875885,gvpT,Unknown,Virgibacillus halodenitrificans,260
WP_284015953,gvpT,Unknown,Metabacillus hrfriensis,277
WP_282278299,gvpT,Unknown,Priestia megaterium,292
WP_282278291,gvpT,Unknown,Priestia megaterium,158
WP_282034398,gvpT,Unknown,Metabacillus indicus,252
WP_279772942,gvpT,Unknown,Priestia megaterium,302
WP_279725401,gvpT,Unknown,Rossellomorea sp. DA94,163
WP_279725397,gvpT,Unknown,Rossellomorea sp. DA94,276
WP_277447553,gvpT,Unknown,unclassified Priestia,292
WP_274862595,gvpT,Unknown,Priestia aryabhattai,291
WP_273851746,gvpT,Unknown,Guptibacillus spartinae,159
WP_273831847,gvpT,Unknown,Guptibacillus sedimenti,161
WP_272767149,gvpT,Unknown,Priestia megaterium,287
WP_269871181,gvpT,Unknown,Priestia megaterium,292
WP_268575634,gvpT,Unknown,Priestia megaterium,292
WP_268575629,gvpT,Unknown,Priestia megaterium,161
WP_265409668,gvpT,Unknown,Fictibacillus sp. KU28468,286
WP_265409662,gvpT,Unknown,Fictibacillus sp. KU28468,136
WP_264408011,gvpT,Unknown,Priestia megaterium,161
WP_261749223,gvpT,Unknown,Rossellomorea vietnamensis,160
WP_261131331,gvpT,Unknown,Bacillus sp. Marseille-Q3570,148
WP_258264476,gvpT,Unknown,Rossellomorea sp. SC111,163
WP_257962525,gvpT,Unknown,Bacillus sp. UMB0893,161
WP_257347632,gvpT,Unknown,Pseudalkalibacillus decolorationis,154
WP_256224502,gvpT,Unknown,Fictibacillus sp. WQ 8-8,288
WP_254652690,gvpT,Unknown,Rossellomorea sp. KS-H15a,163
WP_252189257,gvpT,Unknown,Rossellomorea vietnamensis,160
WP_251606721,gvpT,Unknown,Priestia koreensis,228
WP_251466566,gvpT,Unknown,Priestia megaterium,290
WP_251403824,gvpT,Unknown,Rossellomorea marisflavi,150
WP_251392298,gvpT,Unknown,Priestia aryabhattai,293
WP_251273903,gvpT,Unknown,Domibacillus indicus,597
WP_251224770,gvpT,Unknown,Halalkalibacter oceani,150
WP_248253803,gvpT,Unknown,Fictibacillus marinisediminis,135
WP_248253795,gvpT,Unknown,Fictibacillus marinisediminis,288
WP_246231610,gvpT,Unknown,Sporosarcina jiandibaonis,157
WP_246188259,gvpT,Unknown,Metabacillus lacus,152
WP_245671125,gvpT,Unknown,Pseudobacillus wudalianchiensis,157
WP_244752027,gvpT,Unknown,Halobacillus shinanisalinarum,166
WP_243602434,gvpT,Unknown,Virgibacillus halodenitrificans,263
WP_243602152,gvpT,Unknown,Virgibacillus halodenitrificans,161
WP_243556464,gvpT,Unknown,Priestia megaterium,161
WP_242175259,gvpT,Unknown,Priestia koreensis,225
WP_242057214,gvpT,Unknown,Guptibacillus hwajinpoensis,162
WP_241773290,gvpT,Unknown,Bacillus sp. LL01,157
WP_240688037,gvpT,Unknown,Guptibacillus hwajinpoensis,155
WP_238018013,gvpT,Unknown,Oceanobacillus jordanicus,153
WP_237670392,gvpT,Unknown,Virgibacillus halodenitrificans,260
WP_237663388,gvpT,Unknown,Sutcliffiella horikoshii,144
WP_237438487,gvpT,Unknown,Guptibacillus hwajinpoensis,162
WP_237074368,gvpT,Unknown,Priestia megaterium,296
WP_236332944,gvpT,Unknown,Pseudalkalibacillus berkeleyi,200
WP_235793507,gvpT,Unknown,Virgibacillus salidurans,155
WP_235728248,gvpT,Unknown,Metabacillus,163
WP_234703389,gvpT,Unknown,Metabacillus indicus,163
WP_233549509,gvpT,Unknown,Ureibacillus yapensis,188
WP_233523084,gvpT,Unknown,Peribacillus saganii,212
WP_231789571,gvpT,Unknown,Metabacillus kandeliae,514
WP_227937099,gvpT,Unknown,Alkalihalobacillus deserti,161
WP_226675414,gvpT,Unknown,Rossellomorea aquimaris,163
WP_226654649,gvpT,Unknown,Guptibacillus hwajinpoensis,162
WP_226555229,gvpT,Unknown,Priestia aryabhattai,294
WP_225435120,gvpT,Unknown,Bacillus aerolatus,164
WP_224881624,gvpT,Unknown,Guptibacillus hwajinpoensis,161
WP_224875780,gvpT,Unknown,Rossellomorea aquimaris,158
WP_224773359,gvpT,Unknown,Metabacillus idriensis,161
WP_224771184,gvpT,Unknown,Metabacillus idriensis,161
WP_224768144,gvpT,Unknown,Metabacillus idriensis,161
WP_224590716,gvpT,Unknown,Bacillus sp. RAR_GA_16,159
WP_224522479,gvpT,Unknown,Rossellomorea,279
WP_224522475,gvpT,Unknown,Rossellomorea vietnamensis,163
WP_223490837,gvpT,Unknown,Sutcliffiella horikoshii,156
WP_221832540,gvpT,Unknown,Priestia aryabhattai,291
WP_221815760,gvpT,Unknown,Priestia aryabhattai,161
WP_221784087,gvpT,Unknown,Priestia aryabhattai,287
WP_221784073,gvpT,Unknown,Priestia,158
WP_221567458,gvpT,Unknown,Alkalihalobacillus sp. TS-13,148
WP_219165517,gvpT,Unknown,Bacillus sp. MCCB 382,163
WP_216888135,gvpT,Unknown,Priestia megaterium,158
WP_216888125,gvpT,Unknown,Priestia megaterium,290
WP_214986009,gvpT,Unknown,Priestia megaterium,158
WP_214986002,gvpT,Unknown,Priestia megaterium,292
WP_212604242,gvpT,Unknown,Sporosarcina sp. Marseille-Q4063,157
WP_211555797,gvpT,Unknown,Metabacillus flavus,210
WP_211077782,gvpT,Unknown,Priestia megaterium,161
WP_209367058,gvpT,Unknown,Priestia megaterium,292
WP_208756946,gvpT,Unknown,Priestia megaterium,292
WP_206857653,gvpT,Unknown,Bacillus sp. NTK074B,160
WP_206857644,gvpT,Unknown,Bacillus sp. NTK074B,274
WP_203289478,gvpT,Unknown,Metabacillus sp. cB07,252
WP_201714562,gvpT,Unknown,Rossellomorea arthrocnemi,161
WP_199228115,gvpT,Unknown,Salipaludibacillus keqinensis,285
WP_198258504,gvpT,Unknown,[Bacillus] enclensis,169
WP_198258499,gvpT,Unknown,[Bacillus] enclensis,296
WP_195782585,gvpT,Unknown,Priestia,290
WP_195696457,gvpT,Unknown,Priestia,289
WP_193422267,gvpT,Unknown,Priestia aryabhattai,290
WP_193422260,gvpT,Unknown,Priestia aryabhattai,158
WP_192994414,gvpT,Unknown,Priestia megaterium,161
WP_192994406,gvpT,Unknown,Priestia megaterium,292
WP_189779236,gvpT,Unknown,Virgibacillus halodenitrificans,260
WP_187443904,gvpT,Unknown,Sutcliffiella horikoshii,257
WP_187427010,gvpT,Unknown,Rossellomorea marisflavi,246
WP_186819724,gvpT,Unknown,Priestia megaterium,287
WP_183128444,gvpT,Unknown,Priestia megaterium,286
WP_182005097,gvpT,Unknown,Priestia,290
WP_179884849,gvpT,Unknown,Bacillus sp. AFS015802,279
WP_176584276,gvpT,Unknown,Priestia megaterium,161
WP_176528139,gvpT,Unknown,Priestia megaterium,292
WP_176526455,gvpT,Unknown,Priestia megaterium,298
WP_175989918,gvpT,Unknown,Bacillus sp. Marseille-Q1617,279
WP_175989908,gvpT,Unknown,Bacillus sp. Marseille-Q1617,166
WP_172253943,gvpT,Unknown,Bacillus haikouensis,159
WP_171050991,gvpT,Unknown,Bacillus sp. BHET2,266
WP_171050990,gvpT,Unknown,Bacillus sp. BHET2,162
WP_169871204,gvpT,Unknown,Shouchella patagoniensis,255
WP_166030103,gvpT,Unknown,Neobacillus terrae,148
WP_165802450,gvpT,Unknown,Priestia megaterium,292
WP_164795804,gvpT,Unknown,Priestia megaterium,292
WP_164214955,gvpT,Unknown,Virgibacillus sp. YIM 98842,241
WP_160804276,gvpT,Unknown,Virgibacillus halodenitrificans,260
WP_159786134,gvpT,Unknown,Bacillus sp. N1-1,161
WP_156644856,gvpT,Unknown,Lentibacillus sp. JNUCC-1,144
WP_156644846,gvpT,Unknown,Lentibacillus sp. JNUCC-1,220
WP_156509862,gvpT,Unknown,Rossellomorea aquimaris,155
WP_155113901,gvpT,Unknown,Metabacillus mangrovi,350
WP_155017397,gvpT,Unknown,Priestia megaterium,161
WP_155007906,gvpT,Unknown,Priestia,161
WP_154973794,gvpT,Unknown,Priestia megaterium,161
WP_154306355,gvpT,Unknown,Metabacillus lacus,671
WP_153255155,gvpT,Unknown,Priestia megaterium,289
WP_153255150,gvpT,Unknown,Priestia megaterium,161
WP_152149493,gvpT,Unknown,Bacillus aerolatus,408
WP_149154894,gvpT,Unknown,Bacillus sp. CH30_1T,163
WP_148996272,gvpT,Unknown,Rossellomorea aquimaris,163
WP_148970606,gvpT,Unknown,Rossellomorea aquimaris,163
WP_148966905,gvpT,Unknown,Sutcliffiella horikoshii,151
WP_144632614,gvpT,Unknown,Priestia megaterium,161
WP_140451322,gvpT,Unknown,Priestia megaterium,161
WP_133377286,gvpT,Unknown,Jeotgalibacillus sp. S-D1,153
WP_129710599,gvpT,Unknown,Priestia megaterium,161
WP_123913267,gvpT,Unknown,Bacillus sp. FJAT-42376,324
WP_121680595,gvpT,Unknown,Falsibacillus albus,153
WP_121615178,gvpT,Unknown,Virgibacillus halodenitrificans,161
WP_116075416,gvpT,Unknown,Priestia megaterium,158
WP_114896021,gvpT,Unknown,Priestia megaterium,288
WP_114744771,gvpT,Unknown,Falsibacillus pallidus,158
WP_113969338,gvpT,Unknown,Rossellomorea aquimaris,163
WP_104057596,gvpT,Unknown,Jeotgalibacillus proteolyticus,154
WP_100012954,gvpT,Unknown,Lentibacillus sediminis,150
WP_100010268,gvpT,Unknown,Lentibacillus sediminis,275
WP_098791927,gvpT,Unknown,Priestia megaterium,161
WP_098622214,gvpT,Unknown,Priestia aryabhattai,262
WP_098599159,gvpT,Unknown,Priestia megaterium,161
WP_098597900,gvpT,Unknown,Priestia megaterium,291
WP_098580266,gvpT,Unknown,Priestia megaterium,291
WP_098563381,gvpT,Unknown,Priestia megaterium,294
WP_098563380,gvpT,Unknown,Priestia megaterium,161
WP_098547645,gvpT,Unknown,Priestia megaterium,292
WP_098438643,gvpT,Unknown,Bacillus sp. es.034,248
WP_098438636,gvpT,Unknown,Bacillus sp. es.034,163
WP_098351407,gvpT,Unknown,Bacillus sp. AFS015802,163
WP_098326080,gvpT,Unknown,Priestia megaterium,292
WP_096155010,gvpT,Unknown,Bacillus,147
WP_095379196,gvpT,Unknown,Priestia megaterium,158
