accession,gene_name,protein_name,organism,sequence_length
WP_426881549,gvpU,Unknown,Sutcliffiella horikoshii,137
WP_426867030,gvpU,Unknown,Metabacillus indicus,137
WP_426642042,gvpU,Unknown,Paenibacillus illinoisensis,133
WP_113969329,gvpU,Unknown,Rossellomorea,133
WP_426842529,gvpU,Unknown,unclassified Metabacillus,126
WP_427984152,gvpU,Unknown,Achromobacter sp.,148
WP_427967014,gvpU,Unknown,Achromobacter sp.,147
WP_426110574,gvpU,Unknown,unclassified Pseudomonas,156
WP_217598596,gvpU,Unknown,Priestia megaterium,138
WP_175132343,gvpU,Unknown,Achromobacter,148
WP_427599928,gvpU,Unknown,Rossellomorea sp. NPDC071047,133
WP_427523841,gvpU,Unknown,Lysinibacillus xylanilyticus,135
WP_427485027,gvpU,Unknown,Lysinibacillus sp. NPDC093692,138
WP_426139407,gvpU,Unknown,Pseudomonas sp. DWP3-1-2,156
WP_301550205,gvpU,Unknown,Guptibacillus hwajinpoensis,130
WP_048311405,gvpU,Unknown,Guptibacillus hwajinpoensis,130
WP_425205245,gvpU,Unknown,Priestia aryabhattai,138
WP_423397138,gvpU,Unknown,Bacillus subtilis,162
WP_424645111,gvpU,Unknown,Chromobacterium vaccinii,141
WP_424243172,gvpU,Unknown,Achromobacter sp.,148
WP_421851711,gvpU,Unknown,Marinomonas sp.,151
WP_421652634,gvpU,Unknown,Metabacillus sp. RGM 3146,127
WP_174245422,gvpU,Unknown,Achromobacter,149
WP_157013354,gvpU,Unknown,Aeromonas,155
WP_421257637,gvpU,Unknown,Aeromonas sp. 600886,156
WP_421178277,gvpU,Unknown,Metabacillus dongyingensis,137
WP_418302359,gvpU,Unknown,Lysinibacillus fusiformis,127
WP_417274313,gvpU,Unknown,Celeribacter halophilus,173
WP_419158119,gvpU,Unknown,Rossellomorea sp. BNER,140
WP_416434376,gvpU,Unknown,Priestia megaterium,137
WP_417597651,gvpU,Unknown,Oceanospirillum sp.,147
WP_417553147,gvpU,Unknown,Marinomonas fungiae,141
WP_416739074,gvpU,Unknown,Pseudomonas sp. NFX71,155
WP_416636510,gvpU,Unknown,Metabacillus sp. YM-086,143
WP_048004767,gvpU,Unknown,Rossellomorea,130
WP_369896093,gvpU,Unknown,Erwinia,142
WP_416149438,gvpU,Unknown,Salipaludibacillus sp. HK11,136
WP_415802858,gvpU,Unknown,Cytobacillus oceanisediminis,134
WP_416003194,gvpU,Unknown,Paenibacillus azoreducens,139
WP_415498737,gvpU,Unknown,Acetobacter syzygii,144
WP_414452493,gvpU,Unknown,Citrobacter braakii,140
WP_413917167,gvpU,Unknown,Priestia megaterium,138
WP_246758797,gvpU,Unknown,Erwinia,141
WP_413309497,gvpU,Unknown,unclassified Pseudomonas,156
WP_412963280,gvpU,Unknown,Metabacillus niabensis,138
WP_411981139,gvpU,Unknown,Priestia aryabhattai,138
WP_413242319,gvpU,Unknown,Paenibacillus sp. 1P07SE,135
WP_323920134,gvpU,Unknown,Aeromonas,155
WP_412498242,gvpU,Unknown,Vibrio furnissii,144
WP_032087028,gvpU,Unknown,Rossellomorea,133
WP_410774282,gvpU,Unknown,Ectobacillus funiculus,144
WP_410366120,gvpU,Unknown,Achromobacter mucicolens,149
WP_411216936,gvpU,Unknown,Terribacillus saccharophilus,123
WP_411215395,gvpU,Unknown,Terribacillus saccharophilus,123
WP_410977182,gvpU,Unknown,Cobetia sp. SIMBA_158,133
WP_410001495,gvpU,Unknown,Rhizobium leguminosarum,150
WP_409394019,gvpU,Unknown,Vibrio harveyi,140
WP_409303426,gvpU,Unknown,Peribacillus sedimenti,133
WP_409293694,gvpU,Unknown,Paraperibacillus marinus,129
WP_409293114,gvpU,Unknown,Paraperibacillus esterisolvens,129
WP_409274780,gvpU,Unknown,Neobacillus oceani,133
WP_408356255,gvpU,Unknown,Paraburkholderia phytofirmans,149
WP_407954100,gvpU,Unknown,Aeromonas schubertii,151
WP_408502049,gvpU,Unknown,Paraburkholderia strydomiana,178
WP_408008757,gvpU,Unknown,Pseudalkalibacillus sp. A8,137
WP_407743053,gvpU,Unknown,Hyalangium sp.,157
WP_407088698,gvpU,Unknown,Plesiomonas shigelloides,140
WP_406944740,gvpU,Unknown,Halobacillus sp. SY10,119
WP_404529589,gvpU,Unknown,Leclercia adecarboxylata,146
WP_404468765,gvpU,Unknown,Sutcliffiella horikoshii,229
WP_404460615,gvpU,Unknown,Sutcliffiella horikoshii,137
WP_404459127,gvpU,Unknown,Sutcliffiella horikoshii,229
WP_404459126,gvpU,Unknown,Sutcliffiella horikoshii,131
WP_404447731,gvpU,Unknown,Sutcliffiella horikoshii,137
WP_404444680,gvpU,Unknown,Sutcliffiella horikoshii,229
WP_404444678,gvpU,Unknown,Sutcliffiella horikoshii,131
WP_404429026,gvpU,Unknown,Sutcliffiella horikoshii,229
WP_404349346,gvpU,Unknown,Sutcliffiella horikoshii,137
WP_404347313,gvpU,Unknown,Sutcliffiella horikoshii,229
WP_404347312,gvpU,Unknown,Sutcliffiella horikoshii,131
WP_404455644,gvpU,Unknown,Oceanobacillus kapialis,135
WP_404405681,gvpU,Unknown,Jeotgalibacillus malaysiensis,125
WP_400791470,gvpU,Unknown,Psychrobacillus sp. NPDC093180,130
WP_400707413,gvpU,Unknown,Pseudomonas sp. NPDC089734,156
WP_400661152,gvpU,Unknown,Terribacillus saccharophilus,123
WP_400520846,gvpU,Unknown,Achromobacter spanius,148
WP_397553634,gvpU,Unknown,Rossellomorea aquimaris,133
WP_397550611,gvpU,Unknown,Rossellomorea sp. NPDC077527,131
WP_175142623,gvpU,Unknown,Achromobacter,149
WP_390354434,gvpU,Unknown,Tigheibacillus halophilus,135
WP_394187166,gvpU,Unknown,Metabacillus halosaccharovorans,141
WP_394140828,gvpU,Unknown,Cytobacillus oceanisediminis,134
WP_394218402,gvpU,Unknown,Halobacillus trueperi,119
WP_394164511,gvpU,Unknown,Stenotrophomonas nematodicola,165
WP_392410993,gvpU,Unknown,Achromobacter sp. 413638,150
WP_386770521,gvpU,Unknown,Litchfieldella rifensis,158
WP_379951705,gvpU,Unknown,Ectobacillus funiculus,144
WP_379551250,gvpU,Unknown,Oceanobacillus picturae,135
WP_378939353,gvpU,Unknown,Metabacillus herbersteinensis,133
WP_391436747,gvpU,Unknown,Achromobacter spanius,147
WP_390251845,gvpU,Unknown,Gracilibacillus xinjiangensis,131
WP_082338474,gvpU,Unknown,Xanthomonas citri,152
WP_386062777,gvpU,Unknown,Thalassobacillus hwangdonensis,143
WP_380713050,gvpU,Unknown,Salibacterium lacus,129
WP_380180984,gvpU,Unknown,Pantoea sp. sgz302252,142
WP_379560674,gvpU,Unknown,Oceanobacillus kapialis,135
WP_299745335,gvpU,Unknown,unclassified Rossellomorea,133
WP_377937082,gvpU,Unknown,Bacillus seohaeanensis,142
WP_377841060,gvpU,Unknown,Achromobacter sp. NPDC058515,148
WP_377367549,gvpU,Unknown,Rhodanobacter aciditrophus,143
WP_375534229,gvpU,Unknown,Alteribacillus sp. HJP-4,138
WP_375218402,gvpU,Unknown,Psychrobacillus sp. PGGUH221,134
WP_375006495,gvpU,Unknown,Alteribacillus sp. JSM 102045,140
WP_095224205,gvpU,Unknown,Bacillaceae,123
WP_044340204,gvpU,Unknown,Rossellomorea,133
WP_373980279,gvpU,Unknown,Achromobacter sp. JD417,149
WP_197286521,gvpU,Unknown,Achromobacter,149
WP_277573033,gvpU,Unknown,Xanthomonas,152
WP_228962788,gvpU,Unknown,Xanthomonas,155
WP_104543064,gvpU,Unknown,Xanthomonas,155
WP_071204222,gvpU,Unknown,Rhizobium/Agrobacterium group,158
WP_369944089,gvpU,Unknown,Xanthomonas medicagonis,153
WP_369735246,gvpU,Unknown,Metabacillus sp. JX24,137
WP_369466288,gvpU,Unknown,Burkholderia sp. Bmkn7,154
WP_368984924,gvpU,Unknown,Pseudomonas syringae,160
WP_368505066,gvpU,Unknown,Alkalihalophilus sp. As8PL,136
WP_368502975,gvpU,Unknown,Alkalihalophilus sp. As8PL,131
WP_368502974,gvpU,Unknown,Alkalihalophilus sp. As8PL,381
WP_368188752,gvpU,Unknown,Aeromonas sp. R7-3,155
WP_219165510,gvpU,Unknown,Bacillaceae,131
WP_098351412,gvpU,Unknown,unclassified Bacillus (in: firmicutes),133
WP_117164104,gvpU,Unknown,Pseudomonas capsici,155
WP_367540541,gvpU,Unknown,Terribacillus saccharophilus,123
WP_367024584,gvpU,Unknown,Rossellomorea marisflavi,130
WP_367017853,gvpU,Unknown,Priestia koreensis,136
WP_367353035,gvpU,Unknown,Achromobacter animicus,148
WP_354573184,gvpU,Unknown,Halalkalibacter oceani,129
WP_354573183,gvpU,Unknown,Halalkalibacter oceani,224
WP_228334612,gvpU,Unknown,Xanthomonas cannabis,152
WP_186651771,gvpU,Unknown,Pseudomonas ogarae,157
WP_366247660,gvpU,Unknown,Terribacillus aidingensis,123
WP_245172338,gvpU,Unknown,Burkholderia,152
WP_354437353,gvpU,Unknown,Paenibacillus sp. DS2363,133
WP_228333734,gvpU,Unknown,Enterobacteriaceae,146
WP_070877684,gvpU,Unknown,Metabacillus idriensis,117
WP_023902228,gvpU,Unknown,Xanthomonas,152
WP_016901435,gvpU,Unknown,Xanthomonas,151
WP_349778232,gvpU,Unknown,Xanthomonas sp. WHRI 6108,152
WP_349777026,gvpU,Unknown,Xanthomonas sp. WHRI 6106,152
WP_349656736,gvpU,Unknown,Xanthomonas sp. 10-10,152
WP_349407384,gvpU,Unknown,Pseudalkalibacillus nanhaiensis,137
WP_130199367,gvpU,Unknown,Leptolyngbya iicbica,153
WP_348027671,gvpU,Unknown,Aciduricibacillus chroicocephali,129
WP_347548450,gvpU,Unknown,Guptibacillus hwajinpoensis,130
WP_053429721,gvpU,Unknown,Rossellomorea,130
WP_346641953,gvpU,Unknown,Pseudomonas pudica,166
WP_346543643,gvpU,Unknown,Achromobacter spanius,149
WP_346517921,gvpU,Unknown,Achromobacter spanius,146
WP_343738078,gvpU,Unknown,Achromobacter sp.,148
WP_343294260,gvpU,Unknown,Pseudomonas lijiangensis,155
WP_343274070,gvpU,Unknown,Lentibacillus songyuanensis,136
WP_251273901,gvpU,Unknown,Domibacillus,133
WP_342664021,gvpU,Unknown,Peribacillus kribbensis,130
WP_342620756,gvpU,Unknown,Rhodoferax sp. GW822-FHT02A01,163
WP_339148879,gvpU,Unknown,unclassified Sutcliffiella,137
WP_339147350,gvpU,Unknown,unclassified Sutcliffiella,131
WP_342515454,gvpU,Unknown,Sutcliffiella sp. FSL R7-0096,236
WP_341982175,gvpU,Unknown,Rossellomorea oryzaecorticis,134
WP_129728467,gvpU,Unknown,Bacillaceae,144
WP_012443823,gvpU,Unknown,Xanthomonas,152
WP_065835667,gvpU,Unknown,Pseudomonas,156
WP_159868969,gvpU,Unknown,unclassified Cytobacillus,131
WP_339548552,gvpU,Unknown,Pseudomonas kermanshahensis,149
WP_339147351,gvpU,Unknown,Sutcliffiella sp. BMC8,236
WP_280002590,gvpU,Unknown,Achromobacter,149
WP_338879690,gvpU,Unknown,Achromobacter veterisilvae,148
WP_338786975,gvpU,Unknown,Metabacillus rhizosphaerae,144
WP_338779431,gvpU,Unknown,Metabacillus sediminis,127
WP_338777987,gvpU,Unknown,Metabacillus sediminis,125
WP_338471537,gvpU,Unknown,Niallia sp. XMNu-256,134
WP_059027672,gvpU,Unknown,Xanthomonas,152
WP_336508834,gvpU,Unknown,Sphingobium yanoikuyae,181
WP_336497381,gvpU,Unknown,Psychrobacillus mangrovi,134
WP_336354732,gvpU,Unknown,Pseudomonas granadensis,161
WP_336091399,gvpU,Unknown,Priestia megaterium,138
WP_335961862,gvpU,Unknown,Halalkalibacter kiskunsagensis,134
WP_335560884,gvpU,Unknown,Neobacillus vireti,90
WP_335525211,gvpU,Unknown,Priestia megaterium,86
WP_335513841,gvpU,Unknown,Neobacillus vireti,132
WP_034764933,gvpU,Unknown,Rossellomorea,133
WP_334217028,gvpU,Unknown,Mangrovibacillus sp. Mu-81,130
WP_333903356,gvpU,Unknown,Achromobacter insolitus,148
WP_122415500,gvpU,Unknown,Pseudomonas syringae group,156
WP_043305433,gvpU,Unknown,Pseudomonas syringae group,156
WP_332698375,gvpU,Unknown,Halalkalibacter lacteus,132
WP_332611221,gvpU,Unknown,Achromobacter sp. ESBL13,146
WP_332012778,gvpU,Unknown,Achromobacter,148
WP_330513917,gvpU,Unknown,Pseudomonas viridiflava,156
WP_330702203,gvpU,Unknown,Novosphingobium resinovorum,146
WP_328241494,gvpU,Unknown,Priestia megaterium,138
WP_328154838,gvpU,Unknown,Cytobacillus praedii,149
WP_327869209,gvpU,Unknown,Alkalihalophilus marmarensis,130
WP_243549528,gvpU,Unknown,Priestia,138
WP_289235462,gvpU,Unknown,Alkalihalophilus,271
WP_062232722,gvpU,Unknown,unclassified Fictibacillus,133
WP_197317450,gvpU,Unknown,Halobacillus yeomjeoni,122
WP_326240936,gvpU,Unknown,Alkalihalophilus marmarensis,136
WP_326240009,gvpU,Unknown,Alkalihalophilus marmarensis,274
WP_326240008,gvpU,Unknown,Alkalihalophilus marmarensis,130
WP_326179059,gvpU,Unknown,Metabacillus fastidiosus,136
WP_324703970,gvpU,Unknown,Lyngbya sp. CCY1209,152
WP_187639862,gvpU,Unknown,Achromobacter,148
WP_323467527,gvpU,Unknown,Alkalihalophilus pseudofirmus,281
WP_097102822,gvpU,Unknown,unclassified Rhizobium,165
WP_323260915,gvpU,Unknown,Pseudanabaena galeata,144
WP_322420084,gvpU,Unknown,Jeotgalibacillus haloalkalitolerans,125
WP_322361841,gvpU,Unknown,Pseudomonas sp. Teo4,155
WP_223439406,gvpU,Unknown,Metabacillus dongyingensis,137
WP_172616198,gvpU,Unknown,Achromobacter spanius,147
WP_106897996,gvpU,Unknown,Oceanobacillus jordanicus,135
WP_102232255,gvpU,Unknown,Metabacillus schmidteae,141
WP_095299969,gvpU,Unknown,Metabacillus niabensis,138
WP_091003048,gvpU,Unknown,Fictibacillus marinisediminis,133
WP_074679893,gvpU,Unknown,Priestia,138
WP_070879569,gvpU,Unknown,Metabacillus idriensis,137
WP_057244335,gvpU,Unknown,Priestia megaterium,138
WP_014459206,gvpU,Unknown,Priestia,138
WP_013057987,gvpU,Unknown,Priestia,138
WP_320571120,gvpU,Unknown,Pseudomonas sp. HR96,161
WP_251392299,gvpU,Unknown,Priestia,138
WP_320156896,gvpU,Unknown,Metabacillus indicus,119
WP_319016462,gvpU,Unknown,Staphylococcus simulans,101
WP_175210148,gvpU,Unknown,Achromobacter mucicolens,149
WP_172802124,gvpU,Unknown,Achromobacter mucicolens,148
WP_318577602,gvpU,Unknown,Terribacillus saccharophilus,123
WP_024686273,gvpU,Unknown,Pseudomonas,156
WP_317121864,gvpU,Unknown,Alkalihalophilus lindianensis,221
WP_317121863,gvpU,Unknown,Alkalihalophilus lindianensis,132
WP_317061077,gvpU,Unknown,Xanthomonas hortorum,152
WP_316960177,gvpU,Unknown,Staphylococcus simulans,118
WP_316572706,gvpU,Unknown,Neobacillus sp. YIM B06451,133
WP_316052095,gvpU,Unknown,Staphylococcus simulans,128
WP_315133933,gvpU,Unknown,Achromobacter marplatensis,148
WP_295478312,gvpU,Unknown,Pseudomonas sp. DTU_2021_1001937_2_SI_NGA_ILE_001,154
WP_148996276,gvpU,Unknown,Rossellomorea,133
WP_315726097,gvpU,Unknown,Sphingosinicella rhizophila,145
WP_315691860,gvpU,Unknown,Domibacillus sp. DTU_2020_1001157_1_SI_ALB_TIR_016,133
WP_312993303,gvpU,Unknown,Achromobacter animicus,148
WP_199196750,gvpU,Unknown,unclassified Achromobacter,148
WP_312427913,gvpU,Unknown,Achromobacter sp.,148
WP_312002678,gvpU,Unknown,Pseudomonas syringae group genomosp. 3,160
WP_311968853,gvpU,Unknown,Pseudomonas baltica,163
WP_310356295,gvpU,Unknown,Pseudomonas brassicacearum,156
WP_133313282,gvpU,Unknown,Bacillaceae,137
WP_309192104,gvpU,Unknown,Metabacillus idriensis,117
WP_309287122,gvpU,Unknown,Burkholderia sp.,156
WP_251530229,gvpU,Unknown,Priestia,138
WP_308022869,gvpU,Unknown,Achromobacter insolitus,148
WP_307336779,gvpU,Unknown,Metabacillus malikii,139
WP_306652506,gvpU,Unknown,Achromobacter aegrifaciens,138
WP_307439232,gvpU,Unknown,Bacillus sp. V2I10,137
WP_307394750,gvpU,Unknown,Caldalkalibacillus horti,134
WP_307242253,gvpU,Unknown,Kineosporia succinea,164
WP_306943409,gvpU,Unknown,Achromobacter seleniivolatilans,148
WP_304482012,gvpU,Unknown,Xanthomonas citri,152
WP_286800668,gvpU,Unknown,unclassified Pseudomonas,162
WP_263964087,gvpU,Unknown,Pseudomonas,155
WP_305376132,gvpU,Unknown,Pseudomonas rhodesiae,157
WP_201016319,gvpU,Unknown,Ralstonia pseudosolanacearum,147
WP_196589486,gvpU,Unknown,Achromobacter mucicolens,149
WP_122808723,gvpU,Unknown,Pseudomonas quasicaspiana,155
WP_122394710,gvpU,Unknown,Pseudomonas quasicaspiana,155
WP_073164242,gvpU,Unknown,Pseudomonas asturiensis,156
WP_056835125,gvpU,Unknown,Pseudomonas sp. Leaf127,155
WP_301882137,gvpU,Unknown,Achromobacter insolitus,148
WP_253454561,gvpU,Unknown,Erwinia,141
WP_301181601,gvpU,Unknown,Thalassolituus sp. UBA3500,140
WP_299268597,gvpU,Unknown,uncultured Psychrosphaera sp.,144
WP_299262912,gvpU,Unknown,uncultured Psychrosphaera sp.,133
WP_299089042,gvpU,Unknown,uncultured Metabacillus sp.,137
WP_074058586,gvpU,Unknown,Xanthomonas,152
WP_292244079,gvpU,Unknown,Mesorhizobium sp.,158
WP_191576177,gvpU,Unknown,Achromobacter,148
WP_290031805,gvpU,Unknown,Rossellomorea marisflavi,130
WP_289918018,gvpU,Unknown,Janthinobacterium sp. SUN120,170
WP_064490655,gvpU,Unknown,Pseudomonas putida group,156
WP_289215667,gvpU,Unknown,Halobacillus campisalis,122
WP_208742418,gvpU,Unknown,Achromobacter,148
WP_172600280,gvpU,Unknown,Achromobacter,148
WP_287183139,gvpU,Unknown,Mesorhizobium sp.,158
WP_287143558,gvpU,Unknown,Achromobacter sp.,147
WP_088052015,gvpU,Unknown,Bacillaceae,135
WP_286110341,gvpU,Unknown,Pseudomonas kurunegalensis,149
WP_263395014,gvpU,Unknown,unclassified Xanthomonas,153
WP_266249196,gvpU,Unknown,Pseudomonas quebecensis,162
WP_285931411,gvpU,Unknown,Aquibacillus rhizosphaerae,138
WP_232808261,gvpU,Unknown,Kineosporia,154
WP_165083403,gvpU,Unknown,Paenibacillus,135
WP_003407212,gvpU,Unknown,Pseudomonas,160
WP_003379032,gvpU,Unknown,Pseudomonas,160
WP_285593905,gvpU,Unknown,Kineosporia sp. NBRC 101731,155
WP_285446326,gvpU,Unknown,Xanthomonas sp. fls2-241-TYG-148,152
WP_088569384,gvpU,Unknown,Enterobacteriaceae,146
WP_283875884,gvpU,Unknown,Virgibacillus halodenitrificans,135
WP_284015954,gvpU,Unknown,Metabacillus hrfriensis,137
WP_283077701,gvpU,Unknown,Halobacillus naozhouensis,134
WP_282505137,gvpU,Unknown,Burkholderia cepacia,154
WP_027955019,gvpU,Unknown,Halobacillus,119
WP_280026454,gvpU,Unknown,Achromobacter marplatensis,148
WP_280017300,gvpU,Unknown,Achromobacter mucicolens,149
WP_280014629,gvpU,Unknown,Achromobacter sp. GD03932,138
WP_280768084,gvpU,Unknown,Salipaludibacillus daqingensis,130
WP_279143180,gvpU,Unknown,Photobacterium phosphoreum,148
WP_277681810,gvpU,Unknown,Saccharomonospora azurea,138
WP_277678398,gvpU,Unknown,Gracilibacillus dipsosauri,136
WP_276240333,gvpU,Unknown,Achromobacter denitrificans,148
WP_275790376,gvpU,Unknown,Bacillus sp. Cr_A10,134
WP_274133835,gvpU,Unknown,Pseudomonas putida,155
WP_273923461,gvpU,Unknown,Pseudomonas idahonensis,159
WP_273851737,gvpU,Unknown,Guptibacillus spartinae,128
WP_273831838,gvpU,Unknown,Guptibacillus sedimenti,128
WP_273123753,gvpU,Unknown,Bacillus weihaiensis,141
WP_272644260,gvpU,Unknown,Marinomonas mediterranea,143
WP_272559199,gvpU,Unknown,Achromobacter xylosoxidans,147
WP_271993246,gvpU,Unknown,Priestia sp. AB,137
WP_271771559,gvpU,Unknown,Aeromonas salmonicida,145
WP_271647005,gvpU,Unknown,Pseudoxanthomonas sp. JBR18,152
WP_270898268,gvpU,Unknown,Aliibacillus thermotolerans,128
WP_270180328,gvpU,Unknown,Alkalihalobacillus sp. CinArs1,139
WP_269887347,gvpU,Unknown,Achromobacter xylosoxidans,148
WP_268081352,gvpU,Unknown,Achromobacter,147
WP_266231368,gvpU,Unknown,Paraburkholderia sp. CNPSo 3076,153
WP_265409669,gvpU,Unknown,Fictibacillus sp. KU28468,133
WP_265409471,gvpU,Unknown,Fictibacillus sp. KU28468,117
WP_264141169,gvpU,Unknown,Metabacillus halosaccharovorans,141
WP_263143463,gvpU,Unknown,Pseudomonas sp. RIT-PI-AD,133
WP_263113055,gvpU,Unknown,Xanthomonas sp. AM6,153
WP_262974635,gvpU,Unknown,Pseudomonas peradeniyensis,159
WP_262659601,gvpU,Unknown,Leclercia adecarboxylata,137
WP_262587083,gvpU,Unknown,Staphylococcus sp. IVB6181,126
WP_262554088,gvpU,Unknown,Staphylococcus simulans,128
WP_262370683,gvpU,Unknown,Sutcliffiella horikoshii,229
WP_261749229,gvpU,Unknown,Rossellomorea,133
WP_261131312,gvpU,Unknown,Bacillus sp. Marseille-Q3570,141
WP_259489373,gvpU,Unknown,Staphylococcus hyicus,127
WP_259249869,gvpU,Unknown,Achromobacter,147
WP_259159405,gvpU,Unknown,unclassified Xanthomonas,152
WP_259100769,gvpU,Unknown,Pseudomonas sp. JUb42,156
WP_258495317,gvpU,Unknown,Vibrio harveyi group,144
