accession,gene_name,protein_name,organism,sequence_length
WP_430686740,gvpN,Unknown,Leptolyngbya sp. AN02str,317
WP_430482582,gvpN,Unknown,Rossellomorea marisflavi,310
WP_430337568,gvpN,Unknown,Rossellomorea vietnamensis,307
WP_430155588,gvpN,Unknown,Priestia aryabhattai,308
WP_430140346,gvpN,Unknown,Neobacillus pocheonensis,289
WP_430135691,gvpN,Unknown,Priestia aryabhattai,308
WP_430073885,gvpN,Unknown,Priestia aryabhattai,308
WP_430048489,gvpN,Unknown,Priestia aryabhattai,308
WP_430011369,gvpN,Unknown,Methanothrix sp.,351
WP_430006377,gvpN,Unknown,Metabacillus idriensis,307
WP_429889447,gvpN,Unknown,Gottfriedia acidiceleris,294
WP_427576718,gvpN,Unknown,Priestia megaterium,308
WP_427670236,gvpN,Unknown,Priestia megaterium,308
WP_427075913,gvpN,Unknown,Priestia megaterium,308
WP_426894205,gvpN,Unknown,Sutcliffiella horikoshii,304
WP_426892821,gvpN,Unknown,Rossellomorea aquimaris,307
WP_426867024,gvpN,Unknown,Metabacillus indicus,303
WP_421545251,gvpN,Unknown,Priestia,308
WP_367077029,gvpN,Unknown,Priestia,308
WP_258356453,gvpN,Unknown,Priestia,308
WP_430313472,gvpN,Unknown,Rossellomorea sp. NRS-1567,307
WP_430120775,gvpN,Unknown,Neobacillus rhizosphaerae,299
WP_430065895,gvpN,Unknown,Neobacillus sp. NRS-1170,290
WP_430013227,gvpN,Unknown,Microcystis ichthyoblabe,346
WP_429877811,gvpN,Unknown,Fictibacillus sp. NRS-1165,297
WP_428976363,gvpN,Unknown,Rossellomorea sp. DUT-2,307
WP_322651328,gvpN,Unknown,unclassified Nostoc,390
WP_322640342,gvpN,Unknown,unclassified Nostoc,390
WP_426842536,gvpN,Unknown,unclassified Metabacillus,304
WP_428403796,gvpN,Unknown,Methylocystis sp.,357
WP_427599932,gvpN,Unknown,Rossellomorea sp. NPDC071047,307
WP_427158189,gvpN,Unknown,Aliinostoc sp. HNIBRCY26,355
WP_426585038,gvpN,Unknown,Dapis sp. BLCC M229,303
WP_426543325,gvpN,Unknown,Dapis sp. BLCC M126,312
WP_426380803,gvpN,Unknown,Desulfosporosinus sp. SYSU MS00001,291
WP_394172533,gvpN,Unknown,Guptibacillus hwajinpoensis,304
WP_305912466,gvpN,Unknown,Guptibacillus hwajinpoensis,304
WP_301550210,gvpN,Unknown,Guptibacillus hwajinpoensis,304
WP_194218444,gvpN,Unknown,Guptibacillus,303
WP_048311412,gvpN,Unknown,Guptibacillus hwajinpoensis,304
WP_425205249,gvpN,Unknown,Priestia aryabhattai,308
WP_425104172,gvpN,Unknown,Ancylobacter sp.,352
WP_424758283,gvpN,Unknown,Methanothrix sp.,351
WP_424320028,gvpN,Unknown,Candidatus Methylomirabilis sp.,304
WP_423801246,gvpN,Unknown,Neobacillus sp. SAB-20_R2A,299
WP_422786256,gvpN,Unknown,Salibacterium aidingense,333
WP_274373502,gvpN,Unknown,Synergistales,309
WP_422836412,gvpN,Unknown,Aphanizomenon flos-aquae,267
WP_422188018,gvpN,Unknown,Halobacillus sp.,302
WP_422165802,gvpN,Unknown,Halobacillus sp.,302
WP_421708290,gvpN,Unknown,Algihabitans sp.,347
WP_421657473,gvpN,Unknown,Leptothermofonsia sp. ETS-13,406
WP_421653264,gvpN,Unknown,Metabacillus sp. RGM 3146,304
WP_421032813,gvpN,Unknown,Paraburkholderia,310
WP_328120938,gvpN,Unknown,Priestia,308
WP_420761517,gvpN,Unknown,Nostoc sp. CALU 546,390
WP_419897206,gvpN,Unknown,Roseomonas sp. USHLN139,320
WP_419887957,gvpN,Unknown,Neobacillus niacini,301
WP_419547003,gvpN,Unknown,Microcystis sp.,346
WP_417899120,gvpN,Unknown,Bacillus haimaensis,304
WP_071272789,gvpN,Unknown,Priestia,308
WP_063191291,gvpN,Unknown,Rossellomorea,310
WP_416285141,gvpN,Unknown,Natronococcus sp.,352
WP_416108854,gvpN,Unknown,Solidesulfovibrio sp. C21,335
WP_323267756,gvpN,Unknown,unclassified Anabaena,359
WP_414753481,gvpN,Unknown,Anabaena sp. CCY 9910,418
WP_413917173,gvpN,Unknown,Priestia megaterium,308
WP_414404483,gvpN,Unknown,unclassified Synechococcus,294
WP_414570584,gvpN,Unknown,Nostoc sp. CCY 9925,389
WP_414518057,gvpN,Unknown,Nostoc sp. PCC 9305,390
WP_414405735,gvpN,Unknown,unclassified Synechococcus,294
WP_414385979,gvpN,Unknown,unclassified Synechococcus,294
WP_414362096,gvpN,Unknown,unclassified Synechococcus,294
WP_414356144,gvpN,Unknown,unclassified Synechococcus,294
WP_414334468,gvpN,Unknown,unclassified Synechococcus,294
WP_414402010,gvpN,Unknown,Synechococcus sp. WC101,294
WP_414364325,gvpN,Unknown,Synechococcus sp. B60.1,253
WP_413908182,gvpN,Unknown,Desulfobacula sp.,315
WP_413281336,gvpN,Unknown,Floridanema evergladense,386
WP_413271861,gvpN,Unknown,Floridanema aerugineum,386
WP_413173342,gvpN,Unknown,Anabaena azotica,400
WP_374794084,gvpN,Unknown,Aerosakkonema,383
WP_320518596,gvpN,Unknown,Priestia,308
WP_193984381,gvpN,Unknown,[Phormidium] sp. LEGE 05292,383
WP_190464768,gvpN,Unknown,Oscillatoriophycideae,303
WP_190463959,gvpN,Unknown,Oscillatoriophycideae,383
WP_412995729,gvpN,Unknown,Neobacillus sp. 3P2-tot-E-2,299
WP_288137903,gvpN,Unknown,Microcystis sp.,346
WP_411253153,gvpN,Unknown,Neobacillus niacini,300
WP_064567985,gvpN,Unknown,Rossellomorea oryzaecorticis,305
WP_410337795,gvpN,Unknown,Longimonas sp.,316
WP_409349320,gvpN,Unknown,Sphaerospermopsis kisseleviana,397
WP_409944532,gvpN,Unknown,Microcystis sp.,347
WP_322682004,gvpN,Unknown,unclassified Nostoc,390
WP_322681238,gvpN,Unknown,unclassified Nostoc,307
WP_287972946,gvpN,Unknown,unclassified Microcystis (in: cyanobacteria),346
WP_280652062,gvpN,Unknown,Umezakia ovalisporum,318
WP_409800133,gvpN,Unknown,Microcystis sp.,346
WP_409795748,gvpN,Unknown,Microcystis sp.,346
WP_409303441,gvpN,Unknown,Peribacillus sedimenti,304
WP_409293708,gvpN,Unknown,Paraperibacillus marinus,306
WP_409293099,gvpN,Unknown,Paraperibacillus esterisolvens,306
WP_409276242,gvpN,Unknown,Neobacillus oceani,291
WP_408963382,gvpN,Unknown,Planktothrix sp.,381
WP_408963108,gvpN,Unknown,Planktothrix sp.,395
WP_408958173,gvpN,Unknown,Natrinema sp. 74,340
WP_332097373,gvpN,Unknown,Halalkalicoccus,313
WP_038082315,gvpN,Unknown,Nostocales,308
WP_408008764,gvpN,Unknown,Pseudalkalibacillus sp. A8,303
WP_179600179,gvpN,Unknown,Neobacillus driksii,299
WP_406866379,gvpN,Unknown,Priestia megaterium,308
WP_406686011,gvpN,Unknown,Rossellomorea vietnamensis,307
WP_406606976,gvpN,Unknown,Candidatus Infernicultor aquiphilus,303
WP_407337951,gvpN,Unknown,Methylocapsa polymorpha,345
WP_407312192,gvpN,Unknown,Desulfosporosinus paludis,294
WP_335388026,gvpN,Unknown,Priestia,308
WP_407039563,gvpN,Unknown,Halovalidus salilacus,348
WP_406944743,gvpN,Unknown,Halobacillus sp. SY10,301
WP_404459135,gvpN,Unknown,Sutcliffiella horikoshii,304
WP_404444692,gvpN,Unknown,Sutcliffiella horikoshii,304
WP_404429030,gvpN,Unknown,Sutcliffiella horikoshii,304
WP_404455760,gvpN,Unknown,Virgibacillus necropolis,296
WP_397553630,gvpN,Unknown,Rossellomorea aquimaris,307
WP_224944258,gvpN,Unknown,Rossellomorea,307
WP_390354422,gvpN,Unknown,Tigheibacillus halophilus,312
WP_387568355,gvpN,Unknown,Priestia megaterium,308
WP_394740382,gvpN,Unknown,Natronococcus roseus,350
WP_393959422,gvpN,Unknown,Priestia megaterium,308
WP_098786949,gvpN,Unknown,Priestia,308
WP_394218396,gvpN,Unknown,Halobacillus trueperi,301
WP_394086016,gvpN,Unknown,Xanthobacter agilis,328
WP_394079718,gvpN,Unknown,Roseixanthobacter finlandensis,365
WP_393981193,gvpN,Unknown,Xanthobacter agilis,355
WP_392535239,gvpN,Unknown,Nostoc sp. C117,390
WP_392482736,gvpN,Unknown,Nostoc sp. C110,390
WP_385939832,gvpN,Unknown,Thalassorhabdus alkalitolerans,443
WP_380717102,gvpN,Unknown,Salipiger marinus,299
WP_379640482,gvpN,Unknown,Teichococcus aestuarii,334
WP_379541730,gvpN,Unknown,Teichococcus cervicalis,290
WP_378939338,gvpN,Unknown,Metabacillus herbersteinensis,308
WP_377521420,gvpN,Unknown,Priestia megaterium,308
WP_390306329,gvpN,Unknown,Virgibacillus sediminis,308
WP_390283379,gvpN,Unknown,Haloarchaeobius amylolyticus,340
WP_390271554,gvpN,Unknown,Virgibacillus xinjiangensis,308
WP_390251830,gvpN,Unknown,Gracilibacillus xinjiangensis,306
WP_386641216,gvpN,Unknown,Sutcliffiella sp. NPDC057660,304
WP_252487174,gvpN,Unknown,Natrialbaceae,347
WP_382194487,gvpN,Unknown,Halorussus sp. GCM10023401,277
WP_380704372,gvpN,Unknown,Salinithrix halophila,327
WP_379692597,gvpN,Unknown,Halopelagius fulvigenes,338
WP_379496049,gvpN,Unknown,Oceanobacillus longus,304
WP_377255985,gvpN,Unknown,unclassified Priestia,308
WP_377962567,gvpN,Unknown,Almyronema epifaneia,411
WP_377108821,gvpN,Unknown,Rossellomorea sp. GCM10028870,307
WP_328174350,gvpN,Unknown,Priestia,308
WP_375796787,gvpN,Unknown,Halosegnis sp.,347
WP_375803145,gvpN,Unknown,Salinibacter sp.,318
WP_375594095,gvpN,Unknown,Algihabitans albus,347
WP_375535659,gvpN,Unknown,Alteribacillus sp. HJP-4,410
WP_271988811,gvpN,Unknown,Microcystis,346
WP_375493685,gvpN,Unknown,uncultured Nostoc sp.,390
WP_375471836,gvpN,Unknown,uncultured Nostoc sp.,390
WP_375218406,gvpN,Unknown,Psychrobacillus sp. PGGUH221,306
WP_375007748,gvpN,Unknown,Alteribacillus sp. JSM 102045,329
WP_371162960,gvpN,Unknown,Halorubrum miltondacostae,341
WP_374232359,gvpN,Unknown,unclassified Thiocapsa,332
WP_374063115,gvpN,Unknown,Natrinema sp. H-ect4,344
WP_374055299,gvpN,Unknown,Rossellomorea sp. FM04394,307
WP_373674332,gvpN,Unknown,Halopenitus sp. H-Gu1,347
WP_373633199,gvpN,Unknown,Natrinema sp. H-ect1,341
WP_373618839,gvpN,Unknown,Natrinema sp. HArc-T2,339
WP_373606520,gvpN,Unknown,Natronorubrum sp. A-ect3,345
WP_372779399,gvpN,Unknown,Priestia aryabhattai,308
WP_372960229,gvpN,Unknown,Methanoregula sp.,291
WP_371345994,gvpN,Unknown,Ancylobacter sp. IITR112,352
WP_370655876,gvpN,Unknown,Candidatus Deferrimicrobium sp.,293
WP_190432666,gvpN,Unknown,Trichocoleus,419
WP_168569947,gvpN,Unknown,Oxynema,301
WP_021013974,gvpN,Unknown,Prodigiosinella confusarubida,329
WP_370583926,gvpN,Unknown,Oxynema sp. CENA135,385
WP_315708735,gvpN,Unknown,Brenneria uluponensis,329
WP_368502967,gvpN,Unknown,Alkalihalophilus sp. As8PL,305
WP_368013046,gvpN,Unknown,Laspinema palackyanum,312
WP_368005824,gvpN,Unknown,Laspinema palackyanum,312
WP_367080434,gvpN,Unknown,Rossellomorea marisflavi,310
WP_367036687,gvpN,Unknown,Rossellomorea marisflavi,310
WP_367017863,gvpN,Unknown,Priestia koreensis,301
WP_354636311,gvpN,Unknown,Planktothricoides raciborskii,481
WP_354635221,gvpN,Unknown,Planktothricoides raciborskii,381
WP_354635189,gvpN,Unknown,Planktothricoides raciborskii,381
WP_354573181,gvpN,Unknown,Halalkalibacter oceani,305
WP_367290610,gvpN,Unknown,Laspinema palackyanum,312
WP_311264722,gvpN,Unknown,Priestia,308
WP_367026536,gvpN,Unknown,Methylococcus sp. ANG,355
WP_363465216,gvpN,Unknown,Halogeometricum borinquense,347
WP_098900999,gvpN,Unknown,Priestia,308
WP_353800310,gvpN,Unknown,Gottfriedia acidiceleris,294
WP_353636622,gvpN,Unknown,Priestia megaterium,308
WP_261198585,gvpN,Unknown,Laspinema olomoucense,312
WP_353564277,gvpN,Unknown,Longimonas sp.,319
WP_116738733,gvpN,Unknown,Priestia,308
WP_349407377,gvpN,Unknown,Pseudalkalibacillus nanhaiensis,299
WP_039726780,gvpN,Unknown,Leptolyngbya iicbica,421
WP_348530203,gvpN,Unknown,Methanothrix sp.,351
WP_169262977,gvpN,Unknown,Brasilonema,304
WP_190748520,gvpN,Unknown,Cyanophyceae,454
WP_190701167,gvpN,Unknown,Cyanophyceae,457
WP_190651278,gvpN,Unknown,Leptolyngbya,459
WP_190514788,gvpN,Unknown,Cyanophyceae,455
WP_190447927,gvpN,Unknown,Cyanophyceae,449
WP_190377540,gvpN,Unknown,unclassified Leptolyngbya,382
WP_348255059,gvpN,Unknown,Leptolyngbya sp. ST-U4,417
WP_348247151,gvpN,Unknown,Leptolyngbya sp. GB1-A1,417
WP_348242775,gvpN,Unknown,Leptolyngbya sp. DQ-M1,382
WP_348229471,gvpN,Unknown,Trichocoleus desertorum,419
WP_348027686,gvpN,Unknown,Aciduricibacillus chroicocephali,314
WP_347548459,gvpN,Unknown,Guptibacillus hwajinpoensis,305
WP_053429726,gvpN,Unknown,Rossellomorea,310
WP_190627389,gvpN,Unknown,Cyanophyceae,460
WP_017289403,gvpN,Unknown,Leptolyngbya,459
WP_347277889,gvpN,Unknown,Leptolyngbya sp. FACHB-711,417
WP_347239281,gvpN,Unknown,Phormidium sp. FACHB-1136,749
WP_343031372,gvpN,Unknown,Metabacillus lacus,308
WP_342797105,gvpN,Unknown,Domibacillus sp. 8LH,306
WP_342397369,gvpN,Unknown,Candidatus Chlorohelix sp.,315
WP_341982156,gvpN,Unknown,Rossellomorea oryzaecorticis,305
WP_341471616,gvpN,Unknown,Candidatus Chlorohelix allophototropha,313
WP_340602464,gvpN,Unknown,Halalkalicoccus tibetensis,307
WP_340427250,gvpN,Unknown,Priestia megaterium,308
WP_340089011,gvpN,Unknown,Nostoc punctiforme,390
WP_339227024,gvpN,Unknown,Oceanobacillus sp. FSL K6-2867,304
WP_339147361,gvpN,Unknown,unclassified Sutcliffiella,304
WP_339103144,gvpN,Unknown,Haloterrigena salinisoli,351
WP_338788753,gvpN,Unknown,Metabacillus rhizosphaerae,306
WP_338777999,gvpN,Unknown,Metabacillus sediminis,304
WP_338471528,gvpN,Unknown,Niallia sp. XMNu-256,303
WP_338001784,gvpN,Unknown,Natronoglomus mannanivorans,344
WP_337134197,gvpN,Unknown,Priestia megaterium,308
WP_336497389,gvpN,Unknown,Psychrobacillus mangrovi,306
WP_336343839,gvpN,Unknown,Halalkalicoccus ordinarius,315
WP_336244959,gvpN,Unknown,Richelia sinica,356
WP_336200765,gvpN,Unknown,Rossellomorea sp. LJF3,307
WP_336108779,gvpN,Unknown,Priestia megaterium,299
WP_335961853,gvpN,Unknown,Halalkalibacter kiskunsagensis,306
WP_335714146,gvpN,Unknown,Neobacillus drentensis,288
WP_335693979,gvpN,Unknown,Neobacillus drentensis,301
WP_335570558,gvpN,Unknown,Priestia megaterium,308
WP_335567745,gvpN,Unknown,Neobacillus vireti,300
WP_335560866,gvpN,Unknown,Neobacillus vireti,306
WP_335558848,gvpN,Unknown,Neobacillus vireti,300
WP_335550563,gvpN,Unknown,Priestia megaterium,308
WP_335537518,gvpN,Unknown,Neobacillus drentensis,301
WP_335531217,gvpN,Unknown,Neobacillus niacini,301
WP_335520463,gvpN,Unknown,Neobacillus vireti,300
WP_335513856,gvpN,Unknown,Neobacillus vireti,305
WP_335491365,gvpN,Unknown,Gottfriedia acidiceleris,294
WP_335463992,gvpN,Unknown,Neobacillus drentensis,301
WP_335455069,gvpN,Unknown,Neobacillus niacini,301
WP_335448599,gvpN,Unknown,Gottfriedia acidiceleris,294
WP_335397136,gvpN,Unknown,Neobacillus drentensis,301
WP_335231348,gvpN,Unknown,Nostoc sp.,390
WP_335221551,gvpN,Unknown,Nostoc sp.,429
WP_335196757,gvpN,Unknown,Nostoc sp.,390
WP_335186837,gvpN,Unknown,Nostoc sp.,390
WP_335181994,gvpN,Unknown,Nostoc sp.,390
WP_335166844,gvpN,Unknown,Nostoc sp.,390
WP_335150328,gvpN,Unknown,Nostoc sp.,390
WP_335143339,gvpN,Unknown,Nostoc sp.,422
WP_335135319,gvpN,Unknown,Nostoc sp.,390
WP_335101319,gvpN,Unknown,Nostoc sp.,402
WP_335094189,gvpN,Unknown,Nostoc sp.,390
WP_335085793,gvpN,Unknown,Nostoc sp.,390
WP_335063969,gvpN,Unknown,Nostoc sp.,390
WP_335059809,gvpN,Unknown,Nostoc sp.,415
WP_335050744,gvpN,Unknown,Nostoc sp.,390
WP_335049355,gvpN,Unknown,Nostoc sp.,390
WP_335042420,gvpN,Unknown,Nostoc sp.,417
WP_335036257,gvpN,Unknown,Nostoc sp.,390
WP_335014483,gvpN,Unknown,Nostoc sp.,390
WP_335008724,gvpN,Unknown,Nostoc sp.,390
WP_334984220,gvpN,Unknown,Nostoc sp.,390
WP_334954237,gvpN,Unknown,Nostoc sp.,416
WP_334951907,gvpN,Unknown,Nostoc sp.,422
WP_334937783,gvpN,Unknown,Nostoc sp.,389
WP_334915108,gvpN,Unknown,Nostoc sp.,390
WP_334896811,gvpN,Unknown,Nostoc sp.,390
WP_334876718,gvpN,Unknown,Nostoc sp.,390
WP_334852067,gvpN,Unknown,Nostoc sp.,390
WP_334847523,gvpN,Unknown,Nostoc sp.,390
WP_334837243,gvpN,Unknown,Nostoc sp.,390
WP_334836061,gvpN,Unknown,Nostoc sp.,390
WP_334807787,gvpN,Unknown,Nostoc sp.,390
WP_334779864,gvpN,Unknown,Nostoc sp.,422
WP_334771170,gvpN,Unknown,Nostoc sp.,390
WP_334766488,gvpN,Unknown,Nostoc sp.,390
WP_334730247,gvpN,Unknown,Nostoc sp.,390
WP_334718934,gvpN,Unknown,Nostoc sp.,390
WP_334715541,gvpN,Unknown,Nostoc sp.,390
WP_334710567,gvpN,Unknown,Nostoc sp.,390
WP_334701539,gvpN,Unknown,Nostoc sp.,416
WP_334697314,gvpN,Unknown,Nostoc sp.,391
WP_334217036,gvpN,Unknown,Mangrovibacillus sp. Mu-81,305
WP_332698351,gvpN,Unknown,Halalkalibacter lacteus,306
WP_331232650,gvpN,Unknown,Natronorarus salvus,308
WP_331223212,gvpN,Unknown,Gottfriedia acidiceleris,294
WP_330483828,gvpN,Unknown,Tumidithrix elongata,292
WP_328252762,gvpN,Unknown,Priestia megaterium,308
WP_328241002,gvpN,Unknown,Priestia megaterium,308
WP_328172542,gvpN,Unknown,Priestia aryabhattai,308
WP_328171342,gvpN,Unknown,Priestia aryabhattai,308
WP_328126380,gvpN,Unknown,Priestia megaterium,308
WP_328106334,gvpN,Unknown,Priestia megaterium,308
WP_328091074,gvpN,Unknown,Fictibacillus sp. B-59209,305
WP_328048888,gvpN,Unknown,Neobacillus cucumis,300
WP_327608072,gvpN,Unknown,Virgibacillus tibetensis,305
WP_326240885,gvpN,Unknown,Alkalihalophilus marmarensis,305
WP_326137803,gvpN,Unknown,Priestia megaterium,308
WP_324782370,gvpN,Unknown,Salipiger marinus,311
WP_324716693,gvpN,Unknown,Carboxydichorda subterranea,282
WP_324704070,gvpN,Unknown,Lyngbya sp. CCY1209,398
WP_324632562,gvpN,Unknown,Phormidium sp. CCY1219,299
WP_323353414,gvpN,Unknown,Leptolyngbya sp. CCNP1308,458
WP_323244646,gvpN,Unknown,Nodularia spumigena,326
WP_323225085,gvpN,Unknown,Limnoraphis robusta,325
WP_323209264,gvpN,Unknown,Nodularia spumigena,326
WP_323204166,gvpN,Unknown,Nostoc sp. UHCC 0251,390
WP_323172446,gvpN,Unknown,Natrialba sp. PRR66,387
WP_322826995,gvpN,Unknown,Lamprobacter modestohalophilus,349
WP_322737375,gvpN,Unknown,Nostoc sp. DedQUE12b,390
WP_322732514,gvpN,Unknown,Nostoc sp. ChiQUE01b,307
WP_322721965,gvpN,Unknown,Nostoc sp. ChiQUE02,390
WP_322713278,gvpN,Unknown,Nostoc sp. ChiSLP03a,389
WP_322712593,gvpN,Unknown,Nostoc sp. ChiSLP03a,307
WP_322706909,gvpN,Unknown,Nostoc sp. DedQUE04,390
WP_322700985,gvpN,Unknown,Nostoc sp. DedQUE08,390
WP_322694298,gvpN,Unknown,Nostoc sp. DedSLP03,389
WP_322690748,gvpN,Unknown,Nostoc sp. DedSLP04,390
WP_322683466,gvpN,Unknown,Nostoc sp. DedQUE07,390
WP_322673886,gvpN,Unknown,Nostoc sp. DedQUE05,390
WP_322662485,gvpN,Unknown,Nostoc sp. DedQUE09,390
WP_322638062,gvpN,Unknown,unclassified Nostoc,390
WP_322526666,gvpN,Unknown,Marinococcus luteus,358
WP_320324184,gvpN,Unknown,Rossellomorea sp. YZS02,307
WP_320155013,gvpN,Unknown,Metabacillus indicus,303
WP_319630718,gvpN,Unknown,Marinococcus sp. PL1-022,358
WP_318734421,gvpN,Unknown,Roseofilum sp. Belize BBD 4,365
WP_318731666,gvpN,Unknown,Roseofilum sp. Belize Diploria,374
WP_318728497,gvpN,Unknown,Roseofilum sp. Guam,365
WP_318700615,gvpN,Unknown,unclassified Roseofilum,365
WP_318637552,gvpN,Unknown,Methanosarcina sp.,367
WP_318614619,gvpN,Unknown,Priestia megaterium,308
WP_317121870,gvpN,Unknown,Alkalihalophilus lindianensis,305
WP_316791465,gvpN,Unknown,Thermoleptolyngbya oregonensis,428
WP_316679031,gvpN,Unknown,Ralstonia chuxiongensis,310
WP_316572697,gvpN,Unknown,Neobacillus sp. YIM B06451,307
WP_316434889,gvpN,Unknown,Leptolyngbya sp. NK1-12,421
WP_316428013,gvpN,Unknown,Leptolyngbya boryana,459
WP_316206061,gvpN,Unknown,unclassified Bradyrhizobium,341
WP_316174073,gvpN,Unknown,unclassified Bradyrhizobium,341
WP_316166179,gvpN,Unknown,unclassified Bradyrhizobium,342
WP_315767598,gvpN,Unknown,unclassified Bradyrhizobium,342
