accession,gene_name,protein_name,organism,sequence_length
WP_379692606,gvpL,Unknown,Halopelagius fulvigenes,279
WP_371162969,gvpL,Unknown,Halorubrum miltondacostae,275
WP_374063122,gvpL,Unknown,Natrinema sp. H-ect4,322
WP_373674321,gvpL,Unknown,Halopenitus sp. H-Gu1,281
WP_373633204,gvpL,Unknown,Natrinema sp. H-ect1,317
WP_373618826,gvpL,Unknown,Natrinema sp. HArc-T2,313
WP_373606513,gvpL,Unknown,Natronorubrum sp. A-ect3,301
WP_253226121,gvpL,Unknown,unclassified Haladaptatus,264
WP_368280285,gvpL,Unknown,Halomarina oriensis,279
WP_363465203,gvpL,Unknown,Halogeometricum borinquense,288
WP_342809833,gvpL,Unknown,Natronosalvus hydrolyticus,310
WP_340604684,gvpL,Unknown,Halalkalicoccus tibetensis,281
WP_339103153,gvpL,Unknown,Haloterrigena salinisoli,316
WP_338727015,gvpL,Unknown,Haladaptatus sp. DJG-WS-42,259
WP_338007785,gvpL,Unknown,Natronoglomus mannanivorans,367
WP_338001792,gvpL,Unknown,Natronoglomus mannanivorans,369
WP_336360701,gvpL,Unknown,Haladaptatus sp. ZSTT2,259
WP_336344901,gvpL,Unknown,Halalkalicoccus ordinarius,277
WP_332897848,gvpL,Unknown,Haladaptatus sp. CMSO5,259
WP_332321136,gvpL,Unknown,Halodesulfurarchaeum sp.,261
WP_331236521,gvpL,Unknown,Natronorarus salvus,282
WP_323172441,gvpL,Unknown,Natrialba sp. PRR66,308
WP_313692704,gvpL,Unknown,Halorarum halobium,275
WP_312909400,gvpL,Unknown,Natronosalvus caseinilyticus,357
WP_310927100,gvpL,Unknown,Halogeometricum luteum,289
WP_310923160,gvpL,Unknown,Halogeometricum salsisoli,305
WP_310905591,gvpL,Unknown,Natrinema sp. 1APR25-10V2,312
WP_306756665,gvpL,Unknown,Natronolimnohabitans sp. A-GB9,316
WP_304447140,gvpL,Unknown,Halomarina ordinaria,285
WP_293032464,gvpL,Unknown,Natronococcus sp.,301
WP_292539876,gvpL,Unknown,Methanothrix sp.,260
WP_286047214,gvpL,Unknown,Halalkalicoccus sp. NIPERK01,273
WP_285927304,gvpL,Unknown,Natrialbaceae archaeon AArc-T1-2,298
WP_283835223,gvpL,Unknown,Halostagnicola sp. A-GB9-2,311
WP_278302656,gvpL,Unknown,Natronococcus sp. A-GB7,301
WP_278293271,gvpL,Unknown,Natronococcus sp. A-GB1,301
WP_276835664,gvpL,Unknown,Methanothrix soehngenii,260
WP_276657484,gvpL,Unknown,Haloquadratum walsbyi,312
WP_276304821,gvpL,Unknown,Halomarina halobia,299
WP_276255753,gvpL,Unknown,Halomontanus rarus,322
WP_276245666,gvpL,Unknown,unclassified Haladaptatus,259
WP_273740713,gvpL,Unknown,Natrinema soli,322
WP_273739773,gvpL,Unknown,Natrinema soli,255
WP_267662990,gvpL,Unknown,Halorubrum yunnanense,275
WP_267643769,gvpL,Unknown,Haloarchaeobius amylolyticus,281
WP_267623166,gvpL,Unknown,Halobium salinum,319
WP_266077534,gvpL,Unknown,Haladaptatus caseinilyticus,264
WP_265111927,gvpL,Unknown,Halosolutus halophilus,308
WP_264780677,gvpL,Unknown,Haladaptatus sp. T7,266
WP_264556327,gvpL,Unknown,Halocatena marina,282
WP_264554963,gvpL,Unknown,Halocatena marina,272
WP_256684654,gvpL,Unknown,Halococcus qingdaonensis,282
WP_256531054,gvpL,Unknown,Halovivax cerinus,311
WP_256394869,gvpL,Unknown,Halohasta litorea,282
WP_256392409,gvpL,Unknown,Natronoarchaeum rubrum,303
WP_255193954,gvpL,Unknown,Natronobeatus ordinarius,300
WP_255167824,gvpL,Unknown,Natrononativus amylolyticus,296
WP_254863321,gvpL,Unknown,Halovivax gelatinilyticus,346
WP_254765727,gvpL,Unknown,Salinilacihabitans rarus,302
WP_254545007,gvpL,Unknown,Halomarina pelagica,310
WP_254535121,gvpL,Unknown,Halomarina litorea,275
WP_254524030,gvpL,Unknown,Natrinema caseinilyticum,316
WP_254158040,gvpL,Unknown,Natronosalvus rutilus,342
WP_253738032,gvpL,Unknown,Halohasta salina,278
WP_253517937,gvpL,Unknown,Halorussus vallis,268
WP_253437689,gvpL,Unknown,Natronosalvus halobius,356
WP_252700530,gvpL,Unknown,Natronosalvus vescus,313
WP_251344608,gvpL,Unknown,Haloplanus halophilus,281
WP_250874946,gvpL,Unknown,Halomarina rubra,300
WP_250140811,gvpL,Unknown,Halosolutus amylolyticus,290
WP_248909845,gvpL,Unknown,Halocatena marina,282
WP_248905507,gvpL,Unknown,Halocatena marina,272
WP_247995715,gvpL,Unknown,Halocatena salina,275
WP_247729013,gvpL,Unknown,Halovivax limisalsi,313
WP_247416661,gvpL,Unknown,Halomarina salina,298
WP_246273180,gvpL,Unknown,Candidatus Hakubella thermalkaliphila,305
WP_244704590,gvpL,Unknown,Halococcus dombrowskii,275
WP_233274710,gvpL,Unknown,Haladaptatus cibarius,266
WP_232702624,gvpL,Unknown,Halobacterium wangiae,275
WP_231183151,gvpL,Unknown,Haladaptatus sp. DYF46,261
WP_228442433,gvpL,Unknown,Natrarchaeobaculum sulfurireducens,285
WP_227775551,gvpL,Unknown,Haladaptatus pallidirubidus,279
WP_227373858,gvpL,Unknown,Haladaptatus halobius,274
WP_227354235,gvpL,Unknown,Haladaptatus salinisoli,274
WP_227132924,gvpL,Unknown,Halorubellus salinus,271
WP_226778588,gvpL,Unknown,Natrinema zhouii,255
WP_226479403,gvpL,Unknown,Natrinema amylolyticum,316
WP_226041786,gvpL,Unknown,Natrinema sp. DC36,322
WP_226007119,gvpL,Unknown,Natrinema salinisoli,316
WP_224447728,gvpL,Unknown,Haloprofundus salilacus,313
WP_224332743,gvpL,Unknown,Haloprofundus halobius,308
WP_224270095,gvpL,Unknown,Haloprofundus salinisoli,295
WP_223174688,gvpL,Unknown,Natrinema hispanicum,297
WP_222918717,gvpL,Unknown,Natrinema sp. SYSU A 869,320
WP_220580827,gvpL,Unknown,Haloarcula nitratireducens,288
WP_211338312,gvpL,Unknown,Haloterrigena salifodinae,316
WP_207587689,gvpL,Unknown,Halomontanus rarus,351
WP_207288909,gvpL,Unknown,Haloterrigena alkaliphila,304
WP_207269850,gvpL,Unknown,Natrinema longum,313
WP_207269320,gvpL,Unknown,Natrinema longum,271
WP_204747361,gvpL,Unknown,Haloterrigena salifodinae,316
WP_202911806,gvpL,Unknown,Natrialba swarupiae,302
WP_192498414,gvpL,Unknown,Halorussus halophilus,251
WP_191451856,gvpL,Unknown,Halogeometricum sp. CBA1124,306
WP_188786676,gvpL,Unknown,Halobellus salinus,284
WP_181692587,gvpL,Unknown,Natronomonas sp. LN261,282
WP_180841480,gvpL,Unknown,Natrinema zhouii,322
WP_179267289,gvpL,Unknown,Halorarum salinum,261
WP_179259826,gvpL,Unknown,Natrinema halophilum,314
WP_179170141,gvpL,Unknown,Halorarum halophilum,266
WP_178335394,gvpL,Unknown,Natronomonas salina,281
WP_176237151,gvpL,Unknown,Candidatus Hakubella thermalkaliphila,358
WP_176232980,gvpL,Unknown,Candidatus Hakubella thermalkaliphila,305
WP_176229186,gvpL,Unknown,Candidatus Hakubella thermalkaliphila,358
WP_176226711,gvpL,Unknown,Candidatus Hakubella thermalkaliphila,358
WP_174679481,gvpL,Unknown,Haloterrigena gelatinilytica,316
WP_169718992,gvpL,Unknown,Haloplanus natans,262
WP_169432985,gvpL,Unknown,Desulfotignum balticum,307
WP_167937485,gvpL,Unknown,Natronococcus sp. JC468,296
WP_165161351,gvpL,Unknown,Natronolimnobius sp. AArcel1,318
WP_163487437,gvpL,Unknown,Halogeometricum borinquense,288
WP_162413121,gvpL,Unknown,Haloarcula salina,285
WP_162318746,gvpL,Unknown,Haloarcula limicola,288
WP_160134857,gvpL,Unknown,Halococcus salsus,273
WP_160063327,gvpL,Unknown,Natronorubrum halalkaliphilum,309
WP_160047140,gvpL,Unknown,Natrialba sp. INN-245,302
WP_152943442,gvpL,Unknown,Natronorubrum aibiense,302
WP_148860452,gvpL,Unknown,Natronococcus pandeyae,298
WP_145843675,gvpL,Unknown,Salarchaeum sp. JOR-1,284
WP_144261473,gvpL,Unknown,Haloglomus irregulare,284
WP_141465883,gvpL,Unknown,Salinadaptatus halalkaliphilus,299
WP_138780125,gvpL,Unknown,Haloterrigena sp. H1,314
WP_138652117,gvpL,Unknown,Natrinema pallidum,308
WP_138244849,gvpL,Unknown,Natrinema versiforme,320
WP_137288339,gvpL,Unknown,Natronorubrum halophilum,303
WP_137048444,gvpL,Unknown,Haloprofundus sp. MHR1,295
WP_135305019,gvpL,Unknown,Haloarcula amylovorans,283
WP_130499838,gvpL,Unknown,Natrinema hispanicum,315
WP_130170639,gvpL,Unknown,Natrinema altunense,308
WP_129786385,gvpL,Unknown,Halogeometricum borinquense,288
WP_129115137,gvpL,Unknown,Halegenticoccus tardaugens,275
WP_124955535,gvpL,Unknown,Halocatena pleomorpha,282
WP_124954510,gvpL,Unknown,Halocatena pleomorpha,272
WP_124194928,gvpL,Unknown,Natrarchaeobius chitinivorans,315
WP_124177944,gvpL,Unknown,Natrarchaeobius halalkaliphilus,317
WP_122091290,gvpL,Unknown,Halalkalicoccus subterraneus,261
WP_122090604,gvpL,Unknown,Halalkalicoccus subterraneus,278
WP_121744356,gvpL,Unknown,Natronorubrum halophilum,303
WP_120244193,gvpL,Unknown,Halopiger aswanensis,342
WP_120074912,gvpL,Unknown,Halococcus sp. IIIV-5B,273
WP_117592707,gvpL,Unknown,Haloprofundus halophilus,295
WP_117368783,gvpL,Unknown,Natrarchaeobaculum sulfurireducens,305
WP_103426137,gvpL,Unknown,Salinigranum rubrum,283
WP_101296547,gvpL,Unknown,Halegenticoccus soli,272
WP_098726921,gvpL,Unknown,Natrinema sp. CBA1119,322
WP_097380010,gvpL,Unknown,Natrinema ejinorense,314
WP_097009055,gvpL,Unknown,Natronoarchaeum philippinense,292
WP_094526891,gvpL,Unknown,unclassified Halorubrum,273
WP_094525170,gvpL,Unknown,unclassified Halorubrum,273
WP_092903611,gvpL,Unknown,Halostagnicola kamekurae,290
WP_092892782,gvpL,Unknown,Halopelagius inordinatus,279
WP_092733796,gvpL,Unknown,Halopenitus persicus,281
WP_092531731,gvpL,Unknown,Halopelagius longus,282
WP_090613409,gvpL,Unknown,Natrinema salaciae,313
WP_090506847,gvpL,Unknown,Natronorubrum sediminis,306
WP_090381749,gvpL,Unknown,Natronobacterium texcoconense,298
WP_090303668,gvpL,Unknown,Natronorubrum texcoconense,320
WP_089878768,gvpL,Unknown,Halogeometricum limi,285
WP_089869449,gvpL,Unknown,Halogranum rubrum,275
WP_089821082,gvpL,Unknown,Halogranum amylolyticum,276
WP_089805782,gvpL,Unknown,Halogeometricum rufum,306
WP_089789134,gvpL,Unknown,Natronobacterium haloterrestre,328
WP_089671667,gvpL,Unknown,Halohasta litchfieldiae,276
WP_089386083,gvpL,Unknown,Halorubrum vacuolatum,281
WP_087715552,gvpL,Unknown,Natronolimnobius baerhuensis,316
WP_086886832,gvpL,Unknown,Natrarchaeobaculum aegyptiacum,341
WP_076608224,gvpL,Unknown,Natronorubrum thiooxidans,302
WP_076582319,gvpL,Unknown,Natronorubrum daqingense,300
WP_076429419,gvpL,Unknown,Haladaptatus litoreus,268
WP_076144958,gvpL,Unknown,Natrinema saccharevitans,314
WP_071399859,gvpL,Unknown,Natrialba sp. SSL1,335
WP_069451072,gvpL,Unknown,Haladaptatus sp. W1,266
WP_066382964,gvpL,Unknown,Halalkalicoccus paucihalophilus,278
WP_066146125,gvpL,Unknown,Haladaptatus sp. R4,267
WP_058580757,gvpL,Unknown,Haloprofundus marisrubri,306
WP_050050388,gvpL,Unknown,Halostagnicola sp. A56,306
WP_049998357,gvpL,Unknown,Halococcus sediminicola,273
WP_049989785,gvpL,Unknown,Natrinema salifodinae,323
WP_049966627,gvpL,Unknown,Natrinema thermotolerans,315
WP_049953136,gvpL,Unknown,Halostagnicola larsenii,309
WP_049926883,gvpL,Unknown,Halopiger goleimassiliensis,297
WP_049924571,gvpL,Unknown,Halopiger djelfimassiliensis,290
WP_049898781,gvpL,Unknown,Halococcus agarilyticus,289
WP_021056293,gvpL,Unknown,Haloquadratum walsbyi,313
WP_015408786,gvpL,Unknown,Natronomonas moolapensis,283
WP_015323274,gvpL,Unknown,Natronococcus occultus,260
WP_015322030,gvpL,Unknown,Natronococcus occultus,290
WP_015301139,gvpL,Unknown,Halovivax ruber,343
WP_014555585,gvpL,Unknown,Haloquadratum walsbyi,326
WP_013878368,gvpL,Unknown,Halopiger xanaduensis,344
WP_012943528,gvpL,Unknown,Haloterrigena turkmenica,316
WP_011571046,gvpL,Unknown,Haloquadratum walsbyi,326
WP_009366037,gvpL,Unknown,Halogranum rubrum,278
WP_008894737,gvpL,Unknown,Haloterrigena salina,316
WP_008424565,gvpL,Unknown,Natronococcus jeotgali,297
WP_008419409,gvpL,Unknown,Natronococcus jeotgali,259
WP_008416645,gvpL,Unknown,Halalkalicoccus jeotgali,274
WP_008389620,gvpL,Unknown,Halogeometricum pallidum,307
WP_008159406,gvpL,Unknown,Natronorubrum sulfidifaciens,302
WP_008012780,gvpL,Unknown,Natrinema limicola,313
WP_007982682,gvpL,Unknown,Haladaptatus paucihalophilus,266
WP_007739240,gvpL,Unknown,Halococcus thailandensis,280
WP_007704299,gvpL,Unknown,Halovivax asiaticus,334
WP_007695220,gvpL,Unknown,Halococcus hamelinensis,276
WP_007260754,gvpL,Unknown,Natronolimnohabitans innermongolicus,328
WP_007143593,gvpL,Unknown,Natronobacterium lacisalsi,328
WP_007109516,gvpL,Unknown,Natrinema altunense,308
WP_006824690,gvpL,Unknown,Natrialba taiwanensis,308
WP_006672162,gvpL,Unknown,Halobiforma nitratireducens,335
WP_006665991,gvpL,Unknown,Natrialba aegyptia,308
WP_006651603,gvpL,Unknown,Natrialba hulunbeirensis,332
WP_006432770,gvpL,Unknown,Natrinema versiforme,319
WP_006184749,gvpL,Unknown,Natrinema pallidum,308
WP_006182087,gvpL,Unknown,Natrinema pellirubrum,314
WP_006168089,gvpL,Unknown,Natrialba chahannaoensis,334
WP_006108422,gvpL,Unknown,Natrialba asiatica,307
WP_006088506,gvpL,Unknown,Natronorubrum tibetense,320
WP_006076717,gvpL,Unknown,Halococcus saccharolyticus,275
WP_006067835,gvpL,Unknown,Natronorubrum bangense,301
WP_006056158,gvpL,Unknown,Halogeometricum borinquense,288
WP_005580857,gvpL,Unknown,Natronobacterium gregoryi,300
WP_005558088,gvpL,Unknown,Natronococcus amylolyticus,299
WP_005043863,gvpL,Unknown,Halococcus,279
WP_004213831,gvpL,Unknown,Natrialba magadii,360
WP_004051398,gvpL,Unknown,Halococcus morrhuae,278
WP_205250692,gvpL,Unknown,Halobacterium,279
WP_285254540,gvpL,Unknown,Halobacterium salinarum,279
WP_256418763,gvpL,Unknown,Halorubrum laminariae,281
WP_012289626,gvpL,Unknown,Halobacterium,279
WP_176705158,gvpL,Unknown,Halobacterium sp. GN101,279
WP_010890528,gvpL,Unknown,Halobacterium salinarum,281
