accession,gene_name,protein_name,organism,sequence_length
WP_430120777,gvpA,Unknown,Neobacillus rhizosphaerae,88
WP_430065897,gvpA,Unknown,Neobacillus sp. NRS-1170,83
WP_328257699,gvpA,Unknown,Priestia megaterium,83
WP_324632560,gvpA,Unknown,Phormidium sp. CCY1219,72
WP_323618175,gvpA,Unknown,Priestia megaterium,88
WP_322732512,gvpA,Unknown,Nostoc sp. ChiQUE01b,72
WP_322420075,gvpA,Unknown,Jeotgalibacillus haloalkalitolerans,88
WP_320156897,gvpA,Unknown,Metabacillus indicus,90
WP_316572692,gvpA,Unknown,Neobacillus sp. YIM B06451,86
WP_290399117,gvpA,Unknown,Fictibacillus,86
WP_347395773,gvpA,Unknown,Priestia megaterium,91
WP_341982146,gvpA,Unknown,Rossellomorea oryzaecorticis,86
WP_339227026,gvpA,Unknown,Oceanobacillus sp. FSL K6-2867,91
WP_335961848,gvpA,Unknown,Halalkalibacter kiskunsagensis,86
WP_335714145,gvpA,Unknown,Neobacillus drentensis,83
WP_335558846,gvpA,Unknown,Neobacillus vireti,80
WP_335537523,gvpA,Unknown,Neobacillus drentensis,87
WP_335072082,gvpA,Unknown,Nostoc sp.,78
WP_335059862,gvpA,Unknown,Nostoc sp.,71
WP_335049349,gvpA,Unknown,Nostoc sp.,73
WP_334789054,gvpA,Unknown,Nostoc sp.,74
WP_334779866,gvpA,Unknown,Nostoc sp.,71
WP_334710560,gvpA,Unknown,Nostoc sp.,73
WP_330936551,gvpA,Unknown,Cylindrospermopsis raciborskii,59
WP_315073129,gvpA,Unknown,uncultured Clostridium sp.,75
WP_113969339,gvpA,Unknown,Rossellomorea,86
WP_426842538,gvpA,Unknown,unclassified Metabacillus,87
WP_428403798,gvpA,Unknown,Methylocystis sp.,72
WP_426585015,gvpA,Unknown,Dapis sp. BLCC M229,91
WP_426542028,gvpA,Unknown,Dapis sp. BLCC M126,89
WP_426380802,gvpA,Unknown,Desulfosporosinus sp. SYSU MS00001,73
WP_224590714,gvpA,Unknown,Bacillales,85
WP_423999109,gvpA,Unknown,Haloarcula salina,93
WP_310323875,gvpA,Unknown,Priestia megaterium,92
WP_309192103,gvpA,Unknown,Metabacillus idriensis,87
WP_423801245,gvpA,Unknown,Neobacillus sp. SAB-20_R2A,81
WP_274373506,gvpA,Unknown,Synergistales,69
WP_226555226,gvpA,Unknown,Priestia,88
WP_007143586,gvpA,Unknown,Natronobacterium,95
WP_422165804,gvpA,Unknown,Halobacillus sp.,100
WP_421708292,gvpA,Unknown,Algihabitans sp.,84
WP_421653262,gvpA,Unknown,Metabacillus sp. RGM 3146,91
WP_421032811,gvpA,Unknown,Paraburkholderia,72
WP_415382277,gvpA,Unknown,Priestia megaterium,88
WP_413917177,gvpA,Unknown,Priestia megaterium,86
WP_412092736,gvpA,Unknown,Cereibacter sphaeroides,70
WP_349407376,gvpA,Unknown,Pseudalkalibacillus nanhaiensis,87
WP_336497511,gvpA,Unknown,Psychrobacillus mangrovi,84
WP_323244924,gvpA,Unknown,Nodularia spumigena,70
WP_049665784,gvpA,Unknown,Bacillaceae,86
WP_164693470,gvpA,Unknown,Falsiroseomonas,72
WP_039726782,gvpA,Unknown,Cyanophyceae,72
WP_322681236,gvpA,Unknown,unclassified Nostoc,72
WP_416285140,gvpA,Unknown,Natronococcus sp.,94
WP_416108851,gvpA,Unknown,Solidesulfovibrio sp. C21,72
WP_416108847,gvpA,Unknown,Solidesulfovibrio sp. C21,72
WP_406912117,gvpA,Unknown,Cylindrospermopsis raciborskii,66
WP_338255845,gvpA,Unknown,Dictyobacter halimunensis,76
WP_310619223,gvpA,Unknown,Flexibacterium corallicola,71
WP_414404485,gvpA,Unknown,unclassified Synechococcus,75
WP_414362100,gvpA,Unknown,unclassified Synechococcus,75
WP_414395174,gvpA,Unknown,Synechococcus sp. O70.2,75
WP_024336577,gvpA,Unknown,Desulfobacteraceae,69
WP_193980327,gvpA,Unknown,Floridanema,71
WP_413242310,gvpA,Unknown,Paenibacillus sp. 1P07SE,89
WP_413173348,gvpA,Unknown,Anabaena azotica,75
WP_413173347,gvpA,Unknown,Anabaena azotica,74
WP_413173346,gvpA,Unknown,Anabaena azotica,73
WP_413173345,gvpA,Unknown,Anabaena azotica,75
WP_413173344,gvpA,Unknown,Anabaena azotica,76
WP_190464766,gvpA,Unknown,Oscillatoriophycideae,72
WP_190463961,gvpA,Unknown,Oscillatoriophycideae,72
WP_410337796,gvpA,Unknown,Longimonas sp.,73
WP_379650762,gvpA,Unknown,Teichococcus aestuarii,73
WP_379640496,gvpA,Unknown,Teichococcus aestuarii,75
WP_342070892,gvpA,Unknown,Yoonia algicola,70
WP_327608074,gvpA,Unknown,Virgibacillus tibetensis,92
WP_324716694,gvpA,Unknown,Carboxydichorda subterranea,73
WP_324704072,gvpA,Unknown,Lyngbya sp. CCY1209,72
WP_317121874,gvpA,Unknown,Alkalihalophilus,86
WP_295848159,gvpA,Unknown,Tardiphaga sp.,70
WP_280793164,gvpA,Unknown,Anabaenopsis sp. FSS-46,71
WP_283757384,gvpA,Unknown,Roseofilum casamattae,72
WP_280652748,gvpA,Unknown,Umezakia ovalisporum,71
WP_409772926,gvpA,Unknown,Microcystis sp.,63
WP_353746961,gvpA,Unknown,Priestia megaterium,83
WP_328257960,gvpA,Unknown,Priestia megaterium,88
WP_409303451,gvpA,Unknown,Peribacillus sedimenti,86
WP_409293715,gvpA,Unknown,Paraperibacillus marinus,86
WP_409274759,gvpA,Unknown,Neobacillus oceani,84
WP_408963110,gvpA,Unknown,Planktothrix sp.,72
WP_408958174,gvpA,Unknown,Natrinema sp. 74,87
WP_336364780,gvpA,Unknown,Halalkalicoccus salilacus,86
WP_336364362,gvpA,Unknown,Halalkalicoccus salilacus,97
WP_332101109,gvpA,Unknown,Halalkalicoccus,86
WP_332100865,gvpA,Unknown,Halalkalicoccus,84
WP_332099299,gvpA,Unknown,Halalkalicoccus,87
WP_332097579,gvpA,Unknown,Halalkalicoccus,97
WP_038082255,gvpA,Unknown,Nostocales,72
WP_408011836,gvpA,Unknown,Pseudalkalibacillus sp. A8,85
WP_215820231,gvpA,Unknown,Zooshikella,72
WP_407312170,gvpA,Unknown,Desulfosporosinus paludis,70
WP_407039562,gvpA,Unknown,Halovalidus salilacus,95
WP_406944744,gvpA,Unknown,Halobacillus sp. SY10,97
WP_406606980,gvpA,Unknown,Candidatus Infernicultor aquiphilus,69
WP_404455754,gvpA,Unknown,Virgibacillus necropolis,93
WP_404405697,gvpA,Unknown,Jeotgalibacillus malaysiensis,88
WP_224944266,gvpA,Unknown,Rossellomorea,86
WP_231183142,gvpA,Unknown,unclassified Haladaptatus,87
WP_062441008,gvpA,Unknown,Thalassobacillus,96
WP_394342364,gvpA,Unknown,Salinigranum rubrum,97
WP_394079722,gvpA,Unknown,Roseixanthobacter finlandensis,70
WP_392535573,gvpA,Unknown,Nostoc sp. C117,71
WP_122090611,gvpA,Unknown,Halalkalicoccus,87
WP_390306325,gvpA,Unknown,Virgibacillus sediminis,90
WP_390283382,gvpA,Unknown,Haloarchaeobius amylolyticus,95
WP_390271558,gvpA,Unknown,Virgibacillus xinjiangensis,90
WP_204418811,gvpA,Unknown,Bacillaceae,86
WP_386062796,gvpA,Unknown,Thalassobacillus hwangdonensis,85
WP_253517921,gvpA,Unknown,Halorussus,87
WP_252487173,gvpA,Unknown,Natrialbaceae,94
WP_217628970,gvpA,Unknown,Halopelagius,88
WP_380704376,gvpA,Unknown,Salinithrix halophila,87
WP_379496047,gvpA,Unknown,Oceanobacillus longus,91
WP_168006768,gvpA,Unknown,Bacillaceae,87
WP_049893539,gvpA,Unknown,Halogranum rubrum,103
WP_377962562,gvpA,Unknown,Almyronema epifaneia,72
WP_375796785,gvpA,Unknown,Halosegnis sp.,76
WP_375803144,gvpA,Unknown,Salinibacter sp.,73
WP_375594093,gvpA,Unknown,Algihabitans albus,84
WP_375535661,gvpA,Unknown,Alteribacillus sp. HJP-4,88
WP_375218407,gvpA,Unknown,Psychrobacillus sp. PGGUH221,86
WP_375007750,gvpA,Unknown,Alteribacillus sp. JSM 102045,90
WP_044340217,gvpA,Unknown,Rossellomorea,86
WP_373674330,gvpA,Unknown,Halopenitus sp. H-Gu1,78
WP_373618838,gvpA,Unknown,Natrinema sp. HArc-T2,95
WP_373411272,gvpA,Unknown,Yoonia sp.,70
WP_372960227,gvpA,Unknown,Methanoregula sp.,70
WP_267662982,gvpA,Unknown,Halorubrum,78
WP_299881917,gvpA,Unknown,Sulfitobacter rhodophyticola,70
WP_149081285,gvpA,Unknown,Natrialbaceae,95
WP_219165518,gvpA,Unknown,Bacillaceae,86
WP_367750907,gvpA,Unknown,Ammoniphilus sp. 3BR4,82
WP_280768082,gvpA,Unknown,Salipaludibacillus daqingensis,88
WP_218806347,gvpA,Unknown,unclassified Methylococcus,72
WP_054470142,gvpA,Unknown,Planktothricoides,71
WP_353564278,gvpA,Unknown,Longimonas sp.,73
WP_342809826,gvpA,Unknown,Natronosalvus hydrolyticus,94
WP_339102459,gvpA,Unknown,Haloterrigena salinisoli,95
WP_338727022,gvpA,Unknown,Haladaptatus sp. DJG-WS-42,84
WP_338007780,gvpA,Unknown,Natronoglomus mannanivorans,94
WP_338001785,gvpA,Unknown,Natronoglomus mannanivorans,94
WP_336343652,gvpA,Unknown,Halalkalicoccus ordinarius,95
WP_332897853,gvpA,Unknown,unclassified Haladaptatus,84
WP_332321129,gvpA,Unknown,Halodesulfurarchaeum sp.,72
WP_331236528,gvpA,Unknown,Natronorarus salvus,89
WP_331233287,gvpA,Unknown,Natronorarus salvus,86
WP_313692695,gvpA,Unknown,Halorarum halobium,85
WP_312909280,gvpA,Unknown,Natronosalvus caseinilyticus,95
WP_310927095,gvpA,Unknown,Halogeometricum luteum,91
WP_310905889,gvpA,Unknown,Natrinema sp. 1APR25-10V2,92
WP_306756674,gvpA,Unknown,Natronolimnohabitans sp. A-GB9,96
WP_306059442,gvpA,Unknown,Natronococcus wangiae,94
WP_304447146,gvpA,Unknown,Halomarina ordinaria,92
WP_296608059,gvpA,Unknown,Methanothrix sp.,74
WP_292371610,gvpA,Unknown,unclassified Methanosarcina,78
WP_290814024,gvpA,Unknown,Halovivax sp.,98
WP_286046597,gvpA,Unknown,Halalkalicoccus sp. NIPERK01,86
WP_286043823,gvpA,Unknown,Halalkalicoccus sp. NIPERK01,87
WP_285927312,gvpA,Unknown,Natrialbaceae archaeon AArc-T1-2,95
WP_285270566,gvpA,Unknown,Halobacterium salinarum,56
WP_283836894,gvpA,Unknown,Halostagnicola sp. A-GB9-2,95
WP_278293264,gvpA,Unknown,Natronococcus sp. A-GB1,94
WP_276835635,gvpA,Unknown,Methanothrix soehngenii,76
WP_276835632,gvpA,Unknown,Methanothrix soehngenii,76
WP_276835630,gvpA,Unknown,Methanothrix soehngenii,76
WP_276304827,gvpA,Unknown,Halomarina halobia,93
WP_276254240,gvpA,Unknown,Halomontanus rarus,95
WP_276245661,gvpA,Unknown,unclassified Haladaptatus,84
WP_273836796,gvpA,Unknown,Halococcus sp. PRR34,110
WP_273740706,gvpA,Unknown,Natrinema soli,92
WP_269782710,gvpA,Unknown,Halobacterium wangiae,120
WP_267643774,gvpA,Unknown,Haloarchaeobius amylolyticus,94
WP_267623160,gvpA,Unknown,Halobium salinum,102
WP_266077553,gvpA,Unknown,Haladaptatus caseinilyticus,82
WP_266077548,gvpA,Unknown,Haladaptatus caseinilyticus,80
WP_264556325,gvpA,Unknown,Halocatena marina,109
WP_264182115,gvpA,Unknown,Natrinema amylolyticum,93
WP_263019417,gvpA,Unknown,Natronobiforma cellulositropha,93
WP_256531060,gvpA,Unknown,Halovivax cerinus,96
WP_256394859,gvpA,Unknown,Halohasta litorea,94
WP_256392402,gvpA,Unknown,Natronoarchaeum rubrum,93
WP_255193947,gvpA,Unknown,Natronobeatus ordinarius,96
WP_255167832,gvpA,Unknown,Natrononativus amylolyticus,95
WP_254863316,gvpA,Unknown,Halovivax gelatinilyticus,97
WP_254765721,gvpA,Unknown,Salinilacihabitans rarus,99
WP_254545002,gvpA,Unknown,Halomarina pelagica,93
WP_254535116,gvpA,Unknown,Halomarina litorea,97
WP_254532508,gvpA,Unknown,Natrinema gelatinilyticum,95
WP_254525374,gvpA,Unknown,Natrinema caseinilyticum,95
WP_254160480,gvpA,Unknown,Natronosalvus rutilus,92
WP_253738026,gvpA,Unknown,Halohasta salina,94
WP_253437521,gvpA,Unknown,Natronosalvus,95
WP_253430212,gvpA,Unknown,Natronosalvus halobius,92
WP_252700730,gvpA,Unknown,Natronosalvus vescus,95
WP_250874940,gvpA,Unknown,Halomarina rubra,95
WP_250872509,gvpA,Unknown,Halomarina rubra,99
WP_250139719,gvpA,Unknown,Halosolutus,95
WP_248909849,gvpA,Unknown,Halocatena marina,109
WP_248905493,gvpA,Unknown,Halocatena marina,92
WP_247995707,gvpA,Unknown,Halocatena salina,92
WP_247729007,gvpA,Unknown,Halovivax limisalsi,97
WP_247416651,gvpA,Unknown,Halomarina salina,95
WP_247001169,gvpA,Unknown,Halosolutus gelatinilyticus,95
WP_246971313,gvpA,Unknown,Natribaculum luteum,100
WP_244704578,gvpA,Unknown,Halococcus dombrowskii,102
WP_229388838,gvpA,Unknown,unclassified Methanosarcina,79
WP_227775558,gvpA,Unknown,Haladaptatus pallidirubidus,86
WP_227380740,gvpA,Unknown,Haladaptatus halobius,84
WP_227373847,gvpA,Unknown,Haladaptatus halobius,84
WP_227354244,gvpA,Unknown,Haladaptatus salinisoli,84
WP_227132931,gvpA,Unknown,Halorubellus salinus,76
WP_226041793,gvpA,Unknown,Natrinema sp. DC36,92
WP_226007125,gvpA,Unknown,Natrinema salinisoli,95
WP_224447735,gvpA,Unknown,Haloprofundus salilacus,87
WP_224332750,gvpA,Unknown,Haloprofundus halobius,90
WP_224270101,gvpA,Unknown,Haloprofundus salinisoli,91
WP_222918710,gvpA,Unknown,Natrinema sp. SYSU A 869,95
WP_220580832,gvpA,Unknown,Haloarcula nitratireducens,93
WP_218153787,gvpA,Unknown,Halopelagius inordinatus,88
WP_207587676,gvpA,Unknown,Halomontanus rarus,95
WP_207289157,gvpA,Unknown,Haloterrigena alkaliphila,95
WP_207288917,gvpA,Unknown,Haloterrigena alkaliphila,96
WP_207269842,gvpA,Unknown,Natrinema longum,94
WP_207269332,gvpA,Unknown,Natrinema longum,73
WP_188786682,gvpA,Unknown,Halobellus salinus,72
WP_181692579,gvpA,Unknown,Natronomonas sp. LN261,78
WP_179267280,gvpA,Unknown,Halorarum salinum,85
WP_179259819,gvpA,Unknown,Natrinema halophilum,95
WP_179171077,gvpA,Unknown,Halorarum halophilum,88
WP_179170132,gvpA,Unknown,Halorarum halophilum,85
WP_178335387,gvpA,Unknown,Natronomonas salina,97
WP_174678802,gvpA,Unknown,Haloterrigena gelatinilytica,95
WP_165161358,gvpA,Unknown,Natronolimnobius sp. AArcel1,96
WP_162413127,gvpA,Unknown,Haloarcula salina,93
WP_160063339,gvpA,Unknown,Natronorubrum halalkaliphilum,96
WP_158205683,gvpA,Unknown,Halomarina oriensis,95
WP_158056335,gvpA,Unknown,Halorussus halophilus,85
WP_148860446,gvpA,Unknown,Natronococcus pandeyae,94
WP_145843683,gvpA,Unknown,Salarchaeum sp. JOR-1,76
WP_144261482,gvpA,Unknown,Haloglomus irregulare,76
WP_141465890,gvpA,Unknown,Salinadaptatus halalkaliphilus,94
WP_138780111,gvpA,Unknown,Haloterrigena sp. H1,95
WP_137291688,gvpA,Unknown,Natronorubrum halophilum,95
WP_135305013,gvpA,Unknown,Haloarcula,93
WP_130499831,gvpA,Unknown,Natrinema hispanicum,95
WP_129115144,gvpA,Unknown,Halegenticoccus tardaugens,91
WP_129113450,gvpA,Unknown,Halegenticoccus tardaugens,91
WP_124955529,gvpA,Unknown,Halocatena pleomorpha,111
WP_124954518,gvpA,Unknown,Halocatena pleomorpha,92
WP_124194920,gvpA,Unknown,Natrarchaeobius chitinivorans,95
WP_124177937,gvpA,Unknown,Natrarchaeobius halalkaliphilus,95
WP_121744691,gvpA,Unknown,Natronorubrum halophilum,95
WP_121744350,gvpA,Unknown,Natronorubrum halophilum,95
WP_120074899,gvpA,Unknown,Halococcus sp. IIIV-5B,102
WP_117592720,gvpA,Unknown,Haloprofundus,90
WP_117364027,gvpA,Unknown,Natrarchaeobaculum sulfurireducens,94
WP_114575686,gvpA,Unknown,Saliphagus,96
WP_101296553,gvpA,Unknown,Halegenticoccus soli,91
WP_098726914,gvpA,Unknown,Natrinema,92
WP_097380016,gvpA,Unknown,Natrinema ejinorense,94
WP_097009060,gvpA,Unknown,Natronoarchaeum philippinense,90
WP_095644993,gvpA,Unknown,Methanosarcina spelaei,76
WP_095644610,gvpA,Unknown,Methanosarcina spelaei,76
WP_094525166,gvpA,Unknown,unclassified Halorubrum,103
WP_092931071,gvpA,Unknown,Natrinema hispanicum,95
WP_092903619,gvpA,Unknown,Halostagnicola kamekurae,94
WP_090618336,gvpA,Unknown,Natrinema salaciae,92
WP_090613434,gvpA,Unknown,Natrinema salaciae,94
WP_090506853,gvpA,Unknown,Natronorubrum sediminis,94
WP_090381763,gvpA,Unknown,Natronobacterium texcoconense,95
WP_090303974,gvpA,Unknown,Natronorubrum texcoconense,95
WP_090303661,gvpA,Unknown,Natronorubrum texcoconense,95
WP_089878752,gvpA,Unknown,Halogeometricum limi,90
WP_089821089,gvpA,Unknown,Halogranum amylolyticum,104
WP_089805792,gvpA,Unknown,Halogeometricum,92
WP_089671674,gvpA,Unknown,Halohasta litchfieldiae,94
WP_089386074,gvpA,Unknown,Halorubrum vacuolatum,78
WP_086886824,gvpA,Unknown,Natrarchaeobaculum aegyptiacum,93
WP_076582330,gvpA,Unknown,Natronorubrum daqingense,94
WP_076429430,gvpA,Unknown,Haladaptatus litoreus,94
WP_076144968,gvpA,Unknown,Natrinema saccharevitans,94
WP_066384857,gvpA,Unknown,Halalkalicoccus paucihalophilus,86
WP_066383060,gvpA,Unknown,Halalkalicoccus paucihalophilus,67
WP_066382543,gvpA,Unknown,Halalkalicoccus paucihalophilus,87
WP_066146101,gvpA,Unknown,unclassified Haladaptatus,87
WP_058580750,gvpA,Unknown,Haloprofundus marisrubri,90
WP_054862714,gvpA,Unknown,Natronolimnobius baerhuensis,96
WP_050050395,gvpA,Unknown,Halostagnicola sp. A56,94
WP_049998656,gvpA,Unknown,Halococcus sediminicola,102
WP_049998364,gvpA,Unknown,Halococcus sediminicola,104
WP_049997333,gvpA,Unknown,Halococcus sediminicola,104
WP_049989893,gvpA,Unknown,Natrinema salifodinae,95
WP_049970408,gvpA,Unknown,Haladaptatus cibarius,85
WP_049970405,gvpA,Unknown,Haladaptatus,82
WP_049954064,gvpA,Unknown,Halostagnicola larsenii,95
WP_049934428,gvpA,Unknown,Halalkalicoccus,87
WP_049934333,gvpA,Unknown,Haloplanus natans,76
WP_049924581,gvpA,Unknown,Halopiger djelfimassiliensis,94
WP_049920063,gvpA,Unknown,Halobiforma nitratireducens,95
WP_049917180,gvpA,Unknown,Halogeometricum,91
WP_049916017,gvpA,Unknown,Halococcus morrhuae,102
WP_049898790,gvpA,Unknown,Halococcus agarilyticus,112
WP_049889998,gvpA,Unknown,Natronorubrum,95
WP_048122675,gvpA,Unknown,Methanosarcina,76
WP_048122673,gvpA,Unknown,Methanosarcina,76
WP_048109058,gvpA,Unknown,Methanosarcina,76
WP_021056303,gvpA,Unknown,Haloquadratum walsbyi,72
WP_019991572,gvpA,Unknown,Natronorubrum tibetense,92
WP_015408777,gvpA,Unknown,Natronomonas moolapensis,76
WP_015322023,gvpA,Unknown,Natronococcus,93
WP_013878361,gvpA,Unknown,Halopiger,95
WP_012996341,gvpA,Unknown,Natrialba magadii,95
WP_012944239,gvpA,Unknown,Haloterrigena turkmenica,94
WP_012943535,gvpA,Unknown,Haloterrigena turkmenica,96
WP_011695264,gvpA,Unknown,Methanothrix,74
WP_011695263,gvpA,Unknown,Methanothrix,76
WP_011571057,gvpA,Unknown,Haloquadratum walsbyi,72
WP_011305365,gvpA,Unknown,Methanosarcina barkeri,76
WP_010904108,gvpA,Unknown,Halobacterium,79
WP_010890519,gvpA,Unknown,Halobacteriales,76
WP_010612514,gvpA,Unknown,Halococcus,103
WP_008894730,gvpA,Unknown,Haloterrigena,96
WP_008893968,gvpA,Unknown,Haloterrigena,95
WP_008417043,gvpA,Unknown,Halalkalicoccus jeotgali,87
WP_008159420,gvpA,Unknown,Natrialbaceae,94
WP_008012794,gvpA,Unknown,Natrinema limicola,95
WP_007982669,gvpA,Unknown,Haladaptatus,87
WP_007739252,gvpA,Unknown,Halococcus,102
WP_007704306,gvpA,Unknown,Halovivax,97
WP_007260761,gvpA,Unknown,Natronolimnohabitans innermongolicus,96
WP_007109509,gvpA,Unknown,Natrinema altunense,94
WP_006432777,gvpA,Unknown,Natrinema versiforme,93
WP_006184742,gvpA,Unknown,Natrinema pallidum,94
WP_006182094,gvpA,Unknown,Natrinema,94
WP_006168082,gvpA,Unknown,Natrialba,95
WP_006108429,gvpA,Unknown,Natrialba,95
WP_006088519,gvpA,Unknown,Natronorubrum tibetense,95
WP_006076709,gvpA,Unknown,Halococcus saccharolyticus,110
WP_006056149,gvpA,Unknown,Halogeometricum borinquense,78
WP_005580866,gvpA,Unknown,Natronobacterium gregoryi,95
WP_005558079,gvpA,Unknown,Natronococcus,94
WP_005043849,gvpA,Unknown,Halococcus salifodinae,110
WP_190432663,gvpA,Unknown,Trichocoleus,72
WP_190377542,gvpA,Unknown,unclassified Leptolyngbya,72
WP_054860102,gvpA,Unknown,Gracilibacillus,87
WP_341471618,gvpA,Unknown,Candidatus Chlorohelix,72
WP_089851011,gvpA,Unknown,Salipiger marinus,70
WP_159869007,gvpA,Unknown,unclassified Cytobacillus,86
WP_071272787,gvpA,Unknown,Priestia,90
WP_095313309,gvpA,Unknown,Oceanobacillus,91
WP_086756007,gvpA,Unknown,Nostocales,73
WP_211555852,gvpA,Unknown,Metabacillus,93
WP_141589788,gvpA,Unknown,Myxococcus,74
WP_035412262,gvpA,Unknown,Bacillaceae,87
WP_034764902,gvpA,Unknown,Rossellomorea,86
WP_301862454,gvpA,Unknown,Priestia,86
WP_292781623,gvpA,Unknown,unclassified Nostoc,73
WP_034265327,gvpA,Unknown,Priestia,86
WP_054464971,gvpA,Unknown,Planktothricoides,72
WP_009626980,gvpA,Unknown,Cyanophyceae,72
WP_070879557,gvpA,Unknown,Peribacillus frigoritolerans,89
WP_070877683,gvpA,Unknown,Metabacillus idriensis,87
WP_062232702,gvpA,Unknown,Fictibacillus,87
WP_057244326,gvpA,Unknown,Priestia megaterium,86
WP_032087041,gvpA,Unknown,Rossellomorea,88
WP_029714942,gvpA,Unknown,Priestia,92
WP_019393985,gvpA,Unknown,Priestia,87
WP_014459198,gvpA,Unknown,Priestia,86
WP_013058000,gvpA,Unknown,Priestia,86
WP_013057997,gvpA,Unknown,Priestia,88
WP_013057921,gvpA,Unknown,Priestia,92
WP_278028173,gvpA,Unknown,Roseicyclus salinarum,70
WP_258264475,gvpA,Unknown,Rossellomorea sp. SC111,86
WP_100366348,gvpA,Unknown,Paracoccaceae,70
WP_319354971,gvpA,Unknown,Streptomyces ipomoeae,108
WP_319354943,gvpA,Unknown,Streptomyces ipomoeae,113
WP_073640805,gvpA,Unknown,Nostoc,73
WP_283753117,gvpA,Unknown,Roseofilum,72
WP_193963479,gvpA,Unknown,unclassified Nodosilinea,72
WP_036004549,gvpA,Unknown,Leptolyngbya sp. NK1-12,72
WP_253707812,gvpA,Unknown,unclassified Bradyrhizobium,72
WP_123176516,gvpA,Unknown,Hyphomicrobiales,72
WP_190643620,gvpA,Unknown,Cyanophyceae,72
WP_068510916,gvpA,Unknown,Cyanophyceae,72
WP_015171018,gvpA,Unknown,Cyanophyceae,72
WP_301077186,gvpA,Unknown,Rhodoferax sp.,72
WP_290603055,gvpA,Unknown,Anabaena sp. AL93,66
