accession,gene_name,protein_name,organism,sequence_length
WP_192498415,gvpH,Unknown,Halorussus halophilus,171
WP_049898787,gvpH,Unknown,Halococcus agarilyticus,156
WP_015322026,gvpH,Unknown,Natronococcus occultus,170
WP_395282663,gvpH,Unknown,unclassified Haladaptatus,140
WP_267623163,gvpH,Unknown,Halobium salinum,213
WP_256394864,gvpH,Unknown,Halohasta litorea,171
WP_207269316,gvpH,Unknown,Natrinema longum,177
WP_304448591,gvpH,Unknown,Halomarina ordinaria,160
WP_231183147,gvpH,Unknown,Haladaptatus sp. DYF46,140
WP_162317197,gvpH,Unknown,Haloarcula limicola,161
WP_069451068,gvpH,Unknown,Haladaptatus sp. W1,140
WP_409025347,gvpH,Unknown,Halalkalicoccus salilacus,156
WP_273836798,gvpH,Unknown,Halococcus sp. PRR34,157
WP_227380745,gvpH,Unknown,Haladaptatus halobius,138
WP_224447732,gvpH,Unknown,Haloprofundus salilacus,178
WP_207586849,gvpH,Unknown,Halomontanus rarus,131
WP_175501342,gvpH,Unknown,Halogeometricum limi,145
WP_012996529,gvpH,Unknown,Natrialba magadii,183
WP_332321133,gvpH,Unknown,Halodesulfurarchaeum sp.,176
WP_254862305,gvpH,Unknown,Halovivax gelatinilyticus,153
WP_248905496,gvpH,Unknown,Halocatena marina,150
WP_227375512,gvpH,Unknown,Haladaptatus halobius,154
WP_224332747,gvpH,Unknown,Haloprofundus halobius,175
WP_166041601,gvpH,Unknown,Halorubellus sp. JP-L1,151
WP_006056154,gvpH,Unknown,Halogeometricum borinquense,192
WP_332099661,gvpH,Unknown,Halalkalicoccus,158
WP_310922572,gvpH,Unknown,Halogeometricum salsisoli,160
WP_286047210,gvpH,Unknown,Halalkalicoccus sp. NIPERK01,167
WP_286046592,gvpH,Unknown,Halalkalicoccus sp. NIPERK01,173
WP_276998062,gvpH,Unknown,Haloquadratum walsbyi,222
WP_263019420,gvpH,Unknown,Natronobiforma cellulositropha,181
WP_211609136,gvpH,Unknown,Halogranum amylolyticum,159
WP_160134860,gvpH,Unknown,Halococcus salsus,157
WP_135305290,gvpH,Unknown,Haloarcula amylovorans,162
WP_101296550,gvpH,Unknown,Halegenticoccus soli,163
WP_049998361,gvpH,Unknown,Halococcus sediminicola,148
WP_049997335,gvpH,Unknown,Halococcus sediminicola,158
WP_254534505,gvpH,Unknown,Halomarina litorea,166
WP_254531853,gvpH,Unknown,Natrinema gelatinilyticum,179
WP_253226117,gvpH,Unknown,unclassified Haladaptatus,140
WP_021056297,gvpH,Unknown,Haloquadratum walsbyi,204
WP_390184498,gvpH,Unknown,Haladaptatus pallidirubidus,395
WP_246974444,gvpH,Unknown,Natribaculum luteum,154
WP_244704582,gvpH,Unknown,Halococcus dombrowskii,158
WP_182013378,gvpH,Unknown,Haloquadratum walsbyi,221
WP_181692583,gvpH,Unknown,Natronomonas sp. LN261,179
WP_182022449,gvpH,Unknown,Haloquadratum walsbyi,221
WP_117368779,gvpH,Unknown,Natrarchaeobaculum sulfurireducens,197
WP_007982678,gvpH,Unknown,Haladaptatus paucihalophilus,140
WP_007739248,gvpH,Unknown,Halococcus thailandensis,158
WP_005043854,gvpH,Unknown,Halococcus salifodinae,157
WP_254542771,gvpH,Unknown,Halomarina pelagica,174
WP_164974795,gvpH,Unknown,Halegenticoccus tardaugens,175
WP_174681247,gvpH,Unknown,Haloterrigena gelatinilytica,173
WP_129115141,gvpH,Unknown,Halegenticoccus tardaugens,178
WP_122090608,gvpH,Unknown,Halalkalicoccus subterraneus,168
WP_120074905,gvpH,Unknown,Halococcus sp. IIIV-5B,157
WP_117592715,gvpH,Unknown,Haloprofundus halophilus,167
WP_092892790,gvpH,Unknown,Halopelagius inordinatus,171
WP_090621636,gvpH,Unknown,Natrinema salaciae,179
WP_089869443,gvpH,Unknown,Halogranum rubrum,176
WP_066384865,gvpH,Unknown,Halalkalicoccus paucihalophilus,171
WP_066382956,gvpH,Unknown,Halalkalicoccus paucihalophilus,176
WP_050050391,gvpH,Unknown,Halostagnicola sp. A56,225
WP_049970411,gvpH,Unknown,Haladaptatus cibarius,135
WP_014555589,gvpH,Unknown,Haloquadratum walsbyi,220
WP_011571050,gvpH,Unknown,Haloquadratum walsbyi,221
WP_007695227,gvpH,Unknown,Halococcus hamelinensis,157
WP_145843678,gvpH,Unknown,Salarchaeum sp. JOR-1,188
WP_144261477,gvpH,Unknown,Haloglomus irregulare,189
WP_143105100,gvpH,Unknown,Halogeometricum rufum,157
WP_142864682,gvpH,Unknown,Methylosinus,171
WP_089386080,gvpH,Unknown,Halorubrum vacuolatum,181
WP_084509833,gvpH,Unknown,Haloplanus natans,185
WP_083909331,gvpH,Unknown,Natronococcus amylolyticus,180
WP_058580753,gvpH,Unknown,Haloprofundus marisrubri,173
WP_015408782,gvpH,Unknown,Natronomonas moolapensis,180
WP_008416649,gvpH,Unknown,Halalkalicoccus jeotgali,165
WP_004051389,gvpH,Unknown,Halococcus morrhuae,158
WP_416285309,gvpH,Unknown,Natronococcus sp.,145
WP_416284528,gvpH,Unknown,Natronococcus sp.,180
WP_251344612,gvpH,Unknown,Halobacteriales,186
WP_285254541,gvpH,Unknown,Halobacterium salinarum,163
WP_176705161,gvpH,Unknown,Halobacterium sp. GN101,163
WP_010904103,gvpH,Unknown,Halobacterium,163
WP_010890524,gvpH,Unknown,Halobacterium salinarum,182
WP_205250694,gvpH,Unknown,Halobacterium,163
WP_092733784,gvpH,Unknown,Halopenitus persicus,182
WP_312909396,gvpH,Unknown,Natronosalvus caseinilyticus,306
WP_306061698,gvpH,Unknown,Natronococcus wangiae,103
WP_278302654,gvpH,Unknown,Natronococcus sp. A-GB7,167
WP_273741502,gvpH,Unknown,Natrinema soli,185
WP_254158036,gvpH,Unknown,Natronosalvus rutilus,275
WP_253437697,gvpH,Unknown,Natronosalvus halobius,292
WP_252700533,gvpH,Unknown,Natronosalvus vescus,234
WP_232702621,gvpH,Unknown,Halobacterium wangiae,173
WP_227132928,gvpH,Unknown,Halorubellus salinus,171
WP_222918707,gvpH,Unknown,Natrinema sp. SYSU A 869,183
WP_152419846,gvpH,Unknown,Natrialba hulunbeirensis,183
WP_076608220,gvpH,Unknown,Natronorubrum thiooxidans,188
WP_006166640,gvpH,Unknown,Natrialba chahannaoensis,183
WP_006067839,gvpH,Unknown,Natronorubrum bangense,189
