sequence_id,source,source_type,length,projection_1,projection_2,nearest_train_embedding_distance,embedding_outlier
WP_016922591.1,Real cyanobacterial GvpA,real,71,0.53865415,-5.3706865,0.00069053395,False
WP_017300094.1,Real cyanobacterial GvpA,real,72,1.9542477,-5.952102,0.00048828125,False
WP_017322549.1,Real cyanobacterial GvpA,real,73,0.61372304,-6.10657,0.00034526698,False
WP_017721725.1,Real cyanobacterial GvpA,real,72,1.9163841,-3.6732826,0.0,False
WP_017721733.1,Real cyanobacterial GvpA,real,72,1.1589072,-3.371299,0.00034526698,False
WP_017803923.1,Real cyanobacterial GvpA,real,71,-1.375165,-6.1373177,0.0,False
WP_017803924.1,Real cyanobacterial GvpA,real,71,-1.5885489,-6.1933417,0.0,False
WP_019501601.1,Real cyanobacterial GvpA,real,72,1.8528112,-3.1253953,0.00069053395,False
WP_026789190.1,Real cyanobacterial GvpA,real,72,-0.2772784,-3.79815,0.00069053395,False
WP_036004549.1,Real cyanobacterial GvpA,real,72,2.4267414,-5.50728,0.0,False
WP_036534731.1,Real cyanobacterial GvpA,real,72,0.9280089,-3.6168137,0.0,False
WP_038082255.1,Real cyanobacterial GvpA,real,72,1.8302698,-6.188055,0.0,False
WP_039726782.1,Real cyanobacterial GvpA,real,72,2.180888,-4.4713483,0.00048828125,False
WP_039752851.1,Real cyanobacterial GvpA,real,72,1.0756654,-2.1805468,0.0010918301,False
WP_042152734.1,Real cyanobacterial GvpA,real,72,-0.27783442,-3.5752602,0.0,False
WP_045871251.1,Real cyanobacterial GvpA,real,71,-1.0219682,-6.369214,0.0,False
WP_054464971.1,Real cyanobacterial GvpA,real,72,-0.375029,-4.1260276,0.08143764,False
WP_054470142.1,Real cyanobacterial GvpA,real,71,-0.98353493,-7.0267625,0.00034526698,False
WP_057178839.1,Real cyanobacterial GvpA,real,71,-0.8645452,-6.3440166,0.00048828125,False
WP_063873374.1,Real cyanobacterial GvpA,real,71,-1.5188607,-6.6706247,0.0,False
WP_063873375.1,Real cyanobacterial GvpA,real,71,-1.3668958,-6.970322,0.0,False
WP_068510916.1,Real cyanobacterial GvpA,real,72,2.4188838,-5.6081476,0.00048828125,False
WP_069965561.1,Real cyanobacterial GvpA,real,75,1.5856738,-5.040986,0.0,False
WP_072717742.1,Real cyanobacterial GvpA,real,72,-0.06940535,-3.692839,0.0,False
WP_073608715.1,Real cyanobacterial GvpA,real,72,1.563967,-6.35137,0.0,False
WP_073640805.1,Real cyanobacterial GvpA,real,73,-1.9866195,-4.566133,0.00048828125,False
WP_075598971.1,Real cyanobacterial GvpA,real,72,1.4992198,-4.7440534,0.0,False
WP_083620231.1,Real cyanobacterial GvpA,real,72,0.83070934,-3.5420074,0.0,False
WP_084989880.1,Real cyanobacterial GvpA,real,71,-1.3730891,-6.8096986,0.00069053395,False
WP_086756007.1,Real cyanobacterial GvpA,real,73,-2.0303555,-4.50703,0.0,False
WP_088893383.1,Real cyanobacterial GvpA,real,72,1.7797998,-4.9843884,0.0,False
WP_096607388.1,Real cyanobacterial GvpA,real,72,-1.9285207,-4.7349453,0.06506794,False
WP_099068598.1,Real cyanobacterial GvpA,real,73,-2.0533059,-4.6784554,0.00059802,False
WP_103666325.1,Real cyanobacterial GvpA,real,74,0.010825291,-3.2296,0.00048828125,False
WP_106257461.1,Real cyanobacterial GvpA,real,72,0.87134117,-5.7388506,0.0,False
WP_107805940.1,Real cyanobacterial GvpA,real,71,-1.5544039,-6.0343275,0.00048828125,False
WP_138500607.1,Real cyanobacterial GvpA,real,73,-2.0089962,-4.6073675,0.0,False
WP_153228363.1,Real cyanobacterial GvpA,real,61,-0.2539266,-1.6691364,0.00069053395,False
WP_162425313.1,Real cyanobacterial GvpA,real,72,1.4914678,-4.0241013,0.0008457279,False
WP_163931998.1,Real cyanobacterial GvpA,real,73,-1.7799306,-4.4322743,0.0,False
WP_168569945.1,Real cyanobacterial GvpA,real,72,1.7919827,-2.4091084,0.04500274,False
WP_169262979.1,Real cyanobacterial GvpA,real,72,1.030448,-2.313354,0.0,False
WP_169617606.1,Real cyanobacterial GvpA,real,72,1.7282293,-2.87871,0.0,False
WP_171572203.1,Real cyanobacterial GvpA,real,72,-0.07913574,-4.3806257,0.0,False
WP_190377542.1,Real cyanobacterial GvpA,real,72,2.3674793,-5.6582665,0.00034526698,False
WP_190387978.1,Real cyanobacterial GvpA,real,71,-1.0347008,-6.287449,0.00034526698,False
WP_190432663.1,Real cyanobacterial GvpA,real,72,0.6673146,-5.3519177,0.00059802,False
WP_190463961.1,Real cyanobacterial GvpA,real,72,-1.1201279,-7.135176,0.0,False
WP_190464766.1,Real cyanobacterial GvpA,real,72,2.2867026,-4.0857644,0.0,False
WP_190483017.1,Real cyanobacterial GvpA,real,72,1.784894,-2.6170511,0.00048828125,False
WP_190503885.1,Real cyanobacterial GvpA,real,72,2.2549057,-4.273097,0.0,False
WP_190553740.1,Real cyanobacterial GvpA,real,72,0.86274797,-6.2117114,0.00048828125,False
WP_190575773.1,Real cyanobacterial GvpA,real,72,2.038546,-4.269395,0.0,False
WP_190627385.1,Real cyanobacterial GvpA,real,72,1.3074719,-6.3920913,0.0,False
WP_190643620.1,Real cyanobacterial GvpA,real,72,2.1334894,-4.3188114,0.0,False
WP_190774558.1,Real cyanobacterial GvpA,real,72,2.226001,-4.177494,0.0,False
WP_190775818.1,Real cyanobacterial GvpA,real,72,1.9639637,-3.0735998,0.0,False
WP_190804824.1,Real cyanobacterial GvpA,real,72,2.5271442,-5.688253,0.065363154,False
WP_190828481.1,Real cyanobacterial GvpA,real,72,0.56952584,-3.0983307,0.0,False
WP_193875962.1,Real cyanobacterial GvpA,real,72,2.0367508,-3.928676,0.00069053395,False
WP_193897365.1,Real cyanobacterial GvpA,real,71,-1.4422479,-6.2459126,0.0008457279,False
WP_193955741.1,Real cyanobacterial GvpA,real,71,-1.2872393,-7.0084033,0.0,False
WP_193959329.1,Real cyanobacterial GvpA,real,71,-1.1703408,-7.0981083,0.00048828125,False
WP_193963479.1,Real cyanobacterial GvpA,real,72,1.5162077,-6.4080386,0.0,False
WP_193980327.1,Real cyanobacterial GvpA,real,71,-1.32333,-7.025471,0.00034526698,False
WP_194056178.1,Real cyanobacterial GvpA,real,71,0.47289768,-4.6424103,0.00059802,False
WP_200989004.1,Real cyanobacterial GvpA,real,71,-0.22618254,-4.711214,0.00034526698,False
WP_201320714.1,Real cyanobacterial GvpA,real,75,0.45185852,-2.7465615,0.00034526698,False
WP_202218625.1,Real cyanobacterial GvpA,real,90,1.3871177,-1.1176898,0.15411134,False
WP_204152466.1,Real cyanobacterial GvpA,real,71,0.101589195,-4.6897473,0.0,False
WP_224341338.1,Real cyanobacterial GvpA,real,72,1.3228894,-5.779648,0.00059802,False
WP_235277851.1,Real cyanobacterial GvpA,real,72,2.539659,-5.6840463,0.06583201,False
WP_254567340.1,Real cyanobacterial GvpA,real,72,0.20715044,-4.1231456,0.00048828125,False
WP_261225443.1,Real cyanobacterial GvpA,real,75,0.93572676,-3.420429,0.0,False
WP_265902100.1,Real cyanobacterial GvpA,real,72,2.255893,-5.808565,0.0,False
WP_268609013.1,Real cyanobacterial GvpA,real,72,2.2115512,-5.927699,0.0,False
WP_271933955.1,Real cyanobacterial GvpA,real,71,-1.6590496,-6.468032,0.00034526698,False
WP_271944488.1,Real cyanobacterial GvpA,real,72,1.7895612,-2.5126328,0.0,False
WP_272058300.1,Real cyanobacterial GvpA,real,71,-1.524969,-6.782887,0.0009134906,False
WP_272074942.1,Real cyanobacterial GvpA,real,71,-1.4028289,-7.0105624,0.0,False
WP_272092571.1,Real cyanobacterial GvpA,real,71,-1.3009106,-6.069261,0.00077204045,False
WP_280652748.1,Real cyanobacterial GvpA,real,71,-1.0688963,-7.0139422,0.0,False
WP_280793164.1,Real cyanobacterial GvpA,real,71,-1.3711545,-6.9703474,0.0,False
WP_283753117.1,Real cyanobacterial GvpA,real,72,1.4163601,-2.4759712,0.00059802,False
WP_283757384.1,Real cyanobacterial GvpA,real,72,0.980867,-3.5309997,0.00069053395,False
WP_287130436.1,Real cyanobacterial GvpA,real,72,0.9281253,-2.9798312,0.00048828125,False
WP_287280996.1,Real cyanobacterial GvpA,real,72,2.2598944,-5.7529163,0.0,False
WP_287627019.1,Real cyanobacterial GvpA,real,71,-0.91636384,-6.496767,0.00048828125,False
WP_287674806.1,Real cyanobacterial GvpA,real,71,-0.9984155,-6.6405435,0.0,False
WP_292781623.1,Real cyanobacterial GvpA,real,73,-1.0884892,-4.067414,0.0,False
WP_293061633.1,Real cyanobacterial GvpA,real,90,1.3725935,-1.1826307,0.10823776,False
WP_293087767.1,Real cyanobacterial GvpA,real,90,1.249786,-1.1392064,0.08270207,False
WP_293100807.1,Real cyanobacterial GvpA,real,89,1.4681171,-1.2781895,0.09743566,False
WP_293124005.1,Real cyanobacterial GvpA,real,72,1.4834905,-1.9670146,0.00034526698,False
WP_293126616.1,Real cyanobacterial GvpA,real,90,1.3817652,-1.2012961,0.10693025,False
WP_293160100.1,Real cyanobacterial GvpA,real,90,1.3442428,-1.0847372,0.11389049,False
WP_298916699.1,Real cyanobacterial GvpA,real,75,0.20591034,-1.8850142,0.10739746,False
WP_322681236.1,Real cyanobacterial GvpA,real,72,0.6803252,-4.5700545,0.00069053395,False
WP_322732512.1,Real cyanobacterial GvpA,real,72,0.899739,-4.134582,0.0,False
WP_323244924.1,Real cyanobacterial GvpA,real,70,0.024640525,-4.043536,0.00048828125,False
WP_324632560.1,Real cyanobacterial GvpA,real,72,1.6588066,-2.1715763,0.049761586,False
WP_324704072.1,Real cyanobacterial GvpA,real,72,1.4801608,-3.0632405,0.0008457279,False
WP_330483830.1,Real cyanobacterial GvpA,real,72,1.2382382,-4.458148,0.0,False
WP_330936551.1,Real cyanobacterial GvpA,real,59,-0.36625302,-1.7162827,0.0009765625,False
WP_334710560.1,Real cyanobacterial GvpA,real,73,-1.1129968,-4.1231475,0.00048828125,False
WP_334779866.1,Real cyanobacterial GvpA,real,71,-1.3873156,-6.075495,0.0,False
WP_334789054.1,Real cyanobacterial GvpA,real,74,-0.65043074,-6.615577,0.00069053395,False
WP_335049349.1,Real cyanobacterial GvpA,real,73,-1.182787,-4.1826043,0.0009134906,False
WP_335059862.1,Real cyanobacterial GvpA,real,71,-1.5037745,-5.908139,0.0,False
WP_335072082.1,Real cyanobacterial GvpA,real,78,0.151187,-1.9998412,0.0968577,False
WP_377962562.1,Real cyanobacterial GvpA,real,72,1.4901538,-6.4104295,0.00059802,False
WP_392535573.1,Real cyanobacterial GvpA,real,71,-1.2414726,-6.653454,0.00048828125,False
WP_408963110.1,Real cyanobacterial GvpA,real,72,1.0178487,-1.3655298,0.0,False
WP_413173344.1,Real cyanobacterial GvpA,real,76,-0.786984,-3.8300424,0.00059802,False
WP_413173345.1,Real cyanobacterial GvpA,real,75,-0.66703504,-3.5284276,0.0,False
WP_413173346.1,Real cyanobacterial GvpA,real,73,0.19173452,-1.873318,0.00059802,False
WP_413173347.1,Real cyanobacterial GvpA,real,74,0.21245612,-1.9680643,0.0,False
WP_413173348.1,Real cyanobacterial GvpA,real,75,-0.6384563,-3.6711957,0.0,False
WP_414362100.1,Real cyanobacterial GvpA,real,75,2.4038272,-5.836393,0.062609576,False
WP_414395174.1,Real cyanobacterial GvpA,real,75,2.3848114,-5.8596544,0.06339294,False
WP_414404485.1,Real cyanobacterial GvpA,real,75,2.4742346,-5.952118,0.052689143,False
WP_425311603.1,Real cyanobacterial GvpA,real,80,-2.4304695,-6.7790637,0.0,False
WP_425589715.1,Real cyanobacterial GvpA,real,80,-2.4031746,-6.756562,0.0,False
WP_426542028.1,Real cyanobacterial GvpA,real,89,1.4214094,-1.2847095,0.0886523,False
WP_426585015.1,Real cyanobacterial GvpA,real,91,1.4528887,-1.326444,0.09134188,False
WP_430686742.1,Real cyanobacterial GvpA,real,72,2.0965774,-4.0305896,0.0,False
WP_431662249.1,Real cyanobacterial GvpA,real,72,1.261387,-6.0612016,0.0,False
WP_439345357.1,Real cyanobacterial GvpA,real,72,2.3455713,-3.7767146,0.0,False
WP_441007279.1,Real cyanobacterial GvpA,real,80,-2.387515,-6.737869,0.0,False
WP_446859740.1,Real cyanobacterial GvpA,real,72,-0.09791406,-4.200191,0.00069053395,False
WP_458646425.1,Real cyanobacterial GvpA,real,91,-0.89486116,-3.6397107,0.0,False
WP_461927368.1,Real cyanobacterial GvpA,real,74,-0.42432624,-6.807925,0.0,False
WP_461930966.1,Real cyanobacterial GvpA,real,71,-1.3765774,-6.0014715,0.00048828125,False
WP_472408654.1,Real cyanobacterial GvpA,real,80,-2.4393494,-6.785428,0.0,False
WP_479716902.1,Real cyanobacterial GvpA,real,72,1.7461511,-6.223628,0.00069053395,False
WP_488204244.1,Real cyanobacterial GvpA,real,72,2.3168714,-4.3063197,0.0,False
WP_488739600.1,Real cyanobacterial GvpA,real,72,0.99169546,-2.8969724,0.00069053395,False
WP_496081776.1,Real cyanobacterial GvpA,real,72,1.3837872,-5.6647935,0.0009765625,False
WP_502249006.1,Real cyanobacterial GvpA,real,72,0.7651088,-3.1079507,0.04616647,False
WP_502881973.1,Real cyanobacterial GvpA,real,80,-2.38987,-6.7446246,0.0,False
WP_505716830.1,Real cyanobacterial GvpA,real,72,1.7078476,-6.083853,0.00048828125,False
WP_506081038.1,Real cyanobacterial GvpA,real,72,1.9050899,-5.6503563,0.0,False
lstm_temp1_seed42_0000,LSTM / sample seed 42,lstm,73,1.5227338,-3.22022,0.05449862,False
lstm_temp1_seed42_0001,LSTM / sample seed 42,lstm,70,0.07088304,-4.9372435,0.061640553,False
lstm_temp1_seed42_0002,LSTM / sample seed 42,lstm,77,2.1571586,-3.5458946,0.115292296,False
lstm_temp1_seed42_0003,LSTM / sample seed 42,lstm,72,-1.5573927,-6.038512,0.05085983,False
lstm_temp1_seed42_0004,LSTM / sample seed 42,lstm,73,0.30839068,-6.735301,0.04799832,False
lstm_temp1_seed42_0005,LSTM / sample seed 42,lstm,73,2.1081889,-5.73289,0.054246485,False
lstm_temp1_seed42_0006,LSTM / sample seed 42,lstm,71,-0.6931738,-6.4048586,0.028398078,False
lstm_temp1_seed42_0007,LSTM / sample seed 42,lstm,72,0.9987222,-6.0330877,0.05209185,False
lstm_temp1_seed42_0008,LSTM / sample seed 42,lstm,71,1.2493252,-4.4584904,0.06359102,False
lstm_temp1_seed42_0009,LSTM / sample seed 42,lstm,73,0.42196742,-4.628786,0.04725619,False
lstm_temp1_seed42_0010,LSTM / sample seed 42,lstm,72,-0.69145834,-6.922317,0.05435296,False
lstm_temp1_seed42_0011,LSTM / sample seed 42,lstm,72,1.0742701,-4.5001597,0.07008835,False
lstm_temp1_seed42_0012,LSTM / sample seed 42,lstm,71,0.6942292,-5.809674,0.045322128,False
lstm_temp1_seed42_0013,LSTM / sample seed 42,lstm,71,1.750442,-4.456154,0.037825253,False
lstm_temp1_seed42_0014,LSTM / sample seed 42,lstm,72,1.5746197,-5.2231956,0.011850255,False
lstm_temp1_seed42_0015,LSTM / sample seed 42,lstm,74,-2.0537162,-4.3917265,0.05778144,False
lstm_temp1_seed42_0016,LSTM / sample seed 42,lstm,74,-1.646794,-4.4356747,0.10468424,False
lstm_temp1_seed42_0017,LSTM / sample seed 42,lstm,91,-0.43965128,-2.668065,0.20005742,True
lstm_temp1_seed42_0018,LSTM / sample seed 42,lstm,71,-0.022163333,-3.7587047,0.06203094,False
lstm_temp1_seed42_0019,LSTM / sample seed 42,lstm,71,0.20107159,-5.376909,0.04800701,False
lstm_temp1_seed42_0020,LSTM / sample seed 42,lstm,61,-0.5962268,-1.7702336,0.10294342,False
lstm_temp1_seed42_0021,LSTM / sample seed 42,lstm,71,-2.0740929,-5.01674,0.111347936,False
lstm_temp1_seed42_0022,LSTM / sample seed 42,lstm,72,2.2483084,-3.7831678,0.049777154,False
lstm_temp1_seed42_0023,LSTM / sample seed 42,lstm,74,-0.88009274,-7.032493,0.050767165,False
lstm_temp1_seed42_0024,LSTM / sample seed 42,lstm,69,0.23078474,-5.382244,0.10619752,False
lstm_temp1_seed42_0025,LSTM / sample seed 42,lstm,71,-0.5819135,-4.117741,0.06978921,False
lstm_temp1_seed42_0026,LSTM / sample seed 42,lstm,71,-0.23598002,-4.2438006,0.0309722,False
lstm_temp1_seed42_0027,LSTM / sample seed 42,lstm,79,0.62457883,-0.7714422,0.18008974,True
lstm_temp1_seed42_0028,LSTM / sample seed 42,lstm,71,-0.8904254,-5.673412,0.042358223,False
lstm_temp1_seed42_0029,LSTM / sample seed 42,lstm,70,0.64319134,-6.6547437,0.13153584,False
lstm_temp1_seed42_0030,LSTM / sample seed 42,lstm,64,-2.1806822,-4.957864,0.14262995,False
lstm_temp1_seed42_0031,LSTM / sample seed 42,lstm,71,1.2820395,-5.037808,0.052794244,False
lstm_temp1_seed42_0032,LSTM / sample seed 42,lstm,69,1.3917766,-1.334469,0.11029429,False
lstm_temp1_seed42_0033,LSTM / sample seed 42,lstm,73,1.5050426,-5.0068183,0.0369129,False
lstm_temp1_seed42_0034,LSTM / sample seed 42,lstm,72,1.1215937,-2.8808806,0.05272759,False
lstm_temp1_seed42_0035,LSTM / sample seed 42,lstm,82,-1.2644427,-5.867633,0.113054246,False
lstm_temp1_seed42_0036,LSTM / sample seed 42,lstm,81,-0.93822116,-4.1121764,0.119514756,False
lstm_temp1_seed42_0037,LSTM / sample seed 42,lstm,74,-0.3419766,-6.937259,0.097533494,False
lstm_temp1_seed42_0038,LSTM / sample seed 42,lstm,82,-0.984047,-4.8471656,0.15455548,True
lstm_temp1_seed42_0039,LSTM / sample seed 42,lstm,76,0.6860528,-1.3747286,0.107350275,False
lstm_temp1_seed42_0040,LSTM / sample seed 42,lstm,84,-1.3483862,-3.6565053,0.14119267,False
lstm_temp1_seed42_0041,LSTM / sample seed 42,lstm,72,1.2960733,-5.8311434,0.053362463,False
lstm_temp1_seed42_0042,LSTM / sample seed 42,lstm,59,1.0885761,-1.6891377,0.37333885,True
lstm_temp1_seed42_0043,LSTM / sample seed 42,lstm,73,0.7814916,-3.0191648,0.0541376,False
lstm_temp1_seed42_0044,LSTM / sample seed 42,lstm,69,0.21675391,-4.808976,0.11593467,False
lstm_temp1_seed42_0045,LSTM / sample seed 42,lstm,72,-1.9790876,-4.6324234,0.022959605,False
lstm_temp1_seed42_0046,LSTM / sample seed 42,lstm,73,1.4578272,-5.1810617,0.031219468,False
lstm_temp1_seed42_0047,LSTM / sample seed 42,lstm,73,1.0361938,-1.8650291,0.17323528,True
lstm_temp1_seed42_0048,LSTM / sample seed 42,lstm,72,0.43415636,-5.144816,0.06831227,False
lstm_temp1_seed42_0049,LSTM / sample seed 42,lstm,68,-0.7011964,-6.810625,0.090016074,False
lstm_temp1_seed42_0050,LSTM / sample seed 42,lstm,71,1.2604802,-3.2006838,0.08960127,False
lstm_temp1_seed42_0051,LSTM / sample seed 42,lstm,71,1.4721282,-3.4236975,0.047468875,False
lstm_temp1_seed42_0052,LSTM / sample seed 42,lstm,70,-1.4468681,-6.3885984,0.047511548,False
lstm_temp1_seed42_0053,LSTM / sample seed 42,lstm,71,-0.99113286,-1.9574965,0.09440258,False
lstm_temp1_seed42_0054,LSTM / sample seed 42,lstm,76,0.2597069,-3.3882155,0.09286655,False
lstm_temp1_seed42_0055,LSTM / sample seed 42,lstm,70,1.5128886,-3.3666577,0.048147105,False
lstm_temp1_seed42_0056,LSTM / sample seed 42,lstm,84,-1.7751578,-4.113009,0.13181469,False
lstm_temp1_seed42_0057,LSTM / sample seed 42,lstm,72,-0.8909709,-6.4723315,0.038469,False
lstm_temp1_seed42_0058,LSTM / sample seed 42,lstm,74,-1.1787636,-3.3551362,0.18411376,True
lstm_temp1_seed42_0059,LSTM / sample seed 42,lstm,71,1.6209321,-3.077908,0.04682411,False
lstm_temp1_seed42_0060,LSTM / sample seed 42,lstm,72,0.95374846,-3.6140642,0.030133324,False
lstm_temp1_seed42_0061,LSTM / sample seed 42,lstm,71,-1.937689,-4.497218,0.077449165,False
lstm_temp1_seed42_0062,LSTM / sample seed 42,lstm,69,0.6054824,-1.8311294,0.08497988,False
lstm_temp1_seed42_0063,LSTM / sample seed 42,lstm,75,-1.0759631,-5.8581133,0.09618831,False
lstm_temp1_seed42_0064,LSTM / sample seed 42,lstm,72,0.68509865,-6.589754,0.073909715,False
lstm_temp1_seed42_0065,LSTM / sample seed 42,lstm,74,1.0808998,-1.6261394,0.08664344,False
lstm_temp1_seed42_0066,LSTM / sample seed 42,lstm,73,0.0067127887,-3.698168,0.06605707,False
lstm_temp1_seed42_0067,LSTM / sample seed 42,lstm,75,-0.39321578,-3.6725538,0.097873904,False
lstm_temp1_seed42_0068,LSTM / sample seed 42,lstm,74,1.9756957,-2.6210237,0.06248951,False
lstm_temp1_seed42_0069,LSTM / sample seed 42,lstm,71,-0.9801156,-6.173432,0.012216793,False
lstm_temp1_seed42_0070,LSTM / sample seed 42,lstm,72,0.47670013,-5.7748375,0.04919782,False
lstm_temp1_seed42_0071,LSTM / sample seed 42,lstm,73,-2.136645,-4.877673,0.09649888,False
lstm_temp1_seed42_0072,LSTM / sample seed 42,lstm,72,-0.96277255,-6.3657827,0.053604297,False
lstm_temp1_seed42_0073,LSTM / sample seed 42,lstm,73,-0.35196435,-4.094268,0.052691408,False
lstm_temp1_seed42_0074,LSTM / sample seed 42,lstm,73,1.3943275,-4.907021,0.038438,False
lstm_temp1_seed42_0075,LSTM / sample seed 42,lstm,71,2.2247968,-4.4474053,0.064440176,False
lstm_temp1_seed42_0076,LSTM / sample seed 42,lstm,72,0.18908063,-6.8210044,0.05902854,False
lstm_temp1_seed42_0077,LSTM / sample seed 42,lstm,72,1.1635499,-5.87984,0.07015465,False
lstm_temp1_seed42_0078,LSTM / sample seed 42,lstm,72,0.11919218,-3.8903332,0.03428242,False
lstm_temp1_seed42_0079,LSTM / sample seed 42,lstm,73,0.7662263,-1.0136037,0.123809874,False
lstm_temp1_seed42_0080,LSTM / sample seed 42,lstm,73,1.6332335,-2.772632,0.0738952,False
lstm_temp1_seed42_0081,LSTM / sample seed 42,lstm,70,-0.026973918,-4.2106667,0.073223464,False
lstm_temp1_seed42_0082,LSTM / sample seed 42,lstm,71,1.6731176,-4.8756847,0.031070191,False
lstm_temp1_seed42_0083,LSTM / sample seed 42,lstm,74,0.35223305,-1.7212054,0.06762651,False
lstm_temp1_seed42_0084,LSTM / sample seed 42,lstm,73,1.4498473,-5.7059097,0.0541398,False
lstm_temp1_seed42_0085,LSTM / sample seed 42,lstm,72,2.385089,-3.8985283,0.05728207,False
lstm_temp1_seed42_0086,LSTM / sample seed 42,lstm,73,-0.28176296,-6.4714656,0.073348716,False
lstm_temp1_seed42_0087,LSTM / sample seed 42,lstm,84,-1.607183,-4.0184417,0.12668853,False
lstm_temp1_seed42_0088,LSTM / sample seed 42,lstm,76,0.30967563,-6.2741356,0.075288,False
lstm_temp1_seed42_0089,LSTM / sample seed 42,lstm,71,0.7579764,-5.518334,0.0619059,False
lstm_temp1_seed42_0090,LSTM / sample seed 42,lstm,71,-0.3114559,-4.804979,0.052755848,False
lstm_temp1_seed42_0091,LSTM / sample seed 42,lstm,73,0.85124177,-3.2878861,0.08192437,False
lstm_temp1_seed42_0092,LSTM / sample seed 42,lstm,71,0.60056716,-4.8869395,0.10399359,False
lstm_temp1_seed42_0093,LSTM / sample seed 42,lstm,79,-1.7103888,-4.294626,0.06754538,False
lstm_temp1_seed42_0094,LSTM / sample seed 42,lstm,72,-0.6321483,-6.6614585,0.04411723,False
lstm_temp1_seed42_0095,LSTM / sample seed 42,lstm,72,2.1723912,-5.8033376,0.062955156,False
lstm_temp1_seed42_0096,LSTM / sample seed 42,lstm,72,-0.58606833,-4.4862094,0.06651746,False
lstm_temp1_seed42_0097,LSTM / sample seed 42,lstm,71,1.384336,-3.200502,0.06510091,False
lstm_temp1_seed42_0098,LSTM / sample seed 42,lstm,71,1.2340198,-2.572369,0.05018263,False
lstm_temp1_seed42_0099,LSTM / sample seed 42,lstm,75,2.142192,-3.9720755,0.06071891,False
lstm_temp1_seed7_0000,LSTM / sample seed 7,lstm,72,-0.5098886,-3.9161887,0.046612322,False
lstm_temp1_seed7_0001,LSTM / sample seed 7,lstm,72,0.72962046,-5.2799387,0.02673089,False
lstm_temp1_seed7_0002,LSTM / sample seed 7,lstm,71,-0.77951026,-3.775081,0.06559346,False
lstm_temp1_seed7_0003,LSTM / sample seed 7,lstm,71,-1.2757344,-6.0177774,0.03220991,False
lstm_temp1_seed7_0004,LSTM / sample seed 7,lstm,74,1.6830508,-6.2859473,0.057588216,False
lstm_temp1_seed7_0005,LSTM / sample seed 7,lstm,72,-1.9444486,-4.834735,0.084608026,False
lstm_temp1_seed7_0006,LSTM / sample seed 7,lstm,78,0.45170686,-2.7495983,0.098768085,False
lstm_temp1_seed7_0007,LSTM / sample seed 7,lstm,73,-0.9487628,-5.7074656,0.06897307,False
lstm_temp1_seed7_0008,LSTM / sample seed 7,lstm,71,-1.0363021,-5.85077,0.038182843,False
lstm_temp1_seed7_0009,LSTM / sample seed 7,lstm,72,1.0126806,-2.109012,0.07563475,False
lstm_temp1_seed7_0010,LSTM / sample seed 7,lstm,71,-0.62544703,-4.9523807,0.04699691,False
lstm_temp1_seed7_0011,LSTM / sample seed 7,lstm,72,0.93717587,-2.3009071,0.09046983,False
lstm_temp1_seed7_0012,LSTM / sample seed 7,lstm,71,-0.8312813,-6.5037203,0.06793605,False
